,2021-12-27,国泰君安 | 信用债发行结果日报,国泰君安债券资本市场部
4034,2019-07-30,5年承诺期临近，国泰君安终于解决同业竞争这块“心病”：百联集团将控股上海证券！,每日经济新闻
4035,2019-07-30,【国泰君安2019.07.30】任天堂第一财季净利润下滑46%；2019年上半年中国游戏市场收入1163.1亿元，增长10.8% 盈利能力下降,国泰君安互联网传媒研究
4036,2019-07-30,上市公司数据播报：中国人保上半年净利预增40％-60％,金融界
4037,2019-07-30,公告精选：国泰君安上半年净利同比增25%；广誉远拟引入山西国投作为战略投资者,e公司
4038,2019-07-30,上海证券控股股东拟由国泰君安变为百联集团：以避免同业竞争 控制人变化,澎湃新闻
4039,2019-07-30,国泰君安(02611.HK)正筹划解决与上海证券同业竞争问题,格隆汇
4040,2019-07-30,国泰君安(02611-HK)中期净利润升25%至50.2亿元人民币,财华社
4041,2019-07-30,国泰君安2019年上半年实现净利润50.2亿 经营业绩较好,挖贝网
4042,2019-07-30,国泰君安(601211.SH)拟定初步方案 上海证券增资扩股由百联集团等认缴 成为其控股股东 控制人变化,格隆汇
4043,2019-07-30,国泰君安：拟对上海证券实施增资扩股，百联集团将成其控股股东,Wind
4044,2019-07-30,国泰君安(601211.SH)发布半年度业绩快报 扣非净利润升47.17%至46.31亿元,格隆汇
4045,2019-07-30,国泰君安：上半年净利50.2亿元 同比增长25%,e公司
4046,2019-07-30,国泰君安业绩快报：上半年净利润50.2亿元，同比增25.22%,Wind
4047,2019-07-30,南风股份(300004.SZ)：实控人之一杨子善所持2375.9683万股的司法拍卖 由国泰君安竞得 司法拍卖,格隆汇
4048,2019-07-30,头部券商优势凸显 行业集中度料提升,中证报
4049,2019-07-30,万达信息实控人债务难解 国寿无缘最大股东,时代周报
4050,2019-07-27,最惨连降5级！券商最新分类评价结果来了：谁是最大赢家？,中国基金报
4051,2019-07-26,2019年证券公司分类评级结果出炉 国泰君安等10家券商获AA类评级,证券日报
4052,2019-07-26,2019券商分类评级结果巨变！AA级10家，4家挤出AA，28家遭下调,券商中国
4053,2019-07-26,2019券商分类评级结果巨变！AA级10家，4家挤出AA，28家遭下调，2家成D类，最多下调5级,券商中国
4054,2019-07-26,证监会公布2019年证券公司分类结果,Wind
4055,2019-07-26,国泰君安证券股份有限公司关于晶晨半导体（上海）股份有限公司战略投资者专项核查报告,证券时报
4056,2019-07-25,国泰君安(601211.SH)2017年第一期公司债8月5日付息,格隆汇
4057,2019-07-24,"国泰君安(02611.HK)拟行使""16国君G3""发行人赎回选择权",格隆汇
4058,2019-07-24,国泰君安：央行同意公司发行不超过80亿元金融债券,Wind
4059,2019-07-23,揭秘科创板首日投资者行动（上）：六成投资者玩科创板首选APP，开盘半小时最疯狂！,每日经济新闻
4060,2019-07-23,这家公司错失中国人寿入主机会，都是大股东质押违约惹的祸！ 违约失信,e公司
4061,2019-07-23,万达信息：控股股东存在可能被动减持股票的风险 减持股份,e公司
4062,2019-07-20,喜大普奔！券商分类评级加分榜出炉！6家能加15分领跑，哪家能借加分评A类？哪家无缘加分降级(上篇),券商中国
4063,2019-07-19,大族激光4天市值蒸发80亿 中信证券喊目标价56元汗颜 连续下跌,中国经济网
4064,2019-07-18,金融：增量资金驰援科创板 荐2股,联讯证券
4065,2019-07-16,国泰君安(601211)公开发行总额不超25亿元公司债券获证监会核准,中国金融信息网
4066,2019-07-16,国泰君安：发行不超25亿元公司债获核准,e公司
4067,2019-07-16,上海证券市场大宗交易公开信息(2019-07-16),上交所
4068,2019-07-16,国泰君安发行永续次级债券获得中国证监会无异议函,中国金融信息网
4069,2019-07-15,中国证监会对国泰君安(601211.SH)发行永续次级债券无异议,格隆汇
4070,2019-07-15,中国证监会对国泰君安(02611.HK)发行永续次级债券无异议,格隆汇
4071,2019-07-15,国泰君安向港交所申请150亿港元中期票据计划,中金网
4072,2019-07-15,*ST信威现形 3年前国泰君安喊目标价50海通证券喊49,中国经济网
4073,2019-07-15,【证券】证券中报前瞻：业绩预计高增长,天风研究
4074,2019-07-13,国泰君安短期融资券发行 总额为30亿元,挖贝网
4075,2019-07-12,券商6月经营数据：营收同比增6成 国泰君安反超中信,新浪
4076,2019-07-12,"非银行金融行业6月业绩点评:权益市场反弹叠加低基数影响,6月券商业绩显著改善",证券之星
4077,2019-07-11,金融：券商股迎配置窗口 荐2股,万联证券
4078,2019-07-10,金融：券商拥抱历史发展机遇 荐1股,中银国际
4079,2019-07-10,金融：券商业绩大幅反弹 净利环比增长超80%,山西证券
4080,2019-07-10,科创板提振+业绩抢眼，券商板块可攻可守，龙头股将尤为受益,第一财经
4081,2019-07-10,6月业绩逆天翻盘！下半年券商怎么玩？,红周刊
4082,2019-07-10,国泰君安证券股份有限公司、华菁证券有限公司关于上海微创心脉医疗科技股份有限公司战略投资者专项核查报告,证券时报
4083,2019-07-10,30家上市券商上半年净赚433亿 增逾五成,证券时报
4084,2019-07-10,6月多家券商开启暴赚模式,金融投资报
4085,2019-07-09,券商6月业绩已出炉，是什么成为了它们集体打翻身仗的重要因素？,搜狐
4086,2019-07-09,券商6月份营业收入：国泰君安22.79亿，南京证券1.64亿,中金在线
4087,2019-07-09,券商前六月净利增逾四成，分类管理哪家强？,第一财经
4088,2019-07-09,国泰君安完成23笔信用衍生品业务 促进超百亿债券发行,证券时报网
4089,2019-07-09,上市券商6月集体翻身仗！3家净利环比翻10倍，半年业绩座次提前看,券商中国
4090,2019-07-09,券商6月业绩大爆发：3家净利增逾10倍，6家营收超10亿,澎湃新闻
4091,2019-07-09,国泰君安(02611-HK)6月净利润7.6亿人民币,财华社
4092,2019-07-08,37家券商公布6月财务数据 国泰君安营收和净利居首,中证网
4093,2019-07-08,国泰君安(601211.SH)6月母公司净利润7.64亿元 同比增长44.41%,格隆汇
4094,2019-07-08,7月8日上市公司晚间公告速递,新浪
4095,2019-07-08,国泰君安(02611.HK)6月份母公司净利润升44.41%至7.64亿元,格隆汇
4096,2019-07-08,国泰君安：母公司6月份净利润7.64亿元,e公司
4097,2019-07-08,金融：市场交易量放大 荐3股,广发证券
4098,2019-07-07,券商FOF热：业绩弱于大市好于公募 面临内外多重撕扯,新浪
4099,2019-07-05,聚灿光电上市变脸质押燃烽烟 投行国泰君安赚2500万,中国经济网
4100,2019-07-03,圣泉集团告别国泰君安 拟接受长城证券IPO辅导,鲁网
4101,2019-07-01,国泰君安：决定行使16国君G3发行人赎回选择权,Wind
4102,2019-06-30,券业放大榜！131 家券商上半年业绩排名揭晓，最赚钱的是这 10 家,券商中国
4103,2019-06-30,国泰君安短期融资券发行 总额为20亿元,挖贝网
4104,2019-06-27,10天内非银“稳定器”加速落地 券商再拓融资渠道输血资本金,21世纪经济报道
4105,2019-06-26,信息系统投入去年超130亿元 券商加紧布局金融科技,中证报
4106,2019-06-25,证监会对国泰君安与招商证券发行金融债无异议,证券时报网
4107,2019-06-25,中国证监会机构部对国泰君安(601211.SH)申请发行金融债券无异议,格隆汇
4108,2019-06-25,国泰君安、招商证券：证监会对公司申请发行金融债券无异议,e公司
4109,2019-06-25,中国证监会对国泰君安(02611.HK)申请发行金融债券无异议,格隆汇
4110,2019-06-25,融资客青睐26股，和佳股份买入占比高达45.34%,Wind
4111,2019-06-25,头部券商获准调高短融余额上限3041亿 卖方机构点赞,中财网
4112,2019-06-25,头部券商融资输血非银：信用债回购仍难解,21世纪经济报道
4113,2019-06-24,他公司在21日刚刚宣布短期融资债券余额已提升至508亿美元,搜财网
4114,2019-06-24,国泰君安火速发20亿短融，券商久旱喜逢央妈数千亿资金甘霖,21世纪经济报道
4115,2019-06-24,券商股集体高开，同批十大头部券商获准调高短融余额上限,Wind
4116,2019-06-24,证券业净资本总额突破1.6万亿 达历史峰值,证券时报
4117,2019-06-23,131家券商净资本创造历年峰值，谁是券商净资本之王？,券商中国
4118,2019-06-23,1.62万亿！131家券商净资本创造历年峰值，谁是券商净资本之王？资本实力带来发展后劲，TOP50有这些变化,券商中国
4119,2019-06-21,公告精选：博汇纸业获宁波亚洲纸管纸箱举牌；藏格控股遭证监会立案调查 其他违规处罚,e公司
4120,2019-06-21,国泰君安(601211)公告称，中国人民银行核定公司的待偿还短期融资券余额上限为508亿元。,中国金融信息网
4121,2019-06-21,国泰君安今日大宗交易成交450万股，成交价16.84元折价5.02%,Wind资讯
4122,2019-06-21,国泰君安：央行提高公司短期融资券待偿还余额上限至508亿元,e公司
4123,2019-06-21,国泰君安“预见科创板”等你来挑战,证券之星
4124,2019-06-20,券商板块引领大盘反弹 次新券商股表现亮眼,红周刊
4125,2019-06-20,上海证券市场大宗交易公开信息(2019-06-20),上交所
4126,2019-06-20,券商39项排名出炉:马太效应凸显 IT投入加大,证券时报
4127,2019-06-20,2018年度券商经营业绩排名出炉,中证报
4128,2019-06-19,2018年券商经营业绩重排座次 十项指标挂钩分类评价,国际金融报
4129,2019-06-19,券商行业2018年度经营座次出炉：中信证券拿下14项第一,澎湃新闻
4130,2019-06-19,2018年度券商成绩单发布 三家老牌券商稳坐营收和净利润前三交椅,证券日报
4131,2019-06-19,打造资本神话：那些年我们追过的券商借壳股,Wind
4132,2019-06-19,2018年度证券公司经营业绩排名出炉 中信证券盈利居首,中证网
4133,2019-06-19,"非银金融行业周报:证券行业双向对外开放,看好大券商业绩基本面",渤海证券
4134,2019-06-18,热门融资标的股票分析,华龙掘金
4135,2019-06-17,国泰君安：监事会主席商洪波因到龄退休 董监高成员变化,Wind
4136,2019-06-17,金融：看好大券商业绩基本面 荐2股,渤海证券
4137,2019-06-13,科创板来了！A股市场进入科创时代：如何影响A股？投资者该如何参与？六大关注点看过来,重庆商报
4138,2019-06-11,券商5月净利环比降三成，交投承压下券商股还有机遇？,第一财经
4139,2019-06-11,37家券商5月业绩“冰火两重天”,中证报
4140,2019-06-11,非银金融行业周报:券商披露5月经营数据,爱建证券
4141,2019-06-10,节后两市上涨 券商板块为何逆市大跌？,格隆汇
4142,2019-06-09,【华泰金融沈娟团队】业绩回落，关注改革落地—证券行业2019年5月业绩点评【证券研究报告】,华泰金融研究全新平台
4143,2019-06-09,金融：经纪自营拖累业绩 荐4股 盈利能力下降,安信证券
4144,2019-06-07,中信建投等9家券商5月净利跌逾50%，浙商证券逆势大涨,澎湃新闻
4145,2019-06-07,券商5月业绩多悬念！前五座次重排，又见单月业绩黑马！至少9家业绩下滑超五成,券商中国
4146,2019-06-06,"券商5月业绩很不好！这家却""亮了""",中国基金报
4147,2019-06-06,6月6日上市公司晚间公告速递,新浪
4148,2019-06-06,国泰君安(601211.SH)5月母公司净利润4.34亿元 同比下降16.68% 盈利能力下降,格隆汇
4149,2019-06-06,国泰君安：母公司5月净利润4.34亿元，4月净利为5.3亿元,Wind
4150,2019-06-06,国泰君安：母公司5月份净利4.34亿元,e公司
4151,2019-06-05,80后女董事长伪造文件挪用4240万补仓，被终身市场禁入,澎湃新闻
4152,2019-06-03,虚假信披、挪用基金资产，科融环境实控人、关联方等遭证监会罚款、警告与市场禁入 欺诈造假,资本邦
4153,2019-05-30,募资用途监督不力国海受罚 债券受托管理监管将趋严,21世纪经济报道
4154,2019-05-29,国泰君安(02611.HK)拟向上海国翔置业增资5.7亿元,格隆汇
4155,2019-05-29,国泰君安(02611.HK)拟向国泰君安期货增资8亿元,格隆汇
4156,2019-05-29,国泰君安：拟向全资期货子公司增资8亿元,Wind
4157,2019-05-27,中国证监会行政处罚决定书（丰利财富、毛凤丽、张永辉） 其他违规处罚,证监会
4158,2019-05-26,热门融资标的股票分析,华龙掘金
4159,2019-05-24,"以""交易流水伪造""为名，千山药机董事长欲赖掉4个亿股权质押账",券商中国
4160,2019-05-24,晋汇基金募集款项流入自家其他产品托管过程存漏洞? 产品问题,21世纪经济报道
4161,2019-05-23,以轻资本撬动高估值，越来越多券商行动！财富管理组织架构调整“高发期”，三大类型调整护航产业链,财联社
4162,2019-05-21,股市每日谈：肾上腺激素上脑 开始噼里啪啦,网易
4163,2019-05-21,股民血汗钱是赌博？奇葩言论董事长被怼：国泰君安喊你还钱了！,中国基金报
4164,2019-05-20,券商私募资管规模前20名出炉，中信证券稳居第一,Wind
