,2021-12-31,四川再添南向出川大通道 宜宾实现“县县通高速”,科技日报
2224,2018-12-17,中国中铁：成功发行2018年公司债券（第四期） 票面利率4.87%,中国网
2225,2018-12-17,【平安建筑建材】2019年建筑建材行业年度策略报告 | 基建补短板带动投资回暖，19年轨交/PPP将回暖,严究建筑建材
2226,2018-12-17,巨丰热点：基建类题材活跃 汉嘉设计等个股盘中涨停,巨丰财经
2227,2018-12-14,14日早间两市重要公司新闻速递,证券时报网
2228,2018-12-13,A股头条之上市公司公告精选（12.14）,金融界
2229,2018-12-13,中国中铁：中标288.67亿元重大工程,金融界
2230,2018-12-13,中国中铁：近期重大工程中标金额合计约289亿元,e公司
2231,2018-12-13,中国中铁：计划发行20亿元债券（第四期）,中国网
2232,2018-12-12,中国中铁：将“16铁工01”存续期后两年票面利率上调至3.9%,Wind
2233,2018-12-10,"建筑和工程行业研究:建筑进入“蜜月期”,首选基建产业链",国金证券
2234,2018-12-07,港股投资日历：吉利汽车、中国中铁等召开股东大会,Wind
2235,2018-12-06,"中国中铁:毛利率维持近年高位,杠杆水平进一步降低",正点财经
2236,2018-12-05,中国中铁：30亿元可续期公司债将于7日上市交易,中国网
2237,2018-12-05,中国中铁发行股份购买资产方案获国资委审核通过,中金在线
2238,2018-12-04,"建筑装饰行业周报:建筑产业债发行窥斑见豹,政策组合逐见成效",申万宏源
2239,2018-11-30,中国中铁中期票据 发行总额为16亿元,挖贝网
2240,2018-11-29,中国中铁：近期中标近248亿元工程项目,证券之星
2241,2018-11-29,上海证券市场大宗交易公开信息(2018-11-29),上交所
2242,2018-11-29,中国中铁：30亿元中期票据完成发行 最高利率为4.8%,中国网
2243,2018-11-28,中国中铁：30亿规模可续期公司债券上市发行,金融界
2244,2018-11-27,建筑周报:静待民营企业融资改善,申万宏源
2245,2018-11-26,中国中铁：公开发行30亿元可续期公司债券 最高利率为4.8%,中国网
2246,2018-11-23,巨丰热点：铁路固定资产投资加大 基建类个股逆势走强,巨丰财经
2247,2018-11-22,基建投资增速年内首升 中国中铁控股股东增持,证券日报
2248,2018-11-21,1.4万亿基建投资启动，35条高铁来袭,钢铁新闻网
2249,2018-11-20,中国中铁：控股股东增持彰显信心 买入评级,国信证券
2250,2018-11-20,中国中铁（601390）点评：控股股东增持彰显信心，受益于基建补短板加速落地,国信研究
2251,2018-11-19,多家公司发布增持公告：郴电国际等获得力挺,Wind
2252,2018-11-19,中国中铁：中铁工未来6个月内将增持不低于公司A股总数0.1%的股份,中国网
2253,2018-11-19,中国中铁：控股股东拟增持公司0.1%-1%A股股份,Wind
2254,2018-11-19,反向路演透露正面预期 中国中铁龙头地位稳固,全景网
2255,2018-11-19,"建筑行业2019年投资策略:花开自有时,静候春风来",西南证券
2256,2018-11-16,中国中铁：2018年第一期可续期公司债券将于19日上市,中国网
2257,2018-11-14,中国中铁：公开发行30亿元可续期公司债券 最高利率为4.9%,中国网
2258,2018-11-07,中国中铁：成功发行可续期公司债券30亿元 最高利率4.99%,金融界
2259,2018-11-04,中国中铁季报点评：在手订单充足，毛利提升助力基建龙头业绩持续增长【天风建筑唐笑团队】,笑谈建筑
2260,2018-11-03,建材：业绩增速有所放缓 荐4股,广发证券
2261,2018-11-02,中国中铁（601390）2018年三季报点评：业绩符合预期，债转股降杠杆效果显著,国信研究
2262,2018-11-02,【招商建筑】中国中铁 三季报点评：营收增长稳健，在手订单充足助发展,招商建筑
2263,2018-11-01,中国中铁公开发行不超过200亿元公司债获证监会批复,Wind
2264,2018-11-01,中国中铁：公开发行不超200亿元公司债券获证监会批复,e公司
2265,2018-11-01,中国中铁：发行不超200亿元公司债，获证监会核准,Wind
2266,2018-11-01,基建铁路股急涨 中国中铁飙约8%中交建升近6%,新浪
2267,2018-11-01,基建补短板再出利好！四季度千亿元基建项目获批，这个产业率先受益,Wind
2268,2018-11-01,"建筑行业周报:订单增速乏力,行业增长尚需时日",证券之星
2269,2018-10-31,【安信建筑】三季报点评 中国中铁（601390.SH）-毛利率维持近年高位，杠杆水平进一步降低,勇往直前
2270,2018-10-31,金融：行业持续低配 基建小幅加仓,中信建投
2271,2018-10-31,中字头全线走强，中国铁建强势涨停,Wind
2272,2018-10-30,中国中铁：收入稳健增长 盈利能力进一步增强,证券时报网
2273,2018-10-30,关于核准中国中铁股份有限公司向合格投资者公开发行公司债券的批复,证监会
2274,2018-10-30,中国中铁：前三季度净利润同比增18.20%,Wind
2275,2018-10-30,【中铁工业】前三季度归母净利润同比+20%，新签合同额同比+14%【东吴机械陈显帆】,微信
2276,2018-10-30,中国中铁：前三季度净利130亿元 同比增18%,e公司
2277,2018-10-30,中国中铁：近日中标总计184.04亿元重大工程,Wind
2278,2018-10-30,【新时代机械 郭泰团队】中铁工业：Q3归母净利润大增46%，Q4或受益于政策利好,新时代证券研究
2279,2018-10-29,"601390中国中铁:基建龙头,纵深一体强主业,相关多元创增量",国信证券
2280,2018-10-28,【海通建筑周观点】建筑仓位再次处于低位,微信
2281,2018-10-28,建材：基建央企增持较多 荐15股,广发证券
2282,2018-10-26,A股市场破净股一览（10月26日）,Wind
2283,2018-10-24,"中铁工业600528:一季度业绩增长19%,在手订单充足保障业绩持续向上",中泰证券
2284,2018-10-23,中国中铁拟发行200亿元规模公司债 称绝不用于房地产业务,中国网
2285,2018-10-21,建材：地方政府专项债纳入社融统计 荐10股,安信证券
2286,2018-10-19,[快讯]中国中铁:重大工程中标公告,中财网
2287,2018-10-18,中国中铁：前三季度累计新签合同额9513亿元,中证网
2288,2018-10-18,中国中铁：近期中标约452.09亿元重大工程,Wind
2289,2018-10-18,中字头午前集体杀跌，中国交建跌超9%,Wind
2290,2018-10-17,中国中铁：拟以116.55亿元收购4家子公司股权,中国网
2291,2018-10-15,[中性评级]建筑行业周报：川藏铁路规划全面启动 专项债资金已到位,中财网
2292,2018-10-15,建筑装饰行业专题研究：新会计准则将如何影响公司财务报表?,中财网
2293,2018-10-11,中国中铁：2010年中国中铁股份有限公司公司债券(第二期)2018年付息公告,上交所
2294,2018-10-11,中国中铁(00390)2010年公司债券(第二期)将于10月19日付息,智通财经
2295,2018-10-09,中国中铁(0390.HK)：前景依旧正面，维持“买入”评级，目标价调高至8.90港元,格隆汇
2296,2018-10-08,研发新政对建筑行业影响几何？【天风建筑唐笑团队】,笑谈建筑
2297,2018-10-02,基建项目审批提速炒中国中铁,经济通
2298,2018-10-01,湖北省长：希望中国中铁与湖北深化基础设施领域合作,湖北日报
2299,2018-09-28,肖亚庆赴中国中铁调研强调提高核心竞争力 发挥顶梁柱作用,e公司
2300,2018-09-28,"建筑周报:政策坚定基建稳增长态度,提振市场信心",申万宏源
2301,2018-09-27,港股异动︱国内基建需求依强劲 中国中铁(00390)涨逾4%,智通财经
2302,2018-09-27,中国中铁股价续涨 目前报价7.79港元涨4.28%,智通财经
2303,2018-09-25,建材：政策坚定基建稳增长态度 荐5股,申万宏源
2304,2018-09-24,建筑：从资产负债表看八大建筑央企,广发证券
2305,2018-09-24,建材：基建补短板或继续加码 荐9股,广发证券
2306,2018-09-23,节后股市三大看点 8只个股有望突破大涨,中财网
2307,2018-09-21,北上资金加仓助贵州茅台重返700元,大众证券报
2308,2018-09-21,广州证券债市日评-20180921,广州证券固收
2309,2018-09-21,最新公告揭露重大利好 四只股今日或冲涨停,证券之星
2310,2018-09-20,中国中铁：签订战略合作框架协议，十三五期间在成都投资不低于2000亿元,Wind
2311,2018-09-20,中国中铁：计划十三五期间在成都投资不低于2000亿元,e公司
2312,2018-09-20,土耳其总统：欢迎中国中铁等中资企业参与土耳其大型工程建设,e公司
2313,2018-09-18,【解盘论市】创业板探底回升反弹逾２％，基建股强劲上扬,Wind
2314,2018-09-18,基建补短板强势拉升，A股大涨市场底愈发明朗,Wind
2315,2018-09-18,恒指低开高走收涨0.56%，基建股大涨,Wind
2316,2018-09-18,20股获券商买入评级 海正药业目标涨幅达96.26%,Wind
2317,2018-09-17,中国中铁：间接子公司高铁电气获准在新三板挂牌,Wind
2318,2018-09-17,中国中铁精准扶贫出良策 200万元助力光伏发电下乡,新华网
2319,2018-09-17,【权益变动】中国中铁(00390-HK)遭摩根大通减持636.84万股,财华社
2320,2018-09-16,中国中铁董事长李长进建议：不符地铁修建条件的城市可建轻轨,澎湃新闻
2321,2018-09-16,建材：油价高位制造业回暖利好化建龙头 荐7股,广发证券
2322,2018-09-14,中国中铁（601390）深度：基建龙头，纵深一体强主业，相关多元创增量,国信研究
2323,2018-09-11,"中国中铁:“债转股”有效降杠杆盘活存量资产,中报业绩超预期",申万宏源
2324,2018-09-09,建材：地方专项债加速落地 中西部基建投资有望提速,广发证券
2325,2018-09-07,沪市上市公司助力脱贫攻坚 谱写资本市场扶贫新篇章,上交所
2326,2018-09-07,第一百四十期新闻发布会,上交所
2327,2018-09-07,中国中铁：业绩表现靓丽 基建预期回暖受益,红周刊
2328,2018-09-07,23股获券商买入评级 万科A目标涨幅达97.28%,Wind
2329,2018-09-05,中国中铁：中报业绩超预期 轻装上阵后劲足,中证网
2330,2018-09-04,新规鼓励银行承销地方债 基建投资再迎拐点(受益股),金融界
2331,2018-09-04,"中国中铁:“债转股”有效降杠杆盘活存量资产,中报业绩超预期",申万宏源
2332,2018-09-03,建材：关注四季度基建板块投资机会 荐4股,申万宏源
2333,2018-09-03,最被看好十大港股：大和升中国国航目标价至9元,新浪
2334,2018-09-03,中国中铁：基建龙头，业绩超预期，央企债转股落地,国信证券
2335,2018-09-03,"中国中铁:上半年业绩大增24%,在手订单逾2.7万亿",证券时报
2336,2018-09-02,公司研究：中报点评（中国中铁601390.SH）-1H18利润实现较高增速，资本结构得到优化,勇往直前
2337,2018-09-02,建材：收入盈利增长放缓 荐8股,国盛证券
2338,2018-09-01,中国中铁：债转股助力公司去杠杆 买入评级,广发证券
2339,2018-08-31,毛利率提升，投资收益增加致利润快速增长——中国中铁半年报点评【天风建筑唐笑团队】,笑谈建筑
2340,2018-08-31,A股市场破净股一览（8月31日）,Wind
2341,2018-08-31,艾德证券：市场交投清淡 短线谨防继续调整,金融界
2342,2018-08-31,【华泰建筑建材鲍荣富】中国中铁18年中报点评：业绩持续超预期，债转股再上台阶,华泰建筑建材研究
2343,2018-08-31,【招商建筑】中国中铁中报点评：业绩持续高增长，在手订单充足确定性强,招商建筑
2344,2018-08-31,中国中铁涨近2% 中期多赚24%兼获中银国际升目标,新浪
2345,2018-08-31,中国中铁(00390-HK)6个月多赚24%不派息,财华社
2346,2018-08-31,中国中铁：2018年半年度主要财务指标,上交所
2347,2018-08-31,中国中铁上半年净利增至95.5亿元,中证报
2348,2018-08-31,铁路基建巨头中报超预期 中国中铁中国铁建净利同比增逾两成,证券日报
2349,2018-08-30,中国中铁：规模效益稳步提升 开创高质量发展新局面,证券日报
2350,2018-08-30,主要指标创新高 中国中铁上半年利润总额124亿元大增18%,证券时报网
2351,2018-08-30,中国中铁：近期中标工程合计中标价230.5亿元,Wind
2352,2018-08-30,A股早报2018年8月30日星期四,Wind
2353,2018-08-30,东博会“双15周年” 中南半岛贸易投资或加速(受益股),金融界
2354,2018-08-29,"中铁工业:盾构机、道岔和桥梁钢结构龙头,中报业绩增速近10%,基本符合预期",东吴证券
2355,2018-08-28,[中性评级]中泰建筑行业周报：维持基建、房建投资共振的判断 基建股进入第二政策博弈期,中财网
2356,2018-08-27,[增持评级]建筑工程行业周报：积极财政逐步落实提升偏好 基建短板行情持续,中财网
2357,2018-08-27,[增持评级]方法论之财务透视11资产负债表合篇(建筑工程行业)：基于杠杆能力探究业绩估值在货币信用周期中本源规律,中财网
2358,2018-08-26,中国中铁董事长与泰国副总理颂奇会谈,e公司
2359,2018-08-25,探索“盘活增值”新模式 国有股权划转下半年或提速,股城网
2360,2018-08-22,[优于大市评级]中国中铁(601390)公司信息点评：建筑央企首例“债转股” 基建宽松率先受益者,中财网
2361,2018-08-21,资金抢筹！“双百行动”成风口，机构集体看多（附名单）,Wind
2362,2018-08-21,[推荐评级]建筑行业周报：实体融资获支持 在建项目有保障,中财网
2363,2018-08-21,中国中铁午后异动拉升5.17%报7.32元成交4.44亿元振幅8.33%,腾讯网
2364,2018-08-21,[增持评级]中国中铁(601390)公司事件点评：市场化债转股落地 基建龙头望受益政策宽松,中财网
2365,2018-08-21,中字头板块表现活跃 中国中铁涨逾6%,证券时报网
2366,2018-08-21,高铁板块发力上攻，中国中铁涨超6%,Wind
