,2021-12-28,江西铜业：拟8360万元转让纳米克热电95%股权 提升公司整体资产质量,发布易
2339,2018-07-27,晚间重要公告2018年7月27日星期五,Wind
2340,2018-07-27,A股头条之上市公司公告精选（7.28）,金融界
2341,2018-07-27,江西铜业：上半年净利预增50%至80%,e公司
2342,2018-07-27,江西铜业：2018年半年度业绩预增公告,Wind
2343,2018-07-27,江西铜业：2018年半年度业绩报告预告,金融界
2344,2018-07-26,有色最新观点：基本金属重心下移，继续关注锂钴相关标的,招商证券
2345,2018-07-25,CFi收盘揭秘:一根阴线就逃？轮动太快或是尾声征兆,中财网
2346,2018-07-25,铜陵有色金属集团股份有限公司位列《财富》中国500强第93位,铜陵有色
2347,2018-07-25,出口额增长提振稀土企业盈利能力 9股强势吸金,金融界
2348,2018-07-23,[买入评级]有色金属行业跟踪：制裁古巴影响钴矿 库存低位沪锌反弹,中财网
2349,2018-07-23,中融新大拟与江铜集团合资开发秘鲁邦沟金铜钴铁多金属矿项目,上海有色
2350,2018-07-20,中融新大与江西铜业签署战略合作协议,财经网
2351,2018-07-19,【江铜高管变动】吴育能不再担任总经理 廖新庚接替,上海有色
2352,2018-07-19,江西铜业：2017年年度权益分派实施公告,上交所
2353,2018-07-18,江西铜业年报推10派2元 股权登记7月24日,金融界
2354,2018-07-18,"有色金属行业周观察:钴板块反弹,铜中期预告优",华安证券
2355,2018-07-17,石墨烯板块掀涨停潮 德尔未来等三只股封板,腾讯网
2356,2018-07-17,【银河国际】策略 - 7月6日淡仓数据分析,银河国际
2357,2018-07-16,[买入评级]有色金属行业跟踪：国内钴价企稳反弹 锡镍价格逆势上扬,中财网
2358,2018-07-16,短线防风险39只股短期均线现死叉,证券时报
2359,2018-07-13,江西铜业股份有限公司 关于周冬华先生辞去独立董事职务的公告,江西铜业
2360,2018-07-11,"有色金属周报:中美贸易冲突升级打压工业金属价格,继续看好铜钴板块",长城证券
2361,2018-07-10,有色金属行业:继续看好钴锂重估,安信证券
2362,2018-07-06,07月05日铅20793.75元/吨 60天上涨11.83%,生意社
2363,2018-07-06,上期标准仓单交易平台上线首月 累计成交48.09亿元,证券时报网
2364,2018-07-06,关键时刻，大奇迹日会出现吗？,阿尔法工场
2365,2018-07-05,有色龙头企业：一开门就在和期货打交道,期货日报
2366,2018-07-05,中国铝业大跌5.22%，报3.45元,腾讯网
2367,2018-07-05,铜陵有色跌4.59%，创年度新低，报2.08元,腾讯网
2368,2018-07-05,南山铝业跌2.27%，创年度新低，报2.58元,腾讯网
2369,2018-07-05,驰宏锌锗大跌5.23%，报4.89元,腾讯网
2370,2018-07-05,中金岭南大跌5.4%，报4.38元,腾讯网
2371,2018-07-05,江西铜业跌2.34%，创年度新低，报14.59元,腾讯网
2372,2018-07-05,朱氏裂变 沉默前地产首富家族20亿入主银建国际背后,观点地产网
2373,2018-07-04,[推荐评级]有色金属行业周报：以守为攻 关注低估值的钴、铜,中财网
2374,2018-07-04,[推荐评级]有色金属行业周报：工业金属涨跌互现 电解铝库存继续下降,中财网
2375,2018-07-03,化工行业：产业格局变动新兴需求崛起,顶尖财经网
2376,2018-07-03,《有色金属冶炼产品编码规则与条码标识》行业标准研发诞生,矿道网
2377,2018-07-03,江西铜业跌1.92%，创年度新低，报14.78元,腾讯网
2378,2018-07-03,"有色金属行业2018年度中期策略报告:行业持续回暖,关注铜铝钴锂",华安证券
2379,2018-07-02,最新“SMM小金属价格（铋硒碲铟锗镓）采标单位”名单公布,上海有色
2380,2018-07-02,中国铝业跌4.17%，创年度新低，报3.68元,腾讯网
2381,2018-07-02,南山铝业跌2.58%，创年度新低，报2.64元,腾讯网
2382,2018-07-02,江西铜业跌2.65%，创年度新低，报15.43元,腾讯网
2383,2018-07-02,江西铜业跌2.78%，创年度新低，报15.41元,腾讯网
2384,2018-07-02,上海胜华电缆与江铜合资成立江铜胜华（上海）电缆有限公司,上海有色
2385,2018-06-29,江西铜业跌0.19%，创年度新低,腾讯网
2386,2018-06-27,它，居然是2018年全球最大的矿业公司之一,上海有色
2387,2018-06-26,[买入评级]有色金属行业跟踪：薪资干扰铜矿罢工 锂钴需求有望改善,中财网
2388,2018-06-25,[审慎推荐评级]江西铜业(600362)深度报告：矿产铜领先的铜业巨头,中财网
2389,2018-06-25,受环保核查影响稀土价开始回升 稀土概念股有哪些？,南方财富网
2390,2018-06-23,沉默、崩溃、骂战、坚持——磨底阶段股民百态,全景网
2391,2018-06-22,江西辖区上市公司投资者集体接待日6月22日成功举办,全景网
2392,2018-06-22,研报精选 6股值得关注（6.22）,中金在线
2393,2018-06-22,[路演]江西铜业：对自产原料采取按价位分段保值策略,全景网
2394,2018-06-22,[路演]江西铜业：与国际矿业巨头在资源控制方面有较大差距,全景网
2395,2018-06-22,[增持评级]有色金属行业专题报告：中外铜矿比对,中财网
2396,2018-06-20,江西铜业：6月19日融资余额为14亿元，较前一日骤降9.79%,Wind资讯
2397,2018-06-20,今日公告透露利好：13股有潜力,中财网
2398,2018-06-20,"污染防治攻坚战系列报告有色篇:环保政策,促有色行业竞争格局改变",光大证券
2399,2018-06-19,中证数据：两市资金净流入前20股（6月19日）,金融界
2400,2018-06-19,沉默、崩溃、骂战、坚持——磨底阶段股民百态,红周刊
2401,2018-06-18,35股获券商买入评级 蓝盾股份目标涨幅达79.24%,Wind
2402,2018-06-14,"融资融券周报:两融资金缓慢流出,行业配置偏向防御",正点财经
2403,2018-06-13,[推荐评级]招商有色最新观点：弱势美元叠加罢工风险致铜价大幅拉升,中财网
2404,2018-06-13,洛钼急挫逾半成 暂连跌五日兼五连阴,新浪
2405,2018-06-12,江西铜业：2017年年度股东大会决议公告,上交所
2406,2018-06-12,[优于大势评级]有色金属行业周报：铜价罢工预期上扬 锡矿短缺效应持续,中财网
2407,2018-06-12,江西铜业股份有限公司 第七届董事会第二十七次会议决议公告,江西铜业
2408,2018-06-12,国内废料将成为再生有色金属产业的重要支撑,中国有色
2409,2018-06-12,干货满满！全球铜精矿供需形势分析,中国有色
2410,2018-06-12,安信研究|晨会在线20180612,安信证券研究
2411,2018-06-11,江西铜业：拟竞拍旗下财务公司11%股权 挂牌价3.38亿元,e公司
2412,2018-06-11,[推荐评级]有色金属行业周报：环保影响升级 工业金属价格反弹,中财网
2413,2018-06-08,SMM中国基本金属5月产量数据发布,上海有色
2414,2018-06-08,铜价上涨趋势持续 铜类公司中期机会明显,中证网
2415,2018-06-08,六大因素支撑“铜长牛”，A股公司抢先布局，一文看懂产业链影响,Wind
2416,2018-06-07,[推荐评级]铜市场跟踪点评：“铜：蛰伏 爆发”电话会议纪要,中财网
2417,2018-06-07,议：三垒股份收购美吉姆方案交流,中信证券研究
2418,2018-06-07,中铝加码“铜战略” 特罗莫克铜矿扩建计划启动,21世纪经济报道
2419,2018-06-06,期指市场回暖 IF主力合约和IC主力合约翻红,证券之星
2420,2018-06-06,创业板指数强势整理 热点板块及重点股一览（名单）,中金在线
2421,2018-06-06,巨丰投顾：三大板块成为短线热点,巨丰财经
2422,2018-06-06,热点追踪：创新药新品不断行业景气提升，关注受益板块,国元财富管理
2423,2018-06-06,有色板块早盘走强 紫金矿业涨4%,每日经济新闻
2424,2018-06-06,快讯：有色板块早盘走强 众源新材涨近6%,新浪
2425,2018-06-06,有色金属价格仍维持强势 6月重点配置铜板块,证券之星
2426,2018-06-04,[买入评级]有色金属行业月度观察：平淡中隐藏机会,中财网
2427,2018-05-31,[推荐评级]有色金属行业周报：有色金属板块走势震荡 中期继续看好铜及钴锂板块,中财网
2428,2018-05-31,5月31日券商晨会研报汇编,证券日报
2429,2018-05-31,上证50股票名单2018 2018年上证50名单是哪些？,南方财富网
2430,2018-05-31,银河证券晨会纪要-180531,银河证券
2431,2018-05-31,江西铜业副总经理曾庆坚：有色行业应走绿色发展道路,中证报
2432,2018-05-30,【港股解码】中铝入滇，有色行业即将迎来大调整,财华社
2433,2018-05-30,[买入评级]金诚信(603979)公司跟踪报告：全球矿业开发复苏 龙头业绩持续增长,中财网
2434,2018-05-30,银行盼尽快进入国债期货市场,证券时报
2435,2018-05-29,【SMM金属早餐】,上海有色
2436,2018-05-29,采矿业隐形巨头金诚信布局海外市场 欲做行业“希尔顿”,证券日报
2437,2018-05-29,"有色金属行业周报:地缘冲突推升金价,工业金属价格承压",长城证券
2438,2018-05-28,[推荐评级]招商有色最新观点：基本金属震荡分化 电极箔涨价关注相关标的,中财网
2439,2018-05-28,电话会议：宏发股份（600885）投资价值分析报告—淡能致远，历久弥香,中信证券研究
2440,2018-05-28,"有色金属行业:十种有色金属产量同比增加,原铝微增",国联证券
2441,2018-05-25,有色金属:中美谈判金属价格震荡 黄金多头征兆,证券之星
2442,2018-05-24,入摩仅剩一周!500家机构疯狂调研 !33股腾飞在即?快关注!,财富动力网
2443,2018-05-23,五大券商周四看好6板块48股,证券之星
2444,2018-05-23,"有色金属行业周报:中美贸易冲突缓和,有色板块情绪有望恢复",长城证券
2445,2018-05-21,"有色金属行业:矿产品盈利高位维持,持续看好铜铝板块",国联证券
2446,2018-05-20,有色金属：钴价止跌企稳 荐9股,广发证券
2447,2018-05-18,【SMM分析】铜市供应存缺口 铜是下半年最具上涨潜力金属？,上海有色
2448,2018-05-18,[推荐评级]有色金属行业2017年年报总结：业绩显著提升 估值继续回落,中财网
2449,2018-05-14,[买入评级]有色金属行业跟踪：锂钴需求向好 优质铜矿短缺,中财网
2450,2018-05-14,[优于大势评级]有色金属行业周报：中美谈判金属价格震荡 黄金现多头征兆,中财网
2451,2018-05-14,江铜集团亮相首届中国自主品牌博览会,中国有色
2452,2018-05-14,【晨会0514】信用风险中的“危”与“机；粤港澳大湾区专题；广汽集团；海源机械,中信证券研究
2453,2018-05-13,【财通有色李帅华团队】当前时点，有色板块的三大机会,风华绝色
2454,2018-05-11,涨停板复盘：三大股指单边受挫 有色板块集体反弹,新浪
2455,2018-05-11,整点播报：两市延续震荡整固 有色金属板块走强,中证网
2456,2018-05-11,有色金属板块早盘持续走高 钴指数涨逾3%,中证网
2457,2018-05-09,[推荐评级]有色金属行业周报：电解铝库存有所下降 钴板块投资机会显现,中财网
2458,2018-05-09,[买入评级]有色金属行业周报：第一批稀土开采配额大幅增长,中财网
2459,2018-05-09,[推荐评级]有色金属行业投资策略：盈利持续提升 推荐锡、铜、钴,中财网
2460,2018-05-09,[同步大势评级]有色金属行业周报：铜矿供应有趋紧态势 锂价小幅反弹或可期,中财网
2461,2018-05-08,[买入评级]有色金属行业周报：有色金属增值税下调 锂钴需求待释放,中财网
2462,2018-05-08,【SMM公告】：河南豫光将于5月10号-6月9号进行常规检修,上海有色
2463,2018-05-04,【SMM独家调研】4月锌冶炼厂开工率72.1% 预计5月份开工率如何？,上海有色
2464,2018-05-02,证金公司一季度新进立讯精密等19只个股,证券时报网
2465,2018-04-28,江西铜业(00358-HK)首季多赚41%,财华社
2466,2018-04-27,江西铜业：一季度净利润同比增41.52%,Wind
2467,2018-04-27,增长239%！嘉友国际上市首份年报亮眼,斑马消费
2468,2018-04-26,[推荐评级]有色金属行业周报：关注钴板块回调带来投资机会,中财网
2469,2018-04-26,[推荐评级]紫金矿业(601899)公司首次覆盖：矿产铜持续放量 国际铜业巨头起航,中财网
2470,2018-04-24,[买入评级]有色金属行业周报：美联储下一次加息前适当参与基本金属板块,中财网
2471,2018-04-23,铀矿上市公司有哪些？铀矿概念股有哪些？,财富动力网
2472,2018-04-20,[买入评级]工业金属行业-基本金属观察(三十九)：俄铝被制裁持续发酵 铝价强势上行,中财网
2473,2018-04-19,港股异动︱基本金属集体涨疯了！五矿资源（01208）涨一成,智通财经
2474,2018-04-18,央行大幅下调存准率 降准利好板块有哪些？,财富动力网
2475,2018-04-17,中国进口阳极铜简析,上海有色
2476,2018-04-16,[买入评级]有色金属行业跟踪：制裁引伦铝飞涨 避险促金银上扬,中财网
2477,2018-04-16,[推荐评级]招商有色行业最新观点：铝价大幅上涨 地缘政治风险升级关注贵金属,中财网
2478,2018-04-16,[买入评级]有色金属行业周报：无惧短期风险事件频发 坚定看好钴、精深加工,中财网
2479,2018-04-16,中国神华下跌4% 内地去6200万吨煤炭产能,新浪
2480,2018-04-15,有色金属业绩双增长翻番,财界网
2481,2018-04-15,720家公司年报季报利润有望双增长 四大行业藏龙卧虎,证券之星
2482,2018-04-14,有色金属景气度较高 关注铜铝锂钴,中证网
2483,2018-04-14,有色金属行业维持较高景气度 六股值得关注,证券之星
2484,2018-04-13,中国中铁成投资臭手:买期货亏5亿 买西部证券亏1.3亿,新浪
2485,2018-04-13,日本发现大规模稀土矿 2018稀土矿概念股有哪些？,南方财富网
2486,2018-04-10,4月10日晚间重要行业研究汇总(附股),中金在线
2487,2018-04-10,有色金属：基本金属关注铜和铝 荐7股,财信证券
2488,2018-04-09,[推荐评级]江西铜业(600362)年报点评：铜矿资源龙头、铜价对业绩影响大,中财网
