,2021-12-31,长沙实现数字人民币税款缴纳全流程,中国金融新闻网
4617,2019-01-22,1月22日在售高收益银行理财产品一览,新浪
4618,2019-01-19,预期最高收益率超14%，这样的理财产品可以买吗,国际金融报
4619,2019-01-18,1月18日在售高收益银行理财产品一览,新浪
4620,2019-01-17,交通银行骨干频陷贪腐案：发展研究部总经理又被查,中国经济网
4621,2019-01-17,"中纪委刚派驻""探头"" 交通银行一高层就接受审查调查",新浪
4622,2019-01-17,"银行行业周报2019年1月第二期:银行业运行稳健,交银理财获批成立",长城证券
4623,2019-01-15,1月15日在售高收益银行理财产品一览,新浪
4624,2019-01-14,【交通银行*马婷婷】深度：兼具安全边际与弹性，零售业务潜力未被充分认知,东吴研究所
4625,2019-01-14,【东吴晨报0114】【个股】交通银行、中国金茂,东吴研究所
4626,2019-01-11,邮储行最高领导同时空窗 人事洗牌或势在必然,投资时报
4627,2019-01-11,1月11日在售高收益银行理财产品一览,新浪
4628,2019-01-11,交行徐瀚：银行零售转型没有“护城河”,21世纪经济报道
4629,2019-01-10,银保监会同意交通银行发行不超过100亿元金融债券,Wind
4630,2019-01-10,交通银行首席连平：预计2019年中国通胀水平整体走低,证券时报网
4631,2019-01-10,被“嫌弃”的银行股,北京商报
4632,2019-01-10,交通银行零售板块三大变化 客户数保持较快增长,证券时报
4633,2019-01-10,收益不高门槛高 看跌型理财销售遇冷？,新京报
4634,2019-01-09,王毅退位 中国信保迎来新掌门人,中金在线
4635,2019-01-09,宋曙光接任中国信保董事长 四大中管险企一把手悉数调整,证券时报
4636,2019-01-08,四大中管险企一把手已调整 交行监事长调任中国信保,新浪
4637,2019-01-08,今年经济增长预期低于去年 GDP增速中位数6.3%,第一财经
4638,2019-01-07,交行监事长宋曙光调任中国信保董事长，四大保险央企高层调整收官,Wind
4639,2019-01-05,四家国有大行获批设立理财子公司 招商银行等20余家股份制银行正在“排队”,证券日报
4640,2019-01-04,邮储银行再现高管人事变动 吕家进调任至交行,中国经营网
4641,2019-01-04,直接投A股！农行120亿交行80亿理财子公司获批，五大行就差宇宙行了,中国基金报
4642,2019-01-04,交通银行首席经济学家连平：预计上半年还会有一到两次降准可能,中国网
4643,2019-01-04,银保监会批准农行、交行设理财子公司，拓宽金融市场资金渠道,澎湃新闻
4644,2019-01-04,银保监会：正式批准农业银行、交通银行设立理财子公司,Wind
4645,2019-01-04,金融：可转债密集获批 有力补充资本金,和讯
4646,2019-01-04,50岁吕家进辞任邮储银行行长，调任交通银行副行长 董监高成员变化,澎湃新闻
4647,2019-01-03,【华泰金融沈娟团队】普惠降准调口径，释放增量流动性—评央行调整普惠金融定向降准小微贷款考核标准【证券研究报告】,华泰金融研究全新平台
4648,2019-01-03,交行一个月领17张罚单 冒着处罚炮火600亿可转债过会,中国经济网
4649,2019-01-02,董德志：银行转债集中获批 自营资管年底加仓,国信证券
4650,2019-01-02,巨丰原创：18年最后一周北上资金抄底银行板块,巨丰财经
4651,2019-01-02,北上资金持续加仓“春季行情”,中证报
4652,2018-12-28,“对冲神器”叫好不叫座？“看跌型”银行理财产品前景如何,国际金融报
4653,2018-12-27,交通银行：证监会核准公司发行600亿元可转换公司债券,Wind
4654,2018-12-27,交通银行拟出清深圳华晟达4.04%股权 挂牌价格7826万元,每日经济新闻
4655,2018-12-27,银行股尾盘发力护盘，交通银行等多股短线拉升,Wind
4656,2018-12-26,12月26日在售高收益银行理财产品一览,新浪
4657,2018-12-25,交通银行鞍山分行被罚50万：存在违规发放贷款行为 其他违规处罚,新浪
4658,2018-12-24,宁波银监局连发20张罚单 中行交行等9机构被罚675万 其他违规处罚,银保监会
4659,2018-12-21,交通银行河北雄安分行正式揭牌,金融界
4660,2018-12-21,12月21日在售高收益银行理财产品一览,新浪
4661,2018-12-20,A股银行到底多差钱？今年5315亿资本补充已落地！7447亿还在路上,中财网
4662,2018-12-19,历经改革开放40年，上海银行业发生了什么？,经济观察网
4663,2018-12-18,“断直连”提速，多家银行给出最后期限,国际金融报
4664,2018-12-18,中国人寿与交通银行签署全面战略合作协议,新浪
4665,2018-12-18,交通银行：发行不超600亿元可转债申请，获证监会审核通过,Wind
4666,2018-12-18,第十七届发审委2018年第195次会议审核结果公告,证监会
4667,2018-12-18,证监会：交通银行、招商公路发行可转债事项均获通过,Wind
4668,2018-12-18,12月18日在售高收益银行理财产品一览,新浪
4669,2018-12-17,“断直连”再提速 多家银行敲定时间表,中金在线
4670,2018-12-17,12月17日在售高收益银行理财产品一览,新浪
4671,2018-12-15,交通银行与汇丰控股将升级战略合作定位,金融界
4672,2018-12-14,证监会：交通银行、招商公路发行可转债事项12月18日上会,Wind
4673,2018-12-14,锦旅B股连续三年营收下滑 偏好炒股年底冲刺狂赚2亿,新浪
4674,2018-12-13,央行成都分行连发6罚单 剑指农行中行交行邮储等机构 其他违规处罚,新浪
4675,2018-12-13,交行与汇丰升级战略合作定位,证券时报
4676,2018-12-12,12月12日上市公司晚间公告速递,新浪
4677,2018-12-12,银行年内再融资逾8000亿 部分银行披露1年半未获放行,第一财经
4678,2018-12-12,交通银行：墨尔本分行正式开业,Wind
4679,2018-12-12,交行：与汇丰战略合作迈入新时期,证券时报网
4680,2018-12-12,金融：长线资金决定投资风格 高性价比凸显配置价值,东吴证券
4681,2018-12-12,"2019年银行业年度策略:长线资金决定投资风格,高性价比凸显配置价值",东吴证券
4682,2018-12-11,26家上市银行人力效率排行榜：这5家银行人均创利超百万,零壹财经
4683,2018-12-11,交通银行拟发行不超800亿元二级资本债券 用于优化资本结构,挖贝网
4684,2018-12-11,交通银行申请开展存托凭证试点存托业务，证监会接收材料,Wind
4685,2018-12-11,交通银行申请开展存托凭证试点存托业务,中证网
4686,2018-12-11,16家全国性银行营收增幅分化明显 资产质量有所改善,投资时报
4687,2018-12-11,大额罚单剑指银行理财： 浙商、民生等6家银行被罚1.56亿 其他违规处罚,中金在线
4688,2018-12-11,12月11日在售高收益银行理财产品一览,新浪
4689,2018-12-11,中信浙商等6家银行再遭重罚1.563亿 其他违规处罚,投资快报
4690,2018-12-10,银保监会向6家银行开出10张罚单 其他违规处罚,中金在线
4691,2018-12-10,交通银行拟发行800亿元二级资本债券补血,新浪
4692,2018-12-10,商业银行扎堆“补血”， 交行拟发行800亿元二级资本债,澎湃新闻
4693,2018-12-10,交通银行：拟发行二级资本债券 总额不超800亿元,e公司
4694,2018-12-10,交通银行：股东大会将审议发行不超过800亿元二级资本债券议案,Wind
4695,2018-12-10,12月10日在售高收益银行理财产品一览,新浪
4696,2018-12-08,银保监会公布10张罚单 罚没浙商等6银行逾1.5亿 其他违规处罚,每日经济新闻
4697,2018-12-08,1.56亿大罚单！光大等银行遭罚 理财业务竟“集体中招” 其他违规处罚,证券时报
4698,2018-12-08,细究银保监会1.56亿元罚款：6家银行受罚，聚焦理财违规 其他违规处罚,澎湃新闻
4699,2018-12-07,6家银行合计被罚逾1.5亿，理财业务成违规集中区域 其他违规处罚,国际金融报
4700,2018-12-07,6家银行遭罚1.56亿！银保监会连开10张巨额罚单，理财承诺刚兑、违规“输血”楼市成重灾区 其他违规处罚,证券时报网
4701,2018-12-07,银保监会一日公布5张千万级罚单！涉民生银行、中信银行 其他违规处罚,中新经纬
4702,2018-12-07,银保监出重拳：浙商民生渤海中信光大交行被罚1.56亿 其他违规处罚,新浪
4703,2018-12-07,交通银行被罚740万元：违规向土地储备机构提供融资 其他违规处罚,新浪
4704,2018-12-07,银保监会一次开出10张巨额罚单，罚金合计1.56亿元,Wind
4705,2018-12-07,12月7日在售高收益银行理财产品一览,新浪
4706,2018-12-06,支持民企进行时 上海银企合作动作不断,第一财经
4707,2018-12-06,从破发潮到零成交量，港交所是要闹哪样？,财华社
4708,2018-12-05,12月5日在售高收益银行理财产品一览,新浪
4709,2018-11-30,沪港通十大成交活跃股排名（11月30日）,Wind
4710,2018-11-29,加仓金融白酒，北上资金持续净流入,中证报
4711,2018-11-26,六家银行因保险销售违规被罚168万元 电话误导成重灾区 其他违规处罚,每日经济新闻
4712,2018-11-23,11月23日晚间利好消息汇总（更新中）,证券时报网
4713,2018-11-23,苏宁控股集团与交通银行达成战略合作,e公司
4714,2018-11-22,交行宣布将于11月30日关闭直连模式支付通道 经营问题,每日经济新闻
4715,2018-11-22,交行扩大职业经理人制 已延展至23家省直分行经营单位副职,经济观察网
4716,2018-11-22,"交行发布""断直连""通知:11月30日将关闭直联通道",新浪
4717,2018-11-20,交通银行助力北京市首单民营企业CRMW落地,证券时报网
4718,2018-11-16,大宗交易泄密！白马股筹码松动，27股被高溢价买入,Wind
4719,2018-11-16,交通银行黄山分行被罚25万：向存款客户赠送实物 其他违规处罚,新浪
4720,2018-11-16,13家A股上市银行：减员趋势渐显,零壹财经
4721,2018-11-15,交通银行今日大宗交易成交436.98万股，成交价5.2元折价11.11%,Wind资讯
4722,2018-11-13,盘前必读公告 上市公司重大消息一览！,巨丰财经
4723,2018-11-13,交通银行滑坡：业绩被招行全面碾压 市值落后近3000亿 盈利能力下降,中国经济网
4724,2018-11-12,【国金固收】全国首单公共人才租赁住房REITs成功发行,微信
4725,2018-11-08,A股共发生46宗大宗交易成交7.41亿元（11月8日）,Wind
4726,2018-11-06,上市银行三季报拼细节：招商银行、北京银行净利润“越级胜出”,中投网
4727,2018-11-02,金融股午后拉升，招商银行等多股明显拉升,Wind
4728,2018-11-02,中国银行营收增速垫底五大行 天量优先股1200亿补血,中国经济网
4729,2018-11-02,社保证金汇金三季度调仓动向曝光,中证报
4730,2018-11-02,"交通银行点评报告:三季度息差继续走阔,存贷款占比继续上升",万联证券
4731,2018-10-31,五大行三季报比拼：谁赚最多？谁盈利增速最快？,国际金融报
4732,2018-10-31,国有五大行前三季净利增速超5%，股份行资产质量喜忧参半,澎湃新闻
4733,2018-10-31,交通银行三季报:核心指标改善 600亿补血计划进行时,新浪
4734,2018-10-30,五大行三季报大比拼：谁赚最多？谁盈利增速最快？谁不良率最低？,国际金融报
4735,2018-10-30,业绩向好 国有五大行前三季度净利增速均超5%,北京商报
4736,2018-10-29,沪港通十大成交活跃股排名（10月29日）,Wind
4737,2018-10-29,交行Q3核心盈利能力提升：净利增7% 净息差逐季改善,第一财经
4738,2018-10-27,交通银行实现净利573.04亿元同比增长5.30%,金融时报
4739,2018-10-26,晚间重要公告2018年10月26日星期五,Wind
4740,2018-10-26,2018年10月26日新闻发布会,深交所
4741,2018-10-26,交通银行(03328-HK)三季度净利573.04亿元 同比增长5.30%,财华社
4742,2018-10-26,交通银行：前三季净利573亿元，同比增长5.3%,腾讯网
4743,2018-10-26,交通银行前三季度净利润573亿元，同比增长5.3%,Wind
4744,2018-10-24,上期所发布关于公布镍、黄金期货做市商名单的公告,Wind
4745,2018-10-23,逾4000亿资金在路上：银行补血对抗资本充足率压力,第一财经
4746,2018-10-17,交通银行首次可转债发行申请获批 拟公开发行不超过600亿元,每日经济新闻
4747,2018-10-16,交通银行:公开发行不超600亿元可转债获银保监会批复,金融界
4748,2018-10-16,交行发行不超600亿元A股可转换公司债券获批,新浪
4749,2018-10-16,交通银行：公开发行不超600亿元A股可转换公司债券获银保监会批复,Wind
4750,2018-10-08,交通银行(03328)选举关兴社为职工监事,智通财经
4751,2018-10-08,交通银行落实理财新规：今日起下调部分理财产品销售起点金额至1万元,Wind
4752,2018-09-28,9月28日有56家公司获重要股东增减持 红豆股份已被连续增持108次 减持股份,Wind
4753,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
