,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
7082,2019-10-24,每日信息速递20191025,申万宏源化工投资
7083,2019-10-24,公告精选|美盈森人造肉产品实现阶段性成果、太极股份与华为成立联合创新实验室.,格隆汇
7084,2019-10-24,24日复盘：两市维持震荡静待选择方向 养鸡猪肉燃气概念活跃,金融界
7085,2019-10-24,A股头条之上市公司（10.24）,金融界
7086,2019-10-24,上市公司数据播报：中国平安前三季净利1296亿元,金融界
7087,2019-10-24,国金证券：拥挤赛道，需适度向外扩散—基金Q3投资路线图浮现,腾讯网
7088,2019-10-24,公告精选：中国平安前三季度净利同比增63%；社保基金会未减持交通银行股份,e公司
7089,2019-10-24,24日晚公告精编丨多家公司公布三季报业绩,21世纪经济报道
7090,2019-10-24,多重因素扰动 机构集体上调预期股名单,证券时报
7091,2019-10-24,10月24日上市公司晚间公告速递,新浪
7092,2019-10-24,万华化学：前三季度净利79亿元 同比降42% 盈利能力下降,e公司
7093,2019-10-24,万华化学：前三季度净利润同比下滑41.75% 盈利能力下降,金融界
7094,2019-10-24,万华化学(600309.SH)前三季度净利润降41.75%至78.99亿元 盈利能力下降,格隆汇
7095,2019-10-24,业绩大爆发，机构集体上调预期股名单，全年净利最高或飙升8倍,证券时报
7096,2019-10-23,化工行业增速放缓 万华化学押注新领域,21世纪经济报道
7097,2019-10-23,化工新材料板块拉升走强，机构推荐两大方向标的,第一财经
7098,2019-10-23,江苏神通前三季度净利同比增112.92% 易主两月后拿下超3亿元关联订单,证券日报
7099,2019-10-23,"化工行业周报:双氧水价格上涨,周期品静待需求企稳,推荐成长及一体化龙头",申万宏源
7100,2019-10-22,【申万宏源化工】每日信息速递20191022,申万宏源化工投资
7101,2019-10-22,【赢家资讯】10月22日收盘简评,赢家之星
7102,2019-10-21,【申万宏源化工】每日信息速递20191023,申万宏源化工投资
7103,2019-10-21,化工行业库存与价格之辩：有反向关系吗？,格隆汇
7104,2019-10-20,申万宏源一周晨会纪要合集（2019/10/21-2019/10/25）,申万宏源研究
7105,2019-10-17,【申万宏源化工】每日信息速递20191017,申万宏源化工投资
7106,2019-10-17,万华化学(600309.SH)2018年净利润降4.71%至106.13亿元 盈利能力下降,格隆汇
7107,2019-10-17,惠誉：确认万华化学评级为“BBB+”，展望稳定,Wind
7108,2019-10-17,【化工】化工行业2019年三季报前瞻:多家公司业绩预喜，利润向行业中下游传导*强于大市,中银国际证券研究
7109,2019-10-15,景气仍在磨底，重点关注三季报业绩有望超预期标的，给予“买入”评级,格隆汇
7110,2019-10-15,今日上演3000保卫战 澳门和业绩预增成为加分项,金融界
7111,2019-10-15,方正证券丨周报聚焦1008-1011,方正证券研究
7112,2019-10-15,A股头条：券商9月业绩较去年同期大幅提升 传统黄金ETF或重新开闸,金融界
7113,2019-10-15,"能源化工区域专题报告-山东篇:新旧动能转换,化工园区治理,化工大省产业升级在路上",平安证券
7114,2019-10-14,周一上市公司晚间重要公告（更新中）,金融界
7115,2019-10-14,万华化学(600309.SH)宁波工厂MDI装置起例行停产检修 经营问题,格隆汇
7116,2019-10-14,万华化学：宁波工厂MDI装置例行停产检修 经营问题,Wind
7117,2019-10-13,化工：化工景气指数继续下行 荐8股,方正证券
7118,2019-10-12,生意社：10月12日万华化学石化丙烯酸价格,生意社
7119,2019-10-11,【申万宏源化工】每日信息速递20191011,申万宏源化工投资
7120,2019-10-11,涨价潮接连而至，三季报行情是否值得期待？,格隆汇
7121,2019-10-10,【申万宏源化工】每日信息速递20191009,申万宏源化工投资
7122,2019-10-07,【申万宏源化工】每日信息速递20191007,申万宏源化工投资
7123,2019-09-30,筛选行业龙头股，盈利指标EPS靠谱吗？,养基司令
7124,2019-09-30,【金财富早知道】2019-09-30,赢家之星
7125,2019-09-30,30日公司新闻聚焦：中石油发现10亿吨级大油田 全通教育终止收购 并购重组异常,证券时报网
7126,2019-09-30,9月30日券商晨会研报汇编,证券日报
7127,2019-09-29,财闻点金：工信部施策促网络安全产业发展 未来前景广阔,巨丰财经
7128,2019-09-29,【化工】	DMF和聚合MDI价格上涨,天风研究
7129,2019-09-27,A股头条之上市公司（9.28）,金融界
7130,2019-09-27,万华化学(600309.SH)10月份中国地区聚合MDI价格上调,格隆汇
7131,2019-09-27,万华化学：上调10月份中国地区聚合MDI分销市场挂牌价,e公司
7132,2019-09-27,5股获买入评级 最新:三安光电,中财网
7133,2019-09-27,【申万宏源化工】每日信息速递20190926,申万宏源化工投资
7134,2019-09-27,【申万宏源化工】 每日信息速递20190930,申万宏源化工投资
7135,2019-09-26,国内乙二醇市场大幅上涨 多股有望受益,证券时报网
7136,2019-09-26,多只鲁股赴东南亚“掘金”,鲁网
7137,2019-09-26,【金财富决策参考】2019-09-26,赢家之星
7138,2019-09-25,巴斯夫大幅上调10月聚合MDI挂牌价 国内市场迎来快速推涨,--
7139,2019-09-24,【申万宏源化工】每日信息速递20190924,申万宏源化工投资
7140,2019-09-23,【申万宏源化工】每日信息速递20190923,申万宏源化工投资
7141,2019-09-23,白马股“变味”，发现这个bug可以多赚点！,养基司令
7142,2019-09-23,化工：DMC 乙二醇 甲醇涨价 荐30股,安信证券
7143,2019-09-23,【新策论叁】价值如何燎原：城市包围农村,尧望后势
7144,2019-09-21,【西南化工周观点】油价巨震叠加节前生产运输限制，化工产品价格大幅上涨,化工林谈
7145,2019-09-20,化工：化工产品价格大幅上涨 荐8股,西南证券
7146,2019-09-20,公用事业：可再生能源制氢成本有望快速下降 荐14股,国信证券
7147,2019-09-18,【申万宏源化工】每日信息速递20190918,申万宏源化工投资
7148,2019-09-18,【申万宏源化工】每日信息速递20190919,申万宏源化工投资
7149,2019-09-18,化工：化工整体供需有所好转,中信建投
7150,2019-09-18,沙特阿美遭空袭原油料上涨，化工整体供需有所好转,中信建投证券研究
7151,2019-09-17,【申万宏源化工】每日信息速递20190917,申万宏源化工投资
7152,2019-09-17,申港证券：沙特减产对原油供应影响几何？,证券时报网
7153,2019-09-17,苯乙烯 | 生产工艺,申银万国期货订阅号
7154,2019-09-16,【申万宏源化工】每日信息速递20190916,申万宏源化工投资
7155,2019-09-16,A股有望迎来跨年行情 北向资金尾盘加速流入,证券时报
7156,2019-09-16,石油罕见大爆发！A股迎一日“油”超级行情 无人机板块也火了！,金融界
7157,2019-09-16,【化工】黄磷价格继续上涨，聚合MDI价格下跌,天风研究
7158,2019-09-15,【申万宏源化工周观点】沙特油田遭袭有望带来周期品短期波动，持续关注一二线龙头及成长龙头,申万宏源化工投资
7159,2019-09-15,【方正化工】石化周报： 坯布库存下行，PTA价差上升,靠谱化工股
7160,2019-09-15,黑天鹅刷屏！全球最大石油公司遭空袭，产能骤降50%！油价会否跳涨？,券商中国
7161,2019-09-12,万华化学出现异动 大幅拉升2.07% 股价创近2个月新高,慧聪网
7162,2019-09-12,【晨观方正】交运/化工20190912,方正证券研究
7163,2019-09-11,【申万宏源化工】每日信息速递20190911,申万宏源化工投资
7164,2019-09-11,"上游企业宣布涨价,环保严查,大批塑料包装厂深陷困境!",生意社
7165,2019-09-11,基础化工行业：整体营收规模增长放缓但盈利能力仍维持较强韧性 盈利能力下降,光大证券
7166,2019-09-11,47股获券商买入评级 祁连山目标涨幅达75.16%,Wind
7167,2019-09-11,晨会0911 | 看好5G终端产业链机遇；新材料标的表现优异,中信建投证券研究
7168,2019-09-10,【申万宏源化工】每日信息速递20190910,申万宏源化工投资
7169,2019-09-10,【申万宏源化工】每日信息速递20190909,申万宏源化工投资
7170,2019-09-10,核心资产的下一站：大中型科技股,证券之星
7171,2019-09-10,融资客青睐17股，海亮股份买入占比高达52.86%,Wind
7172,2019-09-10,49股获券商买入评级 天顺风能目标涨幅达53.58%,Wind
7173,2019-09-10,【方正化工】恒力石化深度报告之四——从ROE和ROIC角度分析民营炼化的盈利,方正证券研究
7174,2019-09-10,3股获买入评级 最新:科 达 利,中财网
7175,2019-09-09,川财证券：周期股看好化工核心资产、关注维生素涨价,证券时报网
7176,2019-09-09,创指涨超2%两市近百股涨停突破在即,证券时报
7177,2019-09-09,"【基础化工行业】2019年中报总结：大宗龙头优势显现,消费成长持续向好",格隆汇
7178,2019-09-08,重磅！1099只A股纳入标普新兴市场指数，9月23日生效（附中文全名单）,中证报
7179,2019-09-07,【桐昆股份|深度】未来3年业绩将翻番？在平凡中显现奇崛！【国金石化】,和讯
7180,2019-09-07,【西南化工周观点】黄磷价格卷土重来，生物降解塑料需求高速增长,化工林谈
7181,2019-09-06,中财独家:9月6日股市猛料必看,中财网
7182,2019-09-05,入选富时A50的中国国旅和上海机场，它们有何看头？,格隆汇
7183,2019-09-05,三大券商周五看好六大板块,证券之星
7184,2019-09-05,中财独家:9月5日股市猛料必看,中财网
7185,2019-09-04,【申万宏源化工】每日信息速递20190905,申万宏源化工投资
7186,2019-09-04,富时中国A50新纳入中国国旅、上海机场,中证网
7187,2019-09-04,报告 | 2019年8月山东省A股上市公司市值TOP50,挖贝网
7188,2019-09-04,中信建投秋季化工策略：破局时代见真成长,新浪
7189,2019-09-04,TDI“金九”或落空,中化新网
7190,2019-09-04,【东吴七点半】港股大涨联动，蓝筹部分发力（09.05）,东吴财经通
7191,2019-09-03,画像聪明钱“QFII”二季度投资路径：左手科技右手消费 “吃药”不爱“喝酒”,大众证券报
7192,2019-09-03,QFII二季度末现身293只个股仍偏爱大消费蓝筹,证券时报
7193,2019-09-02,【申万宏源化工】每日信息速递20190902,申万宏源化工投资
7194,2019-09-01,【中原化工顾敏豪】万华化学(600309)中报点评*MDI价格下跌影响中期业绩，长期成长仍有保障 盈利能力下降,中原证券研究所
7195,2019-09-01,证金、汇金、QFII最新持股曝光 他们最爱哪些股？,重庆商报
7196,2019-09-01,聚碳酸酯行业专题:供需再平衡,浙商证券
7197,2019-08-31,扎实业绩成推手，白马股价批量创新高！后市如何挑选个股，机构这么说,中证报
7198,2019-08-31,【西南化工周观点】万华上调9月MDI挂牌价，DSM开始整合能特VE产能,化工林谈
7199,2019-08-31,扎实业绩助推 白马股强势上涨,中证报
7200,2019-08-30,【申万宏源化工】每日信息速递20190830,申万宏源化工投资
7201,2019-08-30,上市公司8300亿闲钱买理财，1.5万亿债券融资，这17家有点不一样,Wind
7202,2019-08-29,北上资金最新扫货大消费股,大众证券报
7203,2019-08-29,北上资金单日加仓805股 外资“买买买”不会停,中证报
7204,2019-08-29,29日公司新闻聚焦：泸州老窖净利增四成 深天马A加码AMOLED生产线,证券时报网
7205,2019-08-29,猎鹰看盘：轮动行情延续 深赛格能否延续强势,金融界
7206,2019-08-28,公告精选：万马股份等前三季业绩大幅预增,证券时报网
7207,2019-08-28,A股头条之上市公司（8.29）,金融界
7208,2019-08-28,MSCI二次扩容再次引爆市场，五粮液成为北向资金“新宠”？,搜狐
7209,2019-08-28,万华化学(600309.SH)以零元收购福建康乃尔51%股权 其40万吨/年MDI项目已获福建省发改委核准,格隆汇
7210,2019-08-28,万华化学(600309.SH)9月份中国地区MDI价格均上调,格隆汇
7211,2019-08-28,万华化学上调中国地区聚合MDI分销市场挂牌价500元/吨,金融界
7212,2019-08-28,生意社：8月28日万华化学石化丙烯酸价格,生意社
7213,2019-08-28,百亿北上资金昨扫货A股 来看外资的“购物车”,钱江晚报
7214,2019-08-28,国务院出台20条措施促消费 北向资金扫货年内外资流入空间仍大,投资快报
7215,2019-08-28,纳入MSCI指数，海底捞大涨2.6%,富途证券
7216,2019-08-28,A股千亿市值公司数量逼近牛市峰值巨头阵营重构,搜狐
7217,2019-08-28,北向资金3分钟杀入128亿 9月仍有千亿资金来扫货,新浪
