,2021-12-31,海螺水泥：持续节能降耗管控 保持竞争比较优势,新浪
8468,2018-04-17,建筑建材行业日报：浙江省发布2018-2022年水泥改造提升意见,中财网
8469,2018-04-17,北向资金正悄悄吸筹弱势中的几个异动现象不能忽视,顶尖财经网
8470,2018-04-17,北上资金再现逆市操作 斥资逾18亿元布局9只龙头股,证券日报
8471,2018-04-16,香港恒生指数收跌1.6% 地产股领跌,e公司
8472,2018-04-16,建材行业：周期犹在成长可期,顶尖财经网
8473,2018-04-16,458亿资金争夺20股：主力资金重点出击5股(名单),新浪
8474,2018-04-16,[中性评级]招“财”周报：四月中下旬水泥价格继续上行,中财网
8475,2018-04-16,[买入评级]建筑材料行业周报：帝王洁具、北新建材业绩超预期 行业格局逻辑在兑现,中财网
8476,2018-04-16,部分水泥股急挫 海螺现跌半成中建材亦软近4%,新浪
8477,2018-04-16,午评：恒指高开低走跌1.47% 内房股集体大跌,中证网
8478,2018-04-16,钢铁、建材行业周报：水泥需求分化明显 钢材社会库存继续下降,中财网
8479,2018-04-16,逾900家公司一季报预喜，创业板高成长性凸显,中证报
8480,2018-04-16,北上资金单周净买入创新高，创业板获持续加仓,证券时报
8481,2018-04-16,逾900家公司一季报预喜 创业板高成长性凸显,金融界
8482,2018-04-15,买买买！北向资金近期加码白马股！券商：A股“入摩”可能超预期！,每经网
8483,2018-04-15,【互通资金周动向】北上资金单周净买入创新高 创业板获持续加仓,e公司
8484,2018-04-15,[强于大市评级]建筑材料行业研究周报：关注一季报优异的龙头公司,中财网
8485,2018-04-15,华泰建筑建材行业周报：建筑看两预期落地 建材周期价值共舞,中财网
8486,2018-04-15,水泥企业业绩超预期 机构纷纷看好 6股蓄势待发,证券日报
8487,2018-04-14,巨丰原创：年报披露进入高峰期 高质量股票呼之欲出,巨丰财经
8488,2018-04-13,百亿聪明资金抄底A股！大举扫货龙头股 后市或迎井喷行情（名单）,中金在线
8489,2018-04-13,上峰水泥：对安全生产管理体系进行严格梳理 确保企业安全健康运营,财富动力网
8490,2018-04-13,今日散户最关注的前50只个股（4/13）,中金在线
8491,2018-04-13,全球资金流向监测：美股结束净流出；加速流入港股；南向回暖北向强劲,Kevin策略研究
8492,2018-04-13,今日上午主力资金大量净流入个股解密,证券时报
8493,2018-04-13,梅州水泥企业同日涨价 接近去年峰值,中国建材传媒网
8494,2018-04-13,【快讯】水泥股异动拉升 机构：水泥价格将有望继续上涨,每经网
8495,2018-04-13,一季度业绩预告超预期 公募基金提前布局水泥板块,中金在线
8496,2018-04-13,[买入评级]海螺水泥(600585)点评：强者恒强 水泥行业也有稳稳的幸福,中财网
8497,2018-04-13,建筑建材行业日报：“2+26”环保经验将向其他城市推广,中财网
8498,2018-04-13,北上资金持续净流入A股 增持个股中七成是中小创,金融界
8499,2018-04-12,136亿净资金全面流出 五大板块遭遇杀跌,证券之星
8500,2018-04-12,今日散户最关注的前50只个股（4/12）,中金在线
8501,2018-04-12,上市公司不务正业奔“钱途”“炒股”一年大赚20亿,中金在线
8502,2018-04-12,华泰证券：围绕“杠杆转移”龙头布局主题投资,中证网
8503,2018-04-12,央行释放百亿活水 资金提前抢筹(附股),中财网
8504,2018-04-12,QFII重仓140股 23股年报净利翻倍增长,证券时报
8505,2018-04-12,沪港通额度上调激发资金布局热潮 六股值得关注(2),中财网
8506,2018-04-12,第一上海叶尚志：强势医药股第二日逆市走低,金融界
8507,2018-04-12,建筑建材行业日报：沙河纯碱再度提涨150元,中财网
8508,2018-04-12,沪港通额度上调激发资金布局热潮，三大数据解密外资新动向,证券日报
8509,2018-04-12,炒股致业绩波动 部分公司会计处理有招术,中证报
8510,2018-04-12,沪港通额度上调激发资金布局热潮 解密外资新动向,证券日报
8511,2018-04-11,央行这一重磅表态与A股关系最大！相关额度扩大4倍,顶尖财经网
8512,2018-04-11,1287家公司发一季度预报 海螺水泥等19股存投资机会,金融界
8513,2018-04-11,一季度业绩报告最新数据出炉！超8家机构看好29只绩优股（名单）,财富动力网
8514,2018-04-11,4月份水泥价格止跌回涨 相关公司一季度业绩预增,中金在线
8515,2018-04-11,北上资金连续加仓 多只个股受青睐,中证网
8516,2018-04-11,水泥行业2018年一季度业绩预增点评：水泥行业高盈利持续,中财网
8517,2018-04-11,一季报超预期 机构看好水泥行业阶段性机会,中证网
8518,2018-04-11,机会情报：水泥行业去产能成当前最根本任务,中金网
8519,2018-04-11,上证50指数创近一年最大单日涨幅 白马蓝筹今日继续走强？——道达早评,每经网
8520,2018-04-11,建筑建材行业日报：水泥股一季度业绩预告超预期,中财网
8521,2018-04-11,三公司一季报超预期 水泥成最强周期品,新浪
8522,2018-04-11,两大资金大举入场但为何选择不同的板块？,顶尖财经网
8523,2018-04-11,水泥企业一季度业绩超预期业内看好水泥行业全年行情,证券日报
8524,2018-04-11,北上资金月内连续净流入 14只潜力股吸金均超1亿,证券日报
8525,2018-04-11,海螺水泥:淡季中盈利继续高增长,光大证券
8526,2018-04-10,北上资金增持白马股 贵州茅台等连续获净买入,证券时报网
8527,2018-04-10,业绩才是王道！预增股掀炒作浪潮，五要素决定后市表现,--
8528,2018-04-10,4月10日晚间重要行业研究汇总(附股),中金在线
8529,2018-04-10,券商评级:沪指大涨逼近3200点 7股望受关注,金融界
8530,2018-04-10,478亿资金争夺20股：主力资金重点出击13股(名单),新浪
8531,2018-04-10,[增持评级]华新水泥(600801)点评：一季度盈利超同期新高,中财网
8532,2018-04-10,中泰证券：全视角 个股,中泰证券
8533,2018-04-10,中国水泥行业周报：水泥价格继续上涨;主要水泥企业认同去落后产能的重要性,中财网
8534,2018-04-10,4月10日午间机构策略：淡化风格业绩为王 轻指数重个股,中证网
8535,2018-04-10,水泥建材板块大涨 福建水泥涨停,金融界
8536,2018-04-10,水泥板块走强福建水泥涨停,顶尖财经网
8537,2018-04-10,[买入评级]海螺水泥(600585)点评：一季报超预期!“新常态”下水泥龙头配置价值凸显!,中财网
8538,2018-04-10,港股开市：恒指低开24点宝胜私有化遭否决股价挫三成,理财18
8539,2018-04-10,持续买入A股“核心资产” 医药股成北上资金避风港,投资快报
8540,2018-04-10,银行AH股走势分化 溢价指数创新低,中证报
8541,2018-04-10,海螺水泥：2018年第一季度业绩报告预告,顶尖财经网
8542,2018-04-09,4月9日公告精选：雅戈尔一季度预盈近百亿,和讯
8543,2018-04-09,海螺水泥：水泥价格上涨 一季度业绩预增120%左右,中证网
8544,2018-04-09,公告精选：雅戈尔一季度预盈近百亿；乐视网一季度预亏逾3亿,e公司
8545,2018-04-09,博鳌期间A股走势会怎样？（4月9日）,银行信息港
8546,2018-04-09,北上资金持续大手笔加仓股名单曝光 业绩翻倍股看这里！,证券时报
8547,2018-04-09,晚间重要公告2018年4月9日星期一,--
8548,2018-04-09,海螺水泥：预计一季度净利润同比增长120%左右,Wind
8549,2018-04-09,水泥股一季度业绩十分抢眼，机构看好盈利继续提升,Wind
8550,2018-04-09,沪深港交易所宣佈推出「一带一路」指数,金融界
8551,2018-04-09,海螺水泥：一季度净利预增约120%,e公司
8552,2018-04-09,【盈喜】海螺水泥(00914-HK)料一季度净利润同比增120%左右,财华社
8553,2018-04-09,4月9日晚间重要行业研究汇总(附股),中金在线
8554,2018-04-09,高送转画风渐变：10送转10多数靠业绩 现金分红在增多,证券日报网
8555,2018-04-09,巨丰资金流向：市场延续调整格局 军工题材受追捧,巨丰财经
8556,2018-04-09,看好中国｜消费升级---白马股重回视线 北上资金逐步加仓,巨丰财经
8557,2018-04-09,[中性评级]招“财”周报(建材行业)：黑龙江辽宁水泥强制执行上涨120元,中财网
8558,2018-04-09,[推荐评级]非金属建材行业周报：华东熟料价格连涨二周 确定性角度优选工程建材龙头,中财网
8559,2018-04-09,[强于大市评级]建筑材料行业研究周报：一季报窗口期 关注建材绩优股,中财网
8560,2018-04-09,建筑建材行业月报：水泥旺季量价齐升 玻璃利润略有压制,中财网
8561,2018-04-09,钢铁、建材行业周报：水泥价格涨幅扩大 钢材社会库存降幅增加,中财网
8562,2018-04-09,北上资金逾40亿元抄底 家电股重回加仓视野,金融界
8563,2018-04-08,水泥需求旺季将到 行业盈利望持续改善,中国建材传媒网
8564,2018-04-08,中上协2017年度最受投资者尊重的上市公司评选结果揭晓,证券时报网
8565,2018-04-08,建材：华东水泥基本面表现强势 荐5股,和讯
8566,2018-04-08,安徽长丰海螺水泥即将迁建，规划建设年产165万吨水泥粉磨站,数字水泥
8567,2018-04-07,79股目标涨幅超两成 56亿主力资金抢筹,证券时报
8568,2018-04-06,港股全日总结：恒指回升326点腾讯及地产股造高,理财18
8569,2018-04-06,港股半日总结：恒指升371点腾讯、舜宇及石油股反弹,理财18
8570,2018-04-06,"【国泰君安国际策略速评】水泥价格上调,建材水泥股向好",微信
8571,2018-04-06,今日两市超大账户减持的50只个股,证券之星
8572,2018-04-04,中环股份逆市创3个月新高，北大荒怒封涨停9日累涨14%！下周留意这只食品白马股,每经网
8573,2018-04-04,[增持评级]建筑材料行业周报：需求有韧性 迎接超跌反弹,中财网
8574,2018-04-04,161亿净资金全面流出 五大板块遭遇杀跌,证券之星
8575,2018-04-04,[中性评级]招“财”周报(建材行业)：新疆涨价执行到位 天山可重点关注,中财网
8576,2018-04-04,469亿资金争夺20股：主力资金重点出击8股(名单),新浪
8577,2018-04-04,[看好评级]水泥行业前瞻：黄金时代,中财网
8578,2018-04-04,午评：港股通继续关闭 沪深股通半日流入11.91亿,新浪
8579,2018-04-04,水泥股普遍造好 海螺水泥破顶后倒跌逾1%,新浪
8580,2018-04-04,【陆股通交易追踪】陆股通净流入逾29亿 食品饮料及非银金融板块受追捧,e公司
8581,2018-04-04,水泥行业动态：发货量恢复良好 1Q18盈利强劲,中财网
8582,2018-04-04,建筑建材行业日报：警惕玻璃现货价格滞涨回落,中财网
8583,2018-04-03,震荡之中不断加仓这路聪明资金是这么布局的,顶尖财经网
8584,2018-04-03,中证数据：两市资金净流入前20股（4月3日）,金融界
8585,2018-04-03,[看好评级]建材建筑行业周报：环保继续发力 基本面驱动不改,中财网
8586,2018-04-03,4月3日A股全天资金主力净流入、净流出前十大个股,金融界
8587,2018-04-03,452亿资金争夺20股：主力资金重点出击12股(名单),新浪
8588,2018-04-03,华泰建筑建材行业周报：信贷改善可期 荐园林/化学/消费建材,中财网
8589,2018-04-03,收评：港股通4月9日开通 沪深股通合计净流入超30亿,新浪
8590,2018-04-03,水泥涨价带动建材水泥股上涨 海螺水泥（00914）升近6%,智通财经
8591,2018-04-03,[强于大市评级]建筑材料行业研究周报：水泥价格迎来季节性反弹,中财网
8592,2018-04-03,[增持评级]春季新开工草根调研之华北站(建材行业)：北方复工加快 需求迟到但并未缺席,中财网
8593,2018-04-03,[增持评级]深度思考之基础篇(环保行业)：危废处置-环保行业皇冠上的明珠,中财网
8594,2018-04-03,[买入评级]建筑材料行业周报：微观跟踪前瞻性反映需求不错,中财网
8595,2018-04-03,海螺水泥逆市升近3% 上周获摩通增持,新浪
8596,2018-04-03,水泥建材需求继续回升预期有所修复（附股）,长江证券
8597,2018-04-03,多地水泥再次涨价，错峰+需求双轮驱动行业景气上行！,数字水泥
8598,2018-04-02,4月2日晚间重要行业研究汇总(附股),中金在线
8599,2018-04-02,玻璃库存去化 价格将以稳为主,安信证券
8600,2018-04-02,钢铁、建材行业周报：水泥价格稳步上行 建筑钢材社会库存继续去化,中财网
8601,2018-04-02,淡季不淡旺季更旺，华中水泥龙头营收208亿！,数字水泥
8602,2018-04-02,揭秘三月A股资金动向 美的集团等5只个股吸金均超6亿元,证券日报
8603,2018-04-02,建筑建材行业周报：需求脉冲式放量 旺季后移至4-5月份,中财网
8604,2018-04-02,本周股评家最看好的个股(名单),中财网
8605,2018-04-02,QFII获批额度近千亿美元，去年四季度重仓98只个股,证券日报
8606,2018-04-02,QFII获批额度近千亿美元 去年四季度重仓98只个股,证券日报
8607,2018-04-01,建筑建材行业日报：河北省加大水泥、平板玻璃等去产能力度,中财网
8608,2018-03-30,和你侃：炒股亏掉9亿元 是什么感觉,和讯
8609,2018-03-30,高送转渐变: 现金分红公司在增多,证券时报网
