,2021-12-31,国金证券积极落实乡村振兴 助力农村产业升级,中证网
1823,2020-04-28,国金证券：一季度净利润4.76亿元 同比增长18.81%,中证网
1824,2020-04-28,国金证券(600109.SH)一季度净利润升18.81%至4.76亿元,格隆汇
1825,2020-04-28,重磅！创业板注册制来了，看七大要点,Wind
1826,2020-04-27,4月27日A股龙虎榜揭秘，机构卖出12股,Wind
1827,2020-04-27,证券行业月度报告（2020年4月）：改革深化，坚守券商,微信
1828,2020-04-24,4月24日A股龙虎榜揭秘，机构买入10股,Wind
1829,2020-04-23,4月23日A股龙虎榜揭秘，机构抛售11股,Wind
1830,2020-04-23,春晖智控拟创业板IPO，曾经两次上会被否,资本邦
1831,2020-04-23,财富管理是噱头还是证券行业“真刀真枪”地刮骨疗伤？,券商中国
1832,2020-04-22,4月22日A股龙虎榜揭秘，机构买入10股,Wind
1833,2020-04-22,券业财富管理进入新阶段 两大关键指标透视券商硬实力,券商中国
1834,2020-04-22,两大指标透视券业财富管理转型仍需努力,证券时报
1835,2020-04-21,聚焦美丽中国概念 券商指数业务布局环保,证券日报
1836,2020-04-20,4月20日A股龙虎榜揭秘，机构抢筹2股,Wind
1837,2020-04-17,4月17日A股龙虎榜揭秘，机构买入11股,Wind
1838,2020-04-16,4月16日A股龙虎榜揭秘，机构减持9股,Wind
1839,2020-04-16,合并传闻引发券业整合路径猜想：或不限于“大吃小”,第一财经
1840,2020-04-16,券商开户导流烧至今日头条，低佣金战火再起？两券商删信息,券商中国
1841,2020-04-16,券商股走强,Wind
1842,2020-04-16,北上资金卷土重来，这些行业和股票最受青睐,Wind
1843,2020-04-14,账户被盗事件后多家同花顺合作券商紧急提示风险,金十数据
1844,2020-04-14,4月14日A股龙虎榜揭秘，机构抛售7股,Wind
1845,2020-04-13,4月13日A股龙虎榜揭秘，机构抛售14股,Wind
1846,2020-04-13,39公司获得增持评级-更新中,中财网
1847,2020-04-12,一季度24家科创板新股上市为保荐券商带来16.32亿元,财界网
1848,2020-04-10,4月10日A股龙虎榜揭秘，机构抛售11股,Wind
1849,2020-04-10,【中原晨会0410】市场分析、国金证券、东方证券,中原证券研究所
1850,2020-04-10,大金融板块集体发力，三大股指震荡收红,Wind
1851,2020-04-09,4月9日A股龙虎榜揭秘，机构最青睐8股,Wind
1852,2020-04-09,国金证券：3月实现净利润1.28亿元,中证网
1853,2020-04-09,国金证券：母公司3月份净利1.28亿元,e公司
1854,2020-04-09,国金证券：母公司3月净利润1.28亿元,Wind
1855,2020-04-09,洞察·财曝|国金证券净利同比增长28% 资管业务营收却大幅下滑近五成 盈利能力下降,和讯
1856,2020-04-09,券商板块异动拉升,Wind
1857,2020-04-09,3000万+！券业“打工皇帝”大起底，中信、国君3人年薪超2000万,券商中国
1858,2020-04-08,4月8日A股龙虎榜揭秘，机构抢筹8股,Wind
1859,2020-04-08,【中原非银】国金证券(600109)2019年年报点评：经营业绩稳定性出类拔萃,中原证券研究所
1860,2020-04-07,【国金食饮|随笔】多维度拆解重庆啤酒&嘉士伯重大资产重组,国金食品饮料寇星
1861,2020-04-07,国金证券：3月金股组合亏损15.47% 4月荐股名单出炉 亏损,新浪
1862,2020-04-07,券业薪酬拉仇恨！中金人均92万，去年整体涨薪近20%,券商中国
1863,2020-04-07,中国债券市场交易备忘（4月7日）,Wind
1864,2020-04-06,一季度券商IPO承销成绩单揭晓 收入总额翻倍、七成公司颗粒无收,北京商报
1865,2020-04-04,券商股重要数据！一季度IPO业务排行榜出炉，这家中小券商排名飙升,中证报
1866,2020-04-03,4月3日A股龙虎榜揭秘，机构抛售9股,Wind
1867,2020-04-03,785股年内高点以来回调超30%，25股业绩高增长,Wind
1868,2020-04-03,国金证券净利增三成 资管收入锐减 盈利能力下降,金融投资报
1869,2020-04-02,4月2日A股龙虎榜揭秘，机构抛售13股,Wind
1870,2020-04-02,国金证券2019年营收净利双增长 金融科技继续助力业务提升,证券日报
1871,2020-04-02,【国君非银】国金证券19年年报点评：IPO储备丰富，投行业务乘风而上,欣琦看金融
1872,2020-04-02,全球汇市震荡：印尼盾、泰铢大跌！英镑极度脆弱，美元后市难料,21世纪经济报道
1873,2020-04-02,国金证券2019年净利润增三成 债券承销金额大增,金融界
1874,2020-04-02,国金证券2019年净利润12.99亿元，拟10派0.5,资本邦
1875,2020-04-02,【华泰金融沈娟团队】投行表现优秀，利息逆市提升—国金证券(600109)【证券研究报告】,华泰金融研究全新平台
1876,2020-04-02,南京证券、西部证券年报业绩大增逾200%！证券投资收益大增，多家券商受益,中证报
1877,2020-04-01,国金证券2019年净利润12.99亿元增28.51%,上证报
1878,2020-04-01,国金证券：2019年净利近13亿元 同比增29%,e公司
1879,2020-04-01,国金证券(600109.SH)2019年度净利润升28.51%至12.99亿元拟10派0.5元,格隆汇
1880,2020-04-01,国金证券：2019年净利润同比增长28.51%,Wind
1881,2020-04-01,4月1日A股龙虎榜揭秘，机构抛售8股,Wind
1882,2020-04-01,A股4月份走势紧盯五大关键点，机构称瞄准四大方向掘金投资机会,Wind
1883,2020-03-30,“国金日本大消费100指数”正式上线,证券日报
1884,2020-03-30,3月30日A股龙虎榜揭秘，机构抢筹12股,Wind
1885,2020-03-27,3月27日A股龙虎榜揭秘，机构抛售13股,Wind
1886,2020-03-26,恒生指数收跌0.74%报23352.34点，中信股份跌领跌蓝筹,Wind
1887,2020-03-24,3月24日A股龙虎榜揭秘，机构抢筹13股,Wind
1888,2020-03-24,新冠疫苗临床启动，怎么看？之四：最新进展,医药研选
1889,2020-03-24,【安信非银第11期周报】海外疫情蔓延外资流出，关注非银反弹窗口,新角度新金融
1890,2020-03-23,3月23日A股龙虎榜揭秘，机构最青睐7股,Wind
1891,2020-03-23,国金证券(600109.SH)完成发行2020年度第一期短期融资券,格隆汇
1892,2020-03-20,3月20日A股龙虎榜揭秘，机构抢筹8股,Wind
1893,2020-03-20,疫情止不住基金经理“辞职忙”，“跳槽清单”显露业态分化,Wind
1894,2020-03-20,定增再融资预案数量同比增逾七倍，券商业绩提速有了新引擎,Wind
1895,2020-03-19,券商股午后拉升，中银证券涨停,Wind
1896,2020-03-18,国金证券指数业务发力 跨市场多品种迅速覆盖,经济观察网
1897,2020-03-17,惊呆！一天暴涨近100%，这只可转债突然火了,中国基金报
1898,2020-03-17,官网披露准备2019年完成科创板上市？泰克环保与国金证券“解约”牵手华龙证券 经营问题,资本邦
1899,2020-03-16,唱多做多，公募偏股型基金上周逆市大幅加仓A股,澎湃新闻
1900,2020-03-11,多重利好助投资升级国金军工50指数面市,经济观察网
1901,2020-03-11,过半基金公司春节后加仓A股，434只权益基金接近“满仓”,Wind
1902,2020-03-10,国际油价“跳水”，哪些行业有望“弹”出新高？,Wind
1903,2020-03-09,券业今年或少缴10亿投保基金，券商真龙头具有四大特征,每日经济新闻
1904,2020-03-09,国金证券：“低功耗模式” 抗疫运营两不误,中证报
1905,2020-03-07,2月券商IPO保荐收入逾10亿，投行业务全年料先抑后扬,Wind
1906,2020-03-05,国金证券：母公司2月实现净利1.67亿元,中证网
1907,2020-03-05,国金证券(600109.SH)：2月母公司净利升17.63%至1.67亿元,格隆汇
1908,2020-03-05,暴涨1.2万亿！A股放量上攻，中央频频点名，几十万亿大蛋糕来了,中国基金报
1909,2020-03-05,国金证券：母公司2月净利润1.67亿元,金融界
1910,2020-03-04,共克时艰金融助力抗疫,经济观察报
1911,2020-03-04,医疗信息化产业链值得关注，料将迎来较长景气周期,Wind
1912,2020-03-04,9家券商2019年拟计提资产减值逾40亿元,Wind
1913,2020-03-03,国金证券：新设6家分支机构获四川证监局核准,中证网
1914,2020-03-03,[公司]国金证券：获准新设6家分支机构,全景网
1915,2020-03-03,国金证券(600109.SH)获准新设6家分支机构,格隆汇
1916,2020-03-03,券商3月金股切换风格，新基建及地产成关键词,Wind
1917,2020-03-02,【安信非银第9期周报】海外疫情扩散市场震荡，券商业绩亮眼政策利好,新角度新金融
1918,2020-03-02,【安信非银第7期周报】新证券法实施，利好释放看好券商,新角度新金融
1919,2020-03-02,十大券商一周策略：A股是全球疫情升级中的真正避险资产,券商中国
1920,2020-03-02,十大券商策略：调整是牛途小憩，3月是全年绝佳的配置时机,Wind
1921,2020-02-28,证券板块小幅跳水,Wind
1922,2020-02-27,中国指数机构进军海外 国金证券首获日本指数牌照,中国经济网
1923,2020-02-27,理性看待波动，科技股仍具中长期价值,Wind
1924,2020-02-26,国金证券(600109.SH)完成发行2020年公司债券(第一期)(疫情防控债),格隆汇
1925,2020-02-25,国金证券：第一期债券发行规模合计为25亿元,资本邦
1926,2020-02-25,A股巨震，创业板一度跌超4%！机构火线解盘,证券时报网
1927,2020-02-25,券商股异动,Wind
1928,2020-02-25,券商股近7日平均涨幅超14%，机构喊话再融资新规令券商迎新机遇,Wind
1929,2020-02-24,【安信非银第7期周报】政策宽松交投活跃，看好券商行情延续,新角度新金融
1930,2020-02-24,融资客青睐5股，皖通高速买入占比高达41.75%,Wind
1931,2020-02-21,富时罗素A股扩容，纳入因子大幅提升，新入榜个股全名单出炉！,上证报
1932,2020-02-21,A股成交额10个月后站上万亿大关！揭示券商板块涨停潮的核心逻辑,搜狐
1933,2020-02-21,券商股普遍高开,Wind
1934,2020-02-21,A股下一步走势已确定！2个指标很重要,Wind
1935,2020-02-21,牛市味道？券商股再领涨，“聪明资金”已低位扫货,券商中国
1936,2020-02-21,春日反弹行情有望延续,Wind
1937,2020-02-21,中证报头版：LPR非对称下降传递两大信号,Wind
1938,2020-02-20,A股成交连破万亿，沪指站上3000点，牛市发动机券商板块王者归来,Wind
1939,2020-02-20,基金收评 | 沪指3000点回来了！成交额再破万亿，券商基金疯涨,第一财经
1940,2020-02-20,国金证券大涨5.31%，券商行业涨4.27%,中新经纬
1941,2020-02-20,证券板块拉升,Wind
1942,2020-02-20,国金证券：将1Q2020实际GDP同比增速下修至4.6%,证券时报
1943,2020-02-19,国金证券涨停，领涨券商板块,中新经纬
1944,2020-02-19,证券板块延续强势,Wind
1945,2020-02-19,金融板块集体发力,Wind
1946,2020-02-18,国金证券：疫情对2020年经济增长影响相对有限,资本邦
1947,2020-02-18,证券板块异动,Wind
1948,2020-02-18,定增市场蓄势待发多股大涨，券商再迎增量盛宴,Wind
1949,2020-02-17,【安信非银第6期周报】再融资新规出台，券商受益持续看好,新角度新金融
1950,2020-02-17,国金证券龙虎榜数据（2月17日）,Wind
1951,2020-02-17,券商股二次拉升，国元证券新晋涨停,Wind
1952,2020-02-17,证券板块午后延续强势,Wind
1953,2020-02-17,券商板块造好,Wind
1954,2020-02-15,【安信非银】再融资新规点评：中小企业融资获支持，预计中小投行相对受益,新角度新金融
1955,2020-02-12,基金早知道 | 两只新基卖超整整100亿！你参与认购了吗？,第一财经
1956,2020-02-12,早知道：新基金发行持续火爆 今有两新股申购,网易
1957,2020-02-11,国金证券2020年1月净利润达到1.31亿元,资本邦
1958,2020-02-11,公告精选：博瑞医药已经批量生产出瑞德西韦原料药；汇源通信获鼎耘科技再度举牌,e公司
1959,2020-02-11,公告点题丨2月11日这些公告有看头,第一财经
1960,2020-02-11,2月11日上市公司晚间公告速递,新浪
1961,2020-02-11,国金证券：母公司1月实现净利1.32亿元,中证网
1962,2020-02-11,[公司]国金证券：1月实现营收4.02亿元 净利润1.32亿元,全景网
1963,2020-02-11,国金证券：母公司1月份净利润1.32亿元,e公司
1964,2020-02-10,国金证券：公开发行不超80亿元公司债，获证监会核准,Wind
1965,2020-02-10,国金证券：发行不超80亿元公司债获中国证监会核准,格隆汇
1966,2020-02-01,【国金策略】1月“外资”持股市值及结构剖析|| 疫情引发外资净流出，月整体加仓“TMT、医药”（李立峰/丁潇等）,策略李立峰与行业配置笔记
1967,2020-01-30,众志成城战疫情 川藏上市公司在行动,证券日报
1968,2020-01-28,国金证券捐赠400万元 成四川首家捐资防控疫情券商,上证报
1969,2020-01-28,国金证券捐赠400万元支持抗击新型肺炎疫情,中证网
1970,2020-01-27,武汉挺住！30多家券商出手援助了，总额已超3个亿！,中国基金报
1971,2020-01-21,国金证券(600109.SH)：央行核定公司待偿还短期融资券最高余额为90亿元,格隆汇
1972,2020-01-09,国金证券：母公司去年12月净利2.67亿元 环比增逾2倍,e公司
1973,2020-01-09,国金证券：2019年12月实现净利润2.67亿元,中证网
1974,2020-01-09,国金证券(600109.SH)：12月母公司净利升43.16%至2.67亿元,格隆汇
1975,2020-01-09,东华测试实控人刘士钢被曝行贿韩建旻 上市后开始频繁减持 其他违规处罚,中国网
1976,2020-01-03,抢抓成渝地区双城经济圈建设机遇 争创金融发展“第四极”,证券时报网
1977,2020-01-02,国金证券：新设2家分支机构获监管核准,中证网
1978,2020-01-02,【国金策略】指数创新高，北上资金持仓发生了哪些变化？（李立峰/丁潇等）,策略李立峰与行业配置笔记
