,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
7031,2018-12-17,17日晚公告精选丨兴业银行、华夏银行非公开发行获批,21世纪经济报道
7032,2018-12-17,兴业银行：非公开发行优先股申请获审核通过,e公司
7033,2018-12-17,上市银行再融资公告频现,广州日报
7034,2018-12-17,A股低位震荡不改“聪明资金”流向 24股上演建仓大戏,证券日报
7035,2018-12-13,兴业银行今日大宗交易成交38.56万股，成交价15.93元折价0.0%,Wind资讯
7036,2018-12-12,银行年内再融资逾8000亿 部分银行披露1年半未获放行,第一财经
7037,2018-12-12,华夏基金MSCIA股国际通ETF年内亏损20%，利好难敌高位接盘,和讯
7038,2018-12-12,兴业银行分别与中国银行和中国电信集团签署合作协议,新浪
7039,2018-12-11,兴业银行与中国电信签订全面战略合作协议,中证网
7040,2018-12-11,16家全国性银行营收增幅分化明显 资产质量有所改善,投资时报
7041,2018-12-11,民企融资添活水 兴业银行首笔民营企业债券融资支持工具落地,新华网
7042,2018-12-07,兴业银行首单离岸人民币点心债落地,证券时报网
7043,2018-12-07,惠州：上月二手房交易面积46万平方米 环比增48.9%,南方日报
7044,2018-12-07,扬帆远航，携手共进，共筑绿色发展之路——绿色债券标准委员会成立会议暨第一次委员会会议顺利召开,银行间市场协会
7045,2018-12-06,"银行投资策略月报:12月策略,均值回归,首选兴业",正点财经
7046,2018-12-04,"兴业银行:资产负债结构大幅调整,经营情况逐季好转",中证网
7047,2018-12-02,"单月发行上百亿金融债！金融租赁公司2018年发债""补血""超800亿",Wind
7048,2018-12-01,银河基金袖珍产品再扩容 袁曦挂帅新品成迷你司令？,新浪
7049,2018-11-30,刘立荣成“老赖”被封26套房 金立工业园大规模裁员 员工变动,新京报
7050,2018-11-30,兴业银行推出服务民企“十九条” 加快符合条件民企债务核销,Wind
7051,2018-11-30,兴业银行出台服务民营企业“十九条”,中证网
7052,2018-11-29,金立董事长刘立荣被列入老赖名单，被限制高消费 董监高成员异常事件,21经济网
7053,2018-11-29,兴业银行绿色金融债券发行 总额为300亿元,挖贝网
7054,2018-11-29,中小银行扎堆设立资金运营中心 核心在争抢金融业务,新浪
7055,2018-11-28,兴业银行接连发行民企债券融资支持工具,中证网
7056,2018-11-26,六家银行因保险销售违规被罚168万元 电话误导成重灾区 其他违规处罚,每日经济新闻
7057,2018-11-23,银行发行优先股缓解资本压力 监管关注“应收款项类投资”,21世纪经济报道
7058,2018-11-22,*ST藏旅股东新奥控股补充质押4616万股 占公司总股本的20.34%,挖贝网
7059,2018-11-21,*ST藏旅控股股东新奥控股质押4615.87万股,中证网
7060,2018-11-21,认罚13.4亿美元 法国兴业银行与美达成和解,参考消息
7061,2018-11-20,26股获券商买入评级 华菱钢铁目标涨幅达48.04%,Wind
7062,2018-11-19,兴业银行上海分行助力民企迸发活力,上海金融报
7063,2018-11-19,浦发、兴业入局 10家银行推出信用风险缓释凭证,北京商报
7064,2018-11-16,中行建行相继宣布设立理财子公司，出资额远超股份行、城商行,国际金融报
7065,2018-11-16,透视银行三季报：基本面逐步好转,全景网
7066,2018-11-16,13家A股上市银行：减员趋势渐显,零壹财经
7067,2018-11-14,兴业银行与卢森堡证券交易所战略签约,证券时报网
7068,2018-11-13,兴业银行：后续将督导盛运环保尽快筹措资金完成“18盛运环保SCP001”兑付 未按时兑付本息,Wind
7069,2018-11-13,兴业银行银银平台11年“成绩单”：科技输出签约银行已达357家,证券日报
7070,2018-11-12,融资客青睐27股，青青稞酒买入占比高达60.46%,Wind
7071,2018-11-10,透视银行三季报：基本面逐步好转,红周刊
7072,2018-11-09,银行发力布局汽车金融全产业链,21世纪经济报道
7073,2018-11-08,首单非金融企业可持续发展债券发行：首期5亿、期限3年、评级AA,21世纪经济报道
7074,2018-11-08,区块链应用再下一程 首单智能合约管理保理ABS花落华泰证券资管,证券日报
7075,2018-11-08,京东金融保理ABS资产挂牌上交所 资产上链实现防篡改,凤凰网
7076,2018-11-08,兴业银行原副行长薛鹤峰出任福建地方金融监管局局长,证券时报
7077,2018-11-04,权益类新基金建仓速度分化,红周刊
7078,2018-11-03,泰山轮胎债权项目再次被拍卖,轮胎世界网
7079,2018-11-02,"兴业银行点评报告:息差继续上升,不良率略有上升",万联证券
7080,2018-11-01,四大行净利润均达千亿级别 交行三季度再被招行反超,新浪
7081,2018-10-31,前三季度八大股份制银行日赚11.73亿,中金在线
7082,2018-10-31,国有五大行前三季净利增速超5%，股份行资产质量喜忧参半,澎湃新闻
7083,2018-10-30,招行利润增长提速至近15% 利息、非息收入同步回暖,第一财经
7084,2018-10-30,兴业银行副行长薛鹤峰因工作调动 辞去董事等职务 董监高成员变化,挖贝网
7085,2018-10-30,银行板块盘中集体上扬 宁波银行领涨,证券时报网
7086,2018-10-30,【北上资金跟踪周报】北上资金再现净卖出，银行股被持续加仓,微信
7087,2018-10-29,兴业银行前三季度净利506亿增长7.32% 不良和关注类贷款占比微升,经济观察网
7088,2018-10-29,四大机构三季度持股动向浮出水面：金融股地产股依然是机构最爱,深圳商报
7089,2018-10-29,中国平安重回基金头号重仓股 974只基金抱团持有市值高达540亿元,证券日报
7090,2018-10-28,【申万宏源金融】兴业银行三季报点评：结构持续优化，营收加速改善,大金融研究
7091,2018-10-28,最新持仓市值3722亿！大资金调仓动向来了，第三季度重仓这些股票！,和讯
7092,2018-10-27,【东吴马婷婷】兴业银行三季报：资产负债结构大幅调整，经营情况逐季好转,马婷婷深度研究
7093,2018-10-27,10月27日上市公司业绩公告，*ST安泰前三季度净利增超59倍,和讯
7094,2018-10-27,兴业银行实现净利506.01亿元同比增长7.32%,金融时报
7095,2018-10-26,兴业银行：前三季度净利506亿元 同比增7%,e公司
7096,2018-10-26,兴业银行：前三季度净利润506.01亿元，同比增长7.32%,Wind
7097,2018-10-23,逾4000亿资金在路上：银行补血对抗资本充足率压力,第一财经
7098,2018-10-22,家族信托快速增长 未来发展空间大！,第1信托
7099,2018-10-11,【银河国际】策略 - A股市场的高alpha值大盘股,银河国际
7100,2018-10-08,沪港通十大成交活跃股排名（10月8日）,Wind
7101,2018-10-08,兴业银行合肥分行因融资业务贷后管理不力被罚30万 其他违规处罚,新浪
7102,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
7103,2018-09-26,持续发力零售端业务 兴业银行推“礼文化”储蓄产品,腾讯网
7104,2018-09-26,10万亿私行江湖激战正酣，招行+四大行瓜分70%市场,新浪
7105,2018-09-26,三大重磅利好来袭！上涨50狂飙！金融系“带头大哥”卷土重来,中财网
7106,2018-09-24,兴业银行北京分行拓展 私人银行高端客户增值服务,证券日报
7107,2018-09-23,一上市公司爆16.78亿债务逾期 10家金融机构踩雷陷债务生死胡同 违约失信,中金在线
7108,2018-09-21,[快讯]深赛格:南通赛格时代广场发展有限公司为购买其开发项目的按揭贷款客户提供阶段性担保,中财网
7109,2018-09-21,三大股指持续上攻！大金融板块火力全开！多头发起新一轮攻势？,中财网
7110,2018-09-20,又一机构深陷永煤集团债务泥潭，交银国际信托申请1.5亿诉前保全,华夏时报
7111,2018-09-19,市价7元多 定增价却至少11元 亏本生意为啥还有人接,中财网
7112,2018-09-15,兴业银行大力支持首都绿色金融发展,中国金融新闻网
7113,2018-09-14,兴业绿色票据贴现规模超3亿 北分半年提供融资近30亿,金融界
7114,2018-09-12,官宣了！蔚来获6大银行104亿授信，股价已翻10倍！今年融资已超百亿,中国基金报
7115,2018-09-12,解构银行非标投资变动（Ⅱ）,睿哲固收研究
7116,2018-09-11,银行信用卡策略分化：4银行发卡量破1亿，7银行交易额超1万亿,21世纪经济报道
7117,2018-09-09,策略深度 | 大博弈下的弱元起——2019年A股中期策略展望,超悦策略
7118,2018-09-07,兴业银行强化合规内控 重点关注同业、表外等业务,金融界
7119,2018-09-07,兴业银行首单境外资产托管业务成功落地,银河证券
7120,2018-09-07,"兴业银行2018年中报业绩点评:息差环比回升,资产质量进入“观察期”",正点财经
7121,2018-09-06,金融深一度：绿色金融服务本身就是一项创新,中国经济网
7122,2018-09-06,融资客青睐25股，广东明珠买入占比高达49.22%,Wind
7123,2018-09-06,八月衰基金之六：安信价值精选抱守银行医药显颓势,中国经济网
7124,2018-09-05,思想盛宴:各行信用卡中心高管谈发卡量增长空间,新浪
7125,2018-09-05,12家上市银行拟成立资管子公司,新快报
7126,2018-09-03,银行布局资管子公司提速,上海金融报
7127,2018-09-03,银行业中期业凸显三大亮点：信贷结构进一步调整优化,新浪
7128,2018-09-03,"兴业银行:营收加速改善,“投行商行”战略成效更进一步",申万宏源
7129,2018-09-02,首单长期限无回售CMBN长啥样？——资产证券化周报（2018.9.1）,--
7130,2018-08-31,银行卡业务收入大爆发：17家银行保持两位数增长,新浪
7131,2018-08-31,兴业银行荣获IDC“中国金融行业最佳创新项目奖”,金融界
7132,2018-08-30,浦发银行半年报“未见起色” 净利润增速恐垫底不良率仍居高,华夏时报
7133,2018-08-30,银行系资管子公司将增至11家,每日经济新闻
7134,2018-08-29,资本充足率承压 多家银行发债补血,中金在线
7135,2018-08-29,兴业银行上半年净利增速扩大，零售贡献近三成，设立资管子公司,和讯
7136,2018-08-29,【国信银行】兴业银行中报点评：净息差大幅改善,国信金融研究
7137,2018-08-29,【东吴马婷婷】兴业银行：经营状况改善，核心盈利能力向好,马婷婷深度研究
7138,2018-08-29,兴业银行设立兴银资产管理公司 注册资本不超过50亿元,中国网
7139,2018-08-29,银行冠华 | 兴业银行：资负结构优化，息差持续上行,大话金融
7140,2018-08-29,兴业银行上半年净利润增6.51% 压降“应收款项类投资”2000亿元,21世纪经济报道
7141,2018-08-29,【申万宏源金融】兴业银行中报点评：营收加速改善，“投行+商行”战略成效更进一步,大金融研究
7142,2018-08-29,兴业银行上半年净利增6.51% 非息净收入占比近四成,第一财经
7143,2018-08-28,兴业银行拟申请设立资管子公司，上半年理财余额1.62万亿同比增9.46%,21世纪经济报道
7144,2018-08-28,兴业银行上半年净利润336.57亿 营业收入同增7.36%,和讯
7145,2018-08-28,兴业银行半年报：数据演绎高质量发展,金融界
7146,2018-08-28,兴业银行上半年净赚336亿 拟设立资管子公司,证券时报网
7147,2018-08-28,兴业银行：上半年净利润同比增6.51%,Wind
7148,2018-08-28,兴业银行：上半年净利增长6.5% 证金公司增持,e公司
7149,2018-08-28,兴业银行：上半年净利润336.57亿元，同比增6.51%,Wind
7150,2018-08-27,兴业银行无锡分行紧跟总行步伐助推区域绿色产业转型升级,东方网
7151,2018-08-26,地量震荡，北上资金加仓超百亿，个股机会在哪里？,中证报
7152,2018-08-25,有温度的银行 兴业银行普惠金融实践,21世纪经济报道
7153,2018-08-25,点绿成金 绿色金融之兴业样本,21世纪经济报道
7154,2018-08-24,沪港通十大成交活跃股排名（8月24日）,Wind
7155,2018-08-21,[优于大市评级]银行行业周报：2Q行业息差环比提高 信用风险分化,中财网
7156,2018-08-21,寓义于利 添彩美丽中国 兴业银行副行长薛鹤峰谈绿色金融,全景网
7157,2018-08-19,中小银行逆袭 科技、大数据将成杀手锏,每日经济新闻
7158,2018-08-16,浙商·电气新能源环保 | 一周重要公告（2018.8.11-17）,分析师
7159,2018-08-16,兴业银行首单境外资产托管业务落地,上海金融报
7160,2018-08-15,东方园林与兴业银行达成全面战略合作并获10亿授信,金融界
7161,2018-08-15,[优于大市评级]银行行业周报：7月信贷放量 社融增速有望企稳,中财网
7162,2018-08-14,吉利揭秘入股戴姆勒背后：考虑三年，一天完成入股，与奔驰正在洽谈智能网联项目,每日经济新闻
7163,2018-08-13,兴业银行拉萨分行获批开业,证券时报网
7164,2018-08-10,兴业银行落地首单境外资产托管业务,证券时报网
7165,2018-08-09,凡普金科与兴业银行北京分行达成战略合作 多维合作互惠共赢,南方财富网
7166,2018-08-08,兴业银行：参与了吉利入股戴姆勒项目，项目合规,Wind
7167,2018-08-08,财融汇·个股研报精选,财通证券融资融券部
