,2021-12-31,大悦城对佛山淦盈提供1.75亿元担保 大额借贷担保,乐居财经
3434,2019-07-14,张旭阳离开度小满回归光大筹建理财子公司 专家称人才双向流动利好行业,中国网
3435,2019-07-12,张旭阳作别度小满，重回光大将任理财子公司董事长,财经网
3436,2019-07-12,张旭阳将回归光大银行并筹建理财子公司 称“未来和度小满依然是亲密的战友”,华夏时报
3437,2019-07-12,张旭阳回归光大筹建理财子公司，度小满寄语“仍然是朋友、战友、家人”,21世纪经济报道
3438,2019-07-12,度小满金融VP张旭阳将回归光大银行筹建理财子公司,新浪
3439,2019-07-12,独家丨度小满“完璧归赵”张旭阳确认重回光大挂帅理财子公司,中国经营网
3440,2019-07-12,上市公司高股息比拼“宝宝”军团，63只“现金奶牛”名副其实,Wind
3441,2019-07-11,中融信托城市物业更新交出亮眼成绩单 北京两项目均已满租,和讯
3442,2019-07-08,最年轻国有大行董事长：什么才是真的颜值与实力担当,新浪
3443,2019-07-02,首付交了，房子没了，地产私募爆雷又见新花招,投中网
3444,2019-07-02,平安好医生与光大银行达成战略合作,和讯
3445,2019-06-25,惠誉将招商银行评级由“BBB”上调至“BBB+”,Wind
3446,2019-06-24,光大银行(06818.HK)5亿美元票据的上市批准预期将于6月25日生效,格隆汇
3447,2019-06-21,聚力创新服务湾区，敏捷科技融入生活 ——光大银行偕集团兄弟企业参展第八届金交会,财富动力网
3448,2019-06-20,光大银行(06818.HK)为光大金瓯核定40亿元不良资产累计交易额度,格隆汇
3449,2019-06-20,银行股的“破净”烦恼,北京商报
3450,2019-06-20,光大银行：新思路新路径“破题”普惠金融,新浪
3451,2019-06-18,光大银行：2018年度A股普通股分红派息实施公告,上交所
3452,2019-06-18,瞄准银行理财子公司 度小满金融密集联姻传统金融机构,北京商报网
3453,2019-06-18,光大银行(601818.SH)拟每10股A股派1.61元 股权登记日为6月25日,格隆汇
3454,2019-06-18,[快讯]光大银行公布2018年年度分红方案,中财网
3455,2019-06-17,多渠道火力全开，银行补充资本融资在加速推进！,Wind
3456,2019-06-17,破解“信息不对称”加强风险缓释 光大银行普惠金融探新路,中国经营报
3457,2019-06-15,银行业协会：信用卡交易金额38.2万亿损失率1.27%,中国经营网
3458,2019-06-14,上海、深圳已有个别银行下调房贷利率,新京报
3459,2019-06-13,银行理财子公司路在何方？张旭阳牵线光大联姻度小满,华夏时报
3460,2019-06-13,度小满+光大银行 BAT首家领跑银行理财子公司,证券之星
3461,2019-06-13,银行理财子公司筹建之中开抢基金代销赛道,中投网
3462,2019-06-13,光大银行：光大转债自6月18日至分红派息股权登记日期间将停止转股,Wind
3463,2019-06-12,光大银行(601818.SH)A股拟10派1.61元 “光大转债”18日停牌,格隆汇
3464,2019-06-12,度小满与光大银行签署战略合作协议，将探索与银行理财子公司的合作,Wind
3465,2019-06-12,度小满与光大银行开展战略合作 金融科技助力银行理财子公司发展,中证网
3466,2019-06-10,美可高特羊乳有限公司在非医疗、药品、医疗器械的广告中使用涉及疾病治疗功能用语和在商品广告中进行虚假宣传案,天津市场监管委
3467,2019-06-05,合肥二套房贷款利率上浮多少？合肥各大银行房贷利率最新数据一览,中研网
3468,2019-06-04,光大银行估值之辨,证券日报
3469,2019-06-04,招行拟发行不超过500亿减记型永续债 商业银行永续债发行热度持续,每日经济新闻
3470,2019-06-04,深扒花呗、借呗、捷信、乐信等20家平台真实逾期数据,新浪
3471,2019-06-03,净利排名同业倒数第3 山西信托接连踩雷违约执行困难,投资时报
3472,2019-05-31,36股获券商买入评级 四维图新目标涨幅达60.48%,Wind
3473,2019-05-31,光大银行“价值创造年”再出发 估值洼地明显证金汇金坚守,证券日报
3474,2019-05-30,光大银行：2018年度股东大会决议公告,上交所
3475,2019-05-30,睿智投资｜中国光大银行 H (6818 HK，买入) - 云缴费——数字化转型助推器,招银国际
3476,2019-05-30,"光大银行:云缴费,数字化转型助推器",招银国际
3477,2019-05-29,新潮能源的“掏空”往事：被贱卖的资产和掉过的坑,新浪
3478,2019-05-29,光大银行(601818.SH)：调整整固初见成效，迈入新赛道，维持“买入”评级，目标价4.90 元/4.43 港元,格隆汇
3479,2019-05-28,股份制银行凭什么“躺着赚钱”？ 利息收入仍占61%,新浪
3480,2019-05-28,北上资金抄底55亿，5个交易日这些个股被大幅增持或减持,Wind
3481,2019-05-28,北上资金半天杀入37亿元，5个交易日这些个股被大幅增持或减持,Wind
3482,2019-05-28,科大讯飞与光大银行在合肥签署战略合作协议,Wind
3483,2019-05-25,奇瑞集团与光大银行签约 获不低于100亿元授信额度,盖世汽车
3484,2019-05-24,科大讯飞与光大银行签署战略合作协议,e公司
3485,2019-05-24,光大银行顶风违规“银保驻点销售”受罚35万元 其他违规处罚,圈中人
3486,2019-05-13,成都银行首份年报光鲜背后显隐忧 重要指标全线下挫 连续下跌,投资时报
3487,2019-05-13,聚焦| 银行资管变局与理财业务转型,和讯
3488,2019-05-11,运用盈利性指标筛选股份制银行潜力股,红周刊
3489,2019-05-10,"安信证券：将光大银行评级调低为""增持""",Wind
3490,2019-05-07,摩根士丹利下调四大行评级 投资评级恶化,Wind
3491,2019-05-05,【申万宏源金融】银行业2019年一季报综述,大金融研究
3492,2019-05-05,光大银行一季度净利97.33亿元 同比增长8% 现金流量净额为-321.97亿元,挖贝网
3493,2019-05-05,银行消费贷二十载：大行整体收缩 光大、上海、江苏等中小银行猛进,新浪
3494,2019-04-30,光大银行1季报详细解读：业绩高增，资负结构优化持续【中泰银行·戴志锋】,传统借贷vs新型金融
3495,2019-04-30,32家A股上市银行晒2018年成绩单 净利回暖、不良下降 盈利能力下降,北京商报网
3496,2019-04-30,银行冠华 | 中报综述：利润增速提升，不良整体改善,大话金融
3497,2019-04-30,六成上市公司一季报业绩同比增长,证券时报网
3498,2019-04-30,上市银行2018年净利增速提升 基本面改善板块估值修复可期,证券日报
3499,2019-04-30,2707家公司披露一季报证金、汇金等持股名单曝光,重庆商报
3500,2019-04-29,三百万买银行代销信托踩雷 女子向山西信托索偿无果 投资失误,新浪
3501,2019-04-29,“开门红”战报陆续出炉 哪家银行跑得快？,第一财经
3502,2019-04-29,招银国际：上调光大银行(06818)评级至“买入” 升目标价至4.6港元,智通财经
3503,2019-04-29,"美银美林：升光大银行(06818.HK)目标价至3.6港元 评级""跑输大市""",格隆汇
3504,2019-04-29,睿智投资｜光大银行 (6818 HK，买入) - 盈利趋势持续向好；上调至「买入」评级,招银国际
3505,2019-04-29,【银行】601818*光大银行:营收及拨备前利润保持高增，不良确认力度维持高位*买入,中银国际证券研究
3506,2019-04-28,【申万宏源金融】光大银行一季报点评,大金融研究
3507,2019-04-28,光大银行：营收增速创近年新高，理财子公司筹建获批,志明看金融
3508,2019-04-27,光大银行一季度实现净利97.51亿元 比上年同期增长7.50%,中国金融新闻网
3509,2019-04-26,光大银行一季度净利增长7.5% 杠杆率下降0.16%,证券时报网
3510,2019-04-26,光大银行：一季度净利润同比增7.54%,Wind
3511,2019-04-26,光大银行：一季度净利同比增长7.54%,e公司
3512,2019-04-25,急需“补血”多家银行公布资本补充计划,北京商报网
3513,2019-04-22,银行理财子公司陆续落地 银行理财概念股一览,云掌财经
3514,2019-04-22,银行理财子公司陆续落地 机构称二季度抓稳银行股,中投网
3515,2019-04-22,华夏银行2018年不良贷款“双升”,中保网
3516,2019-04-21,招行、光大理财子获批筹建 首批银行理财子公司开业临近,第一财经
3517,2019-04-20,逾30家银行筹建理财子公司 人才建设是重要抓手,中国经营报
3518,2019-04-19,首批两家股份制银行理财子公司获批 宣布设立的银行数量已突破30家,证券日报
3519,2019-04-19,招行、光大同时获批“理财子公司”,Wind
3520,2019-04-18,首家股份行理财子公司获批筹建 光大银行获准入局,北京商报网
3521,2019-04-18,公告精选：视觉中国遭天津网信办罚款30万元；中国人寿一季度净利增逾八成；两公司大幅下修年报业绩预期,每日经济新闻
3522,2019-04-18,光大银行：银保监会同意本行出资50亿元筹建光大理财有限责任公司,Wind
3523,2019-04-18,非吸超亿元的光大银行前员工遭监管“喊话”，屡见不鲜的飞单如何防？,经济观察网
3524,2019-04-18,破净股减少至75只 部分存“补涨”动能,投资快报
3525,2019-04-17,银行股直线攀升，上证50翻红,Wind
3526,2019-04-16,上市银行理财收入骤降 高净值资管猛增,钱江晚报
3527,2019-04-16,P2P网贷上市公司出现分化，备案高门槛令中小型平台股价承压,和讯
3528,2019-04-16,2019年上市银行首个再融资高潮到来 永续债成首选资本补充手段,证券日报
3529,2019-04-15,非法吸储超1亿 光大银行80后女员工玩“失踪”,新浪
3530,2019-04-15,中国光大国际(00257.HK)附属与中国光大集团订立光大水务存款及贷款服务框架协议,格隆汇
3531,2019-04-14,金融科技成上市银行年报热词 3种方式助力智能化转型,第一财经
3532,2019-04-12,银行盈利能力仍待改善,证券市场周刊
3533,2019-04-12,银行业绩起底:工行每小时赚3398万 中原净利蒸发三成,投资时报
3534,2019-04-12,发卡速度放缓、不良率抬升——信用卡业务“凉凉”了吗,经济日报
3535,2019-04-12,楼市基调未变：银行房贷业务风险须警惕,新浪
3536,2019-04-11,光大银行(06818.HK)拟4月26日举行董事会会议 审核一季度业绩,格隆汇
3537,2019-04-10,五大行制造业贷款占比缩减 房地产信贷为股份行大头,第一财经
3538,2019-04-09,A股头条之上市公司公告精选（4.10）,金融界
3539,2019-04-09,年初至今865家A股公司净减持,中新经纬
3540,2019-04-09,周二上市公司晚间重要公告（更新中）,金融界
3541,2019-04-09,光大银行：证监会核准公司非公开发行不超3.5亿股优先股,Wind
3542,2019-04-09,六家上市股份制银行实力大PK 哪家银行能脱颖而出？,广州日报
3543,2019-04-09,我省多家农商行进入行业前十强,和讯
3544,2019-04-09,金融科技成银行年报高频词汇：招行、建行均提及超60次,证券日报
3545,2019-04-08,银行加速布局金融科技下一步抢夺人才,中国经营报
3546,2019-04-08,零售银行转型路径：从经营“银行”到经营“零售”,新浪
3547,2019-04-07,【申万宏源金融】银行业2019年一季报前瞻,大金融研究
3548,2019-04-07,多家银行去年信用卡不良率抬头，警惕共债风险传导,第一财经
3549,2019-04-06,5家银行去年信用卡量破亿，分期业务成创收主渠道，高增长下不良贷款余额达788亿,券商中国
3550,2019-04-05,六家股份行零售业绩大比拼：谁领风骚，谁在掉队,经济观察网
3551,2019-04-04,九大股份行2018年业绩PK：5家营收增速超过10% 浦发银行不良率最高,每日经济新闻
3552,2019-04-04,光大银行布局普惠金融“蓝海”：信贷投放年增长30%,财经网
3553,2019-04-04,房贷增速扫描：五大行普降，有股份行增速降60个百分点,Wind
3554,2019-04-04,A股回暖130只个股仍“破净”投资者咋“淘金”？,重庆商报
3555,2019-04-04,光大银行2018年报点评:ROA小幅回升,国信证券
3556,2019-04-03,社保基金减持交行背后：这几年“国家队”在银行股的来来往往,第一财经
3557,2019-04-03,光大银行：效益、质量双提升，营收增幅超20%,证券时报网
3558,2019-04-03,光大银行营收首破千亿 瞄准财富管理发展亮点,全景网
3559,2019-04-03,银行血拼零售业务 信用卡、房贷成绝对主力,第一财经日报
3560,2019-04-02,光大银行：安邦资管减持可转债3000万张 减持股份,Wind
3561,2019-04-02,光大银行(06818.HK)：83.8万元光大转债获转为19.65万股A股,格隆汇
3562,2019-04-02,光大银行(06818.HK)：安邦资管合计减持3000万张可转债,格隆汇
3563,2019-04-02,中国银行业熬过最艰难的时刻了吗？,经济观察网
