,2021-12-31,35股今日获机构买入评级,证券时报网
2755,2018-09-28,今世缘：国缘系列10月起提价 彰显品牌信心,东北证券
2756,2018-09-28,"食品饮料行业:从海外经验看食饮龙头成长路径及估值体系,龙头是如何养成的",申万宏源
2757,2018-09-27,看好中国｜消费升级——白酒旺季行情可期,巨丰财经
2758,2018-09-27,11股获券商买入评级 华灿光电目标涨幅达44.49%,Wind
2759,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
2760,2018-09-26,巨丰收评：大盘冲高回落 已逐步转强,巨丰财经
2761,2018-09-26,巨丰热点：白酒涨价刺激板块整体活跃,巨丰财经
2762,2018-09-25,【快评|国信食饮】提价彰显品牌自信，国缘系列再征程,瑶食梦饮
2763,2018-09-25,日常消费品：板块相对价值凸显 荐15股,申万宏源
2764,2018-09-22,今世缘国缘系列全线提价,Wind
2765,2018-09-22,今世缘国缘系列全线提价,新浪
2766,2018-09-20,看好中国｜消费升级——食品饮料股价和业绩背离,巨丰财经
2767,2018-09-20,数据王：进场的资金去了哪里？,巨丰财经
2768,2018-09-19,【解盘论市】三大股指放量走强，地产携手白酒齐反弹,Wind
2769,2018-09-19,【异动股】白酒股午后持续走强 今世缘(603369-CN)涨超8%,财华社
2770,2018-09-19,酿酒板块盘中冲高 今世缘涨逾7%,证券时报网
2771,2018-09-19,白酒股全线上扬，今世缘冲击涨停,Wind
2772,2018-09-18,【招商食品 | 白酒中秋跟踪】茅台动销旺，中档升级快，关注龙头超跌机会,招商食品饮料
2773,2018-09-18,"食品饮料行业周报:基本面良好,静待中秋旺季催化",山西证券
2774,2018-09-17,机构解析：周二热点板块及个股（附股）,中证网
2775,2018-09-17,日常消费品：茅台批价略反弹 荐15股,申万宏源
2776,2018-09-17,日常消费品：稳中求胜 荐7股,华鑫证券
2777,2018-09-13,看好中国｜消费升级——食品饮料股价和业绩背离,巨丰财经
2778,2018-09-13,食品饮料中期业绩增速平稳 下半年旺季迎投资机会,大众证券报
2779,2018-09-12,中高端布局“带暖”的酒业,北京商报
2780,2018-09-11,建议持续关注白酒、调味品与乳制品龙头,佳酿网
2781,2018-09-11,"食品饮料行业周报:中秋旺季催化,估值回落配置价值明显",山西证券
2782,2018-09-07,【申万食品饮料-吕昌、周缘】白酒2018年中报总结：行业景气延续 把价值交给时间,申万食品饮料研究
2783,2018-09-05,券商首次关注3股并给予买入评级（9月5日）,Wind
2784,2018-09-05,"食品饮料行业白酒板块中报总结:地产酒普遍超预期,当前位置仍看好",安信证券
2785,2018-09-05,"食品饮料行业白酒板块中报总结:刚需品种更优,新常态仍有信心",安信证券
2786,2018-09-04,今日资金抢入六只强势股一览（2018年9月4日）,中财网
2787,2018-09-04,今世缘：受益茅台提价和省内消费升级 次高端国缘增速较快,国海证券
2788,2018-09-03,象屿、茅台、五粮液、怡亚通等入选中企500强；今世缘5.5亿增资投资公司,I黑马
2789,2018-09-02,9月2日上市公司晚间公告速递,新浪
2790,2018-09-02,今世缘：拟5.5亿元增资旗下投资公司,Wind
2791,2018-09-02,今世缘：拟5.5亿元增资旗下投资公司,e公司
2792,2018-08-31,19家上市酒企半年报榜：茅五洋营收占比七成，竞争加剧销售成本普增,搜狐
2793,2018-08-31,把握优质白酒公司估值修复机会,佳酿网
2794,2018-08-31,3539家上市公司上半年净利增长14.39%，三大行业表现抢眼,中证报
2795,2018-08-30,17家白酒上市公司晒半年成绩单，这三家占了总净利润的近八成,和讯
2796,2018-08-28,食品饮料传统旺季临近 机构集体捧场白酒股,中证网
2797,2018-08-28,巨丰早评：A股反弹将延续,巨丰财经
2798,2018-08-28,传统旺季临近 食品饮料板块迎估值修复良机,中证报
2799,2018-08-28,中报业绩稳定增长助反弹行情延续,中证报
2800,2018-08-27,周素明：打造民族品牌是中国企业义不容辞的责任担当,中证网
2801,2018-08-27,食品饮料行业周报：茅台如期放量、中秋旺季启动，板块业绩确定性强,方正证券
2802,2018-08-27,巨丰午评：积极因素促A股普涨,巨丰财经
2803,2018-08-27,白酒板块单边上行，顺鑫农业触及涨停,Wind
2804,2018-08-27,【安信食品|专题】食品饮料行业已出中报情况简析和总结,安信食饮
2805,2018-08-24,食品饮料行业动态：选择最有竞争力的低估值白酒龙头,中财网
2806,2018-08-23,8月23日有34家公司获重要股东增减持 伟明环保已被连续减持25次 减持股份,Wind
2807,2018-08-23,9家酒企上半年业绩全线飘红 高端酒量价齐升是主因,证券日报
2808,2018-08-22,白酒“盛世隐忧”：上市酒企预收款普降，经销商看淡下半年需求|消费专题,搜狐
2809,2018-08-21,A股共发生48宗大宗交易成交10.29亿元（8月21日）,Wind
2810,2018-08-21,今世缘今日大宗交易成交190.70万股，成交价15.41元折价13.18%,Wind资讯
2811,2018-08-21,22日机构强推买入六股成摇钱树,证券之星
2812,2018-08-21,"食品饮料行业周报:基本面无异常,板块回调配置价值凸显",山西证券
2813,2018-08-20,[推荐评级]食品饮料行业周报：聚焦确定性最优品种,中财网
2814,2018-08-20,[看好评级]食品饮料行业周报：大众品增长稳健 白酒紧盯旺季销售,中财网
2815,2018-08-20,[买入评级]食品饮料行业周报：调整后关注优质价值股机会,中财网
2816,2018-08-20,【快评|国信食饮】国缘V系列发布，品牌形象持续提升,瑶食梦饮
2817,2018-08-20,[推荐评级]食品饮料行业周报：市场低迷致板块杀跌 但基本面依旧稳定向好,中财网
2818,2018-08-20,方正证券：白酒行业基本面平稳，把握布局机会,Wind
2819,2018-08-20,[买入评级]食品饮料行业投资策略：白酒企业二季度淡季仍保持较快增长 继续看好白酒和食品龙头,中财网
2820,2018-08-20,现场||今世缘冲击高端再下一城，国缘升级版来了！,糖酒快讯
2821,2018-08-20,【市场低迷致板块杀跌，但基本面依旧稳定向好—方正食品饮料180819】,虎哥的研究
2822,2018-08-19,日常消费品：继续看好白酒和食品龙头 荐16股,广发证券
2823,2018-08-19,日常消费品：市场低迷致板块杀跌 荐14股,方正证券
2824,2018-08-17,“今世缘”入选新华社民族品牌工程,中证网
2825,2018-08-15,[推荐评级]今世缘(603369)调研纪要：预期2H18业绩加速成长,中财网
2826,2018-08-14,[看好评级]食品饮料行业周报：短期消费带来波动 行业基本面无异常,中财网
2827,2018-08-14,[推荐评级]食品饮料行业周报：白酒调研反馈积极 绝味需求向好扩产继续,中财网
2828,2018-08-13,[推荐评级]食品饮料行业周报：七月线上增速有所回落 线下茅台终端需求最旺,中财网
2829,2018-08-13,[推荐评级]食品饮料行业周报：白酒本质是结构性趋势 悲观预期致板块超跌,中财网
2830,2018-08-13,【白酒本质是结构性趋势，悲观预期致板块超跌—方正食品饮料180812】,虎哥的研究
2831,2018-08-13,三四线白酒股获增持 公募基金继续淘金食品饮料,佳酿网
2832,2018-08-12,[优于大势评级]食品饮料行业动态报告：茅台业绩略超预期 行业长期持有价值显现,中财网
2833,2018-08-07,"今世缘:省内精耕细作,省外市场开拓加速",国联证券
2834,2018-08-07,"食品饮料行业周报:行业基本面良好,板块回调配置良机凸显",山西证券
2835,2018-08-07,"食品饮料行业:茅台业绩略超预期,行业长期持有价值显现",东北证券
2836,2018-08-06,联讯证券：中报视角窥探行业 政策视角分析周期,联讯证券
2837,2018-08-06,【有基本面、有业绩，静待市场转机—方正食品饮料180805】,虎哥的研究
2838,2018-08-06,用时间换空间成主基调 万华化学等10股被券商推荐,投资者报
2839,2018-08-05,日常消费品：有基本面及有业绩 静待市场转机,方正证券
2840,2018-08-03,今世缘：受益省内消费升级 业绩延续高增长,广发证券
2841,2018-08-03,【太平洋证券 今日早读】非银、机械设备深度报告|今世缘、韦尔股份、分众传媒公司点评（20180803）,太平洋证券研究
2842,2018-08-02,89股获券商买入评级，宏发股份目标涨幅达83.75%,Wind
2843,2018-08-01,今日资金抢入六只强势股一览（2018年8月1日）,中财网
2844,2018-08-01,[买入评级]今世缘(603369)中报点评：国缘维持放量增长 省外拓展速度加快,中财网
2845,2018-08-01,券商首次关注5股并给予买入评级（8月1日）,Wind
2846,2018-08-01,[买入评级]今世缘(603369)中报点评：深耕省内市场 产品结构进一步升级,中财网
2847,2018-08-01,【食品饮料丨薛玉虎】今世缘(603369)：高增态势延续，次高端逻辑强化,方正证券研究
2848,2018-08-01,中报业绩受关注 白酒企业景气度或持续,中证报
2849,2018-08-01,"今世缘:深度全省化叠加产品结构上移,中报业绩符合预期",证券之星
2850,2018-08-01,"今世缘:淡季持续高增长,业绩符合市场预期",东北证券
2851,2018-07-31,今世缘 (603369)【申万食品饮料-吕昌、周缘】18年中报点评：产品结构上移，省外增速快于省内，业绩符合预期,申万食品饮料研究
2852,2018-07-31,省内占比过高 今世缘急拓市场求变,北京商报网
2853,2018-07-31,[看好评级]食品饮料行业周报：白酒行稳致远景气不变 榨菜中报超预期继续推荐,中财网
2854,2018-07-31,[买入评级]食品饮料行业周报：白酒、食品龙头中期业绩增长良好 建议关注白酒、食品龙头,中财网
2855,2018-07-31,今世缘：产品结构进一步升级 买入评级,中信建投
2856,2018-07-31,今世缘（603369）2018年中报点评：产品结构持续升级，省内外发展一片向好,国信研究
2857,2018-07-31,今世缘上半年业绩开挂 与上下游公司议价能力是短板,新浪
2858,2018-07-31,食品饮料行业动态：市场再次低估了名酒成长的可持续性,中财网
2859,2018-07-31,【安信食品|中报点评】今世缘：增长态势延续，全年可期,北外滩食饮俱乐部
2860,2018-07-31,[推荐评级]今世缘(603369)中报点评：国缘品牌带动公司二季度营收持续高增长,中财网
2861,2018-07-31,今世缘上半年业绩增幅超过30% 机构上调盈利预期,新浪
2862,2018-07-31,【今世缘中报点评：高增态势延续，次高端逻辑强化—方正食品饮料180730】,虎哥的研究
2863,2018-07-30,【长城食饮每日资讯0730】今世缘中报营收增30.8%，利润增31.6%,宇光食饮日讯
2864,2018-07-30,今世缘半年报：次高端产品显成效，营收同比增30.81%,搜狐
2865,2018-07-30,今世缘上半年净利8.56亿元 同比增长31.56%,中国网
2866,2018-07-30,今世缘：上半年实现净利润8.56亿元，同比增长31.56%,Wind
2867,2018-07-30,日常消费品：建议关注白酒及食品龙头 荐18股,广发证券
2868,2018-07-25,【长城食饮每日资讯0725】今世缘减持计划过半，已减持总股本1%,宇光食饮日讯
2869,2018-07-25,[强于大市评级]食品饮料行业专题报告：食饮&白酒2Q超配加大 北上资金偏爱绝对龙头,中财网
2870,2018-07-25,[看好评级]食品饮料行业周报：中报业绩捷报频传 关注超预期个股,中财网
2871,2018-07-24,[推荐评级]食品饮料行业深度研究报告：板块重仓比例提升 聚焦稳定性龙头,中财网
2872,2018-07-24,[买入评级]食品饮料行业周报：关注中报业绩释放 坚守龙头寻找确定性机会,中财网
2873,2018-07-24,[看好评级]食品饮料行业周报：中报确定性的溢价 食品饮料不悲观,中财网
2874,2018-07-24,[买入评级]食品饮料行业周报：2018Q2国内公募基金持仓占比提升 建议关注白酒、食品龙头,中财网
2875,2018-07-24,4只白酒股入选牛股榜,佳酿网
2876,2018-07-23,[看好评级]食品饮料行业周报：基金Q2持仓明显提升 继续看好板块配置价值,中财网
2877,2018-07-23,深度*行业*基金2Q18食品饮料仓位：仓位重新上升,中财网
2878,2018-07-23,[推荐评级]食品饮料行业周报：6月白酒、啤酒产量同比下滑 不改行业中长期逻辑,中财网
2879,2018-07-23,[推荐评级]食品饮料行业周报：中报业绩前瞻,中财网
2880,2018-07-23,[领先大市-A评级]食品饮料行业周报：本期专题：刚需逻辑成为白酒投资主线,中财网
2881,2018-07-23,[买入评级]今世缘(603369)更新报告：三大增长点助推公司经营业绩提速,中财网
2882,2018-07-23,【中报业绩前瞻—方正食品饮料180722】,虎哥的研究
2883,2018-07-19,今世缘两股东同时减持合计不超0.6％股份,中国网
2884,2018-07-19,[推荐评级]食品饮料行业中报预览：高端稳增向好 大众略有分化,中财网
2885,2018-07-18,7月18日有57家公司获重要股东增减持 泛海控股已被连续增持72次,Wind
2886,2018-07-17,晚间重要公告2018年7月17日星期二,Wind
2887,2018-07-17,多家公司发布减持公告：基蛋生物等股东拟大举套现,Wind
2888,2018-07-17,[强于大市评级]深度*行业*食品饮料行业周报：白酒中报值得期待,中财网
2889,2018-07-16,[领先大市-A评级]食品饮料行业中报前瞻：白酒优先看好刚需 大众品注意防范风险,中财网
2890,2018-07-16,[看好评级]食品饮料行业周报：高端酒价格已上行 看好板块下半年估值切换行情,中财网
2891,2018-07-16,[买入评级]食品饮料行业周报：2018H1阿里系食品饮料销售数据靓丽 建议关注白酒、食品龙头,中财网
2892,2018-07-16,[领先大市-A评级]食品饮料行业周报：刚需抗风险角度选股 地产酒热度不减,中财网
2893,2018-07-12,[买入评级]食品饮料行业周报：高端、区域白酒龙头基本面良好 建议关注白酒、食品龙头,中财网
