,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
2549,2019-08-09,光大证券(601788.SH)因质押式证券回购纠纷向法院提起两起诉讼 诉讼纠纷,格隆汇
2550,2019-08-08,光大证券(06178-HK)7月净利润增5%,财华社
2551,2019-08-08,临危受命者尴尬“抽身”B面：光大证券“一线坠落”,21世纪经济报道
2552,2019-08-07,光大证券：7月母公司净利润1.49亿元,中证网
2553,2019-08-07,光大证券：母公司7月实现净利润1.49亿元，6月净利润为1.99亿元,Wind
2554,2019-08-07,五粮液上半年盈利93亿元 多家机构发研报推荐，给出“买入”评级,信息时报
2555,2019-08-06,A股市场破净股一览（8月6日）,Wind
2556,2019-08-05,重回高增长轨道 券商上半年先锋榜出炉,投资者报
2557,2019-08-04,光大资本坠入52亿收购风暴眼背后：差额补足函和涉贿参与者,澎湃新闻
2558,2019-08-02,王勇辞去光大证券(06178.HK)首席风险官 董监高成员变化,格隆汇
2559,2019-08-02,早间公告：双环传动拟收购STP集团81%股权，光大证券首席风险官辞职,Wind
2560,2019-08-02,光大证券：首席风险官辞职,Wind
2561,2019-08-02,MPS事件或涉及行贿 光大证券首席风险官或辞职 其他违规处罚,新浪
2562,2019-08-01,MPS事件再发酵！光大证券合规总监和首席风险官又请辞，五关键人去职,Wind
2563,2019-07-30,中国光大银行(06818.HK)为光大证券核定135亿元授信额度,格隆汇
2564,2019-07-30,暴风突袭暴风，谁为52亿MPS收购案买单？,光大证券
2565,2019-07-30,光大证券：Tesla（TSLA.US）Q2净亏损收窄，预计2019年交付量在36-40万辆之间 预亏,智通财经
2566,2019-07-29,实控人冯鑫被采取强制措施 暴风集团究竟怎么了？ 其他违规处罚,投资时报
2567,2019-07-29,光大回应冯鑫被采取强制措施：非自己报案，不影响追讨回购款 其他违规处罚,澎湃新闻
2568,2019-07-29,暴风集团突发黑天鹅，昔日妖股将何去何从,全景网
2569,2019-07-29,27家上市券商派现202亿元 17家红包缩水 最高逾9成,证券日报
2570,2019-07-29,谁把冯鑫送进了铁窗？,中国企业家网
2571,2019-07-29,暴风集团实控人被抓 400亿市值已跌剩5% 其他违规处罚,券商中国
2572,2019-07-28,冯鑫深陷暴风眼,和讯
2573,2019-07-28,暴风危机升级，实控人涉嫌犯罪被采取强制措施，400亿市值跌剩20亿 其他违规处罚,e公司
2574,2019-07-26,光大证券：探索推进“证券+”综合扶贫创新模式,中证网
2575,2019-07-25,机构游资逢低抢筹 10只股受资金青睐,财富动力网
2576,2019-07-23,揭秘科创板首日投资者行动（下）：多家券商客户开通科创板热情高涨，交易系统更是轻松应对！,每日经济新闻
2577,2019-07-19,券业海外布局较量！多家已大手笔增资,券商中国
2578,2019-07-18,光大证券今日大宗交易成交41.24万股，成交价11.52元溢价0.96%,Wind
2579,2019-07-16,光大证券(601788)2019年第二期短融券(债券通)兑付完成，本息共计30.22亿元。,中国金融信息网
2580,2019-07-12,光大证券因质押式证券回购纠纷向法院提起诉讼 涉资2.35亿元 诉讼纠纷,第一财经
2581,2019-07-12,光大证券(06178.HK)因质押式证券回购纠纷向法院提起诉讼 诉讼纠纷,格隆汇
2582,2019-07-12,光大证券：公司请求法院判令郑某某等偿还融资本金、支付融资利息等2.3亿元 诉讼纠纷,Wind
2583,2019-07-11,光大证券(601788.SH)拟每10股派1元 股权登记日为7月18日,格隆汇
2584,2019-07-11,光大证券(06178.HK)将于7月19日派发A股每股红利0.1元,格隆汇
2585,2019-07-09,光大证券(601788.SH)6月母公司净利润1.99亿元 上年同期亏损1.04亿元 亏损,格隆汇
2586,2019-07-09,光大证券：母公司6月份净利润约2亿元,e公司
2587,2019-07-09,光大证券(06178.HK)6月实现净利润1.99亿元 比上年同期扭亏,格隆汇
2588,2019-07-06,光大证券短期融资券发行 总额为20亿元,挖贝网
2589,2019-07-05,光大证券(601788.SH)完成发行20亿元的2019年度第四期短期融资券(债券通),格隆汇
2590,2019-07-04,光大证券董事长正式任职 券商高管密集更替,新华网
2591,2019-07-04,闫峻正式就任光大证券新董事长 曾表示要从两方面发力科创板,券商中国
2592,2019-07-03,光大证券：闫峻7月3日起就任公司董事长,e公司
2593,2019-07-03,光大证券(601788.SH)：自7月3日起闫峻就任公司董事长(执行董事),格隆汇
2594,2019-07-03,光大证券：董事会同意选举闫峻担任公司董事长,Wind
2595,2019-07-01,招行“踩雷”背后：与钱端“甩锅” 理财资金踩雷,新浪
2596,2019-06-30,券业放大榜！131 家券商上半年业绩排名揭晓，最赚钱的是这 10 家,券商中国
2597,2019-06-28,东海证券因管控不到位吃监管函 资管计划也出问题,新浪
2598,2019-06-21,招行频繁踩雷背后总市值近万亿元的招行究竟怎么了?,证券市场周刊
2599,2019-06-17,光大证券开馆纳贤 推动人才招聘机制进一步市场化透明化,每经网
2600,2019-06-17,开设“招贤馆” 光大证券发力盘活“人才之水”,证券日报
2601,2019-06-17,光大证券启动人才招聘 覆盖信息技术和风险合规等岗位,中证网
2602,2019-06-14,光大证券董事长闫峻：两大举措发力 为科创企业提供精准金融服务,中证网
2603,2019-06-13,股东离场员工离职 暴风海外并购失意7.5亿诉讼难了,投资时报
2604,2019-06-11,公告点题｜6月10日这些公告有看头,第一财经
2605,2019-06-11,海外并购爆雷被诉 暴风集团雪上加霜 诉讼纠纷,时代周报
2606,2019-06-10,光大证券：母公司5月净利润1.83亿元，4月净利为8553万元,Wind
2607,2019-06-10,光大证券(06178.HK)5月母公司净利跌5.1%至1.83亿元 盈利能力下降,格隆汇
2608,2019-06-10,光大证券：母公司5月净利1.83亿元 环比大增,e公司
2609,2019-06-09,手握2万亿理财资金的招行，为何多次踩雷？,钛媒体
2610,2019-06-06,招商银行“35亿诉讼”背后：三家上市公司拖入其中 谁是最终买单者？,华夏时报
2611,2019-06-06,中国财团被3个意大利人割韭菜 52亿血本无归,华夏时报
2612,2019-06-06,一场暴风影音引发的金融惨剧,和讯
2613,2019-06-05,券商股午后冲高，华林证券直线封板,Wind
2614,2019-06-05,暴风集团风暴掀翻多家金融机构，谁为52亿资金兜底？,第一财经
2615,2019-06-05,光大证券子公司52亿海外并购爆雷？公司：不要故意杜撰改编,第一财经
2616,2019-06-04,光大证券：公司经营管理正常，财务状况稳健,Wind
2617,2019-06-04,光大证券固定收益承销业务跃入行业第一梯队,中证网
2618,2019-06-03,中国财团被“割韭菜”？招行怒了：光大证券还我35亿,新浪
2619,2019-06-03,招行追债索赔35亿 光大证券子公司涉海外并购爆雷,新浪
2620,2019-06-03,两个意大利人摧毁52亿元中国财富？招行怒告光大“黑沙掌”！,凤凰网
2621,2019-06-03,A股市场破净股一览（6月3日）,Wind
2622,2019-06-03,港股异动 | 光大证券AH股齐跌 子公司遭招行起诉索偿35亿元 诉讼纠纷,格隆汇
2623,2019-06-03,光大证券低开低走重挫5.56%报10.53元 成交3.06亿元,腾讯网
2624,2019-06-03,海外并购血本无归！光大资本被指兜底赖账,网贷之家
2625,2019-06-02,光大证券海外投资踩雷发酵 招商银行索赔近35亿元 投资失误,新浪
2626,2019-06-01,海外投资“踩雷”再起波澜 招行起诉光大资本索赔近35亿元,每日经济新闻
2627,2019-06-01,彻底掰了，索赔35亿！招行怒告光大证券子公司，海外投资踩大雷！ 诉讼纠纷,中国基金报
2628,2019-06-01,招商银行起诉光大资本 要求索赔35亿元 诉讼纠纷,每日经济新闻
2629,2019-06-01,招行向光大资本索赔35亿 踩雷MPS事件连环发酵,21世纪经济报道
2630,2019-06-01,光大证券境外投资连环雷：被招商银行起诉 索赔近35亿元 诉讼纠纷,腾讯网
2631,2019-06-01,光大证券踩雷暴风再发酵 优先级出资人招行索偿35亿,新浪
2632,2019-05-31,光大证券子公司遭诉讼 涉及金额34.89亿,21世纪经济报道
2633,2019-05-31,光大证券：子公司光大资本涉诉 影响暂无法准确估计 诉讼纠纷,中证网
2634,2019-05-31,光大证券：全资子公司重要事项进展暨涉及诉讼 诉讼纠纷,Wind
2635,2019-05-29,融资客青睐22股，美好置业买入占比高达50.38%,Wind
2636,2019-05-28,光大证券(06178.HK)拟派末期息 每10股1.00元(含税),格隆汇
2637,2019-05-27,两融业务成资产减值出血点 相关诉讼频发银河证券风控待解 诉讼纠纷,投资时报
2638,2019-05-22,曾创A股涨停纪录 如今不抵一套房 暴风集团遭问询、索赔两难,华夏时报
2639,2019-05-22,券商资管规模连降11个月至11.9万亿元,证券日报
2640,2019-05-21,两融业务成资产减值出血点 相关诉讼频发银河证券风控待解 诉讼纠纷,投资时报
2641,2019-05-19,光大证券短期融资券发行 总额为30亿元,挖贝网
2642,2019-05-16,光大证券：红豆股份一季度毛利率提升 促净利恢复增长,金融界
2643,2019-05-16,关于公布2019年第一次浙江辖区证券经营机构现场检查随机抽查结果的通知,浙江证监局
2644,2019-05-16,首期参与“投资者教育进百校”活动证券公司的名单,中证协
2645,2019-05-14,康盛股份(002418.SZ)：浙江润成质押股份违约 民生证券及光大证券拟合计处置不超3466.4万股,格隆汇
2646,2019-05-13,康盛股份：实控人之一致行动人存被动减持风险,e公司
2647,2019-05-11,暴风集团市值蒸发超九成 遭光大证券索赔7.5亿元,中国经济网
2648,2019-05-10,暴风集团实控人涉嫌犯罪被采取强制措施！市值缩水20倍，暴风如何一步步陷入风暴？ 其他违规处罚,21财闻汇
2649,2019-05-10,暴风集团陨落：被起诉索赔逾7.5亿 净利润亏损近11亿,长江商报
2650,2019-05-09,暴风集团被昔日伙伴索赔7.5亿！还是因为3年前那起失败投资 诉讼纠纷,每日经济新闻
2651,2019-05-09,光大证券(601788.SH)4月母公司净利润8553.91万元 同比增长3.94%,格隆汇
2652,2019-05-09,光大证券：母公司4月净利环比降82% 盈利能力下降,e公司
2653,2019-05-09,光大证券：4月母公司净利润8553万元，3月净利为4.74亿元,Wind
2654,2019-05-09,一线|光大起诉暴风集团 索赔境外收购项目损失本息7.5亿元 诉讼纠纷,腾讯网
2655,2019-05-09,合作破裂昔日伙伴反目 暴风集团遭光大证券索赔超7.5亿 经营问题,21经济网
2656,2019-05-09,收购体育业务埋下“雷” 暴风集团今被索赔逾7.5亿,每日经济新闻
2657,2019-05-08,连踩3只闪崩股！更要命的是配资3600万，这起场外配资纠纷案宣判，看配资风险有多高,和讯
2658,2019-05-08,[公司]暴风集团遭光大证券下属公司起诉 诉讼纠纷,全景网
2659,2019-05-08,海通恒信通过港交所聆讯，首个国内券商系融资租赁平台拆分上市更进一步！,每日经济新闻
2660,2019-05-08,暴风集团：遭光大证券旗下公司起诉 索赔本息超7.5亿元 诉讼纠纷,e公司
2661,2019-05-08,131家券商一季度业绩亮相！ 自营收入占比超五成！4项收入占比大滑坡,券商中国
2662,2019-05-06,光大证券：白酒行业增长有质量 景气仍确定,e公司
2663,2019-05-05,光大证券董事长薛峰辞职 公司去年净利同比下滑97% 董监高成员变化,挖贝网
2664,2019-05-04,光大证券一季度净利13.2亿元同比增长80% 现金流量净额为249.3亿元,挖贝网
2665,2019-04-30,境外投资巨亏余波未了 光大证券董事长走马换帅,国际金融报
2666,2019-04-30,打个翻身仗：35家上市券商一季度净利增近九成，这12家净利更超去年全年！,每日经济新闻
2667,2019-04-30,"证券行业新角度看券商系列之二:春暖花又开,业绩复苏与改革红利齐飞",正点财经
2668,2019-04-30,大出意料！业绩出众全靠自营了！35家A股券商净利大增近九成，自营收入猛增146%是大头，看一季度全排名,券商中国
2669,2019-04-30,光大证券境外投资巨亏计提15亿 董事长薛峰引咎辞职 投资失误,新浪
2670,2019-04-30,光大证券董事长易人，闫峻即将接任董事长，一季报业绩回暖，投行收入大增3倍,券商中国
2671,2019-04-29,光大证券：一季度营收同比增长46.49% 同比增80.09%,新浪
2672,2019-04-29,光大证券(601788.SH)：薛峰辞去董事长、董事职务 闫峻获选举为董事长 董监高成员变化,格隆汇
2673,2019-04-29,光大证券(601788.SH)一季度净利润升80.09%至13.17亿元,格隆汇
2674,2019-04-29,光大证券(06178-HK)首季净利润13.17亿人民币,财华社
2675,2019-04-29,光大证券董事长易人：薛峰辞任，现任党委书记闫峻接棒,澎湃新闻
2676,2019-04-29,光大证券：一季度净利润同比增80.09%,Wind
2677,2019-04-29,光大证券：一季度净利13.17亿元 同比增80%,e公司
2678,2019-04-29,光大证券：董事长辞职及选举新任董事长 董监高成员变化,Wind
2679,2019-04-29,光大证券(06178.HK)一季度归母净利润13.17亿元 同比增长80.09%,格隆汇
2680,2019-04-27,国家队现身26家券商前十大股东之列：增持中信证券光大证券,澎湃新闻
2681,2019-04-26,17家券商业绩出炉，谁人欢喜谁人忧？丨亿欧观点,极客网
2682,2019-04-26,开个好头！6券商一季度净利超去年全年！海通赚38亿暂拔头筹，招商自营收入大涨19倍，各条线看点十足,券商中国
2683,2019-04-24,一线|净利下滑97% 光大证券强调严守合规但大幅提高自营上限,腾讯网
2684,2019-04-22,光合集团否认与被曝诈骗平台有关 一众做市商遭套牢,第一财经
2685,2019-04-17,光大证券短期融资券发行 总额为30亿元,挖贝网
2686,2019-04-15,光大证券(06178.HK)将于4月29日举行董事会会议 以考虑及批准一季度业绩,格隆汇
2687,2019-04-15,华夏幸福：4595万股股票质押回购交易延期购回,金融界
