,2021-12-31,实体企业怎么实现数字化转型升级？广联达刁志中解答,新浪
3771,2018-11-01,"广联达:施工业务超预期复苏,云化继续顺利转型",申万宏源
3772,2018-10-31,10月31日 收盘突破年线个股一览,每日经济新闻
3773,2018-10-30,快手正式发布营销平台加速商业化；商汤科技联合OPPO打造AR步行导航,微信
3774,2018-10-30,【计算机】谢春生、杨亚宇（研究助理）：18Q3基金持仓分析：仓位小幅下降，集中度提升-20181028,中泰证券研究所
3775,2018-10-29,10月29日最新研报精选 这6股值得关注！,中财网
3776,2018-10-29,【东北计算机闻学臣/何柄谕】广联达（002410）三季报点评：业绩超预期，预收款项增长再加速,东北证券研究所
3777,2018-10-29,计算机行业18Q3仓位分析,--
3778,2018-10-29,"广联达:Q3单季营收高增长,施工业务整合后有望加速",东吴证券
3779,2018-10-29,"广联达2018年三季报点评:三季度收入高增长,云转型加速推进",浙商证券
3780,2018-10-28,【光大计算机】持仓比例上升，持股进一步集中——2018Q3公募基金计算机板块持仓跟踪,微信
3781,2018-10-28,信息科技：云计算是结束还是开始 荐14股,国盛证券
3782,2018-10-27,广联达 | 18Q3业绩点评：营收增长超预期，施工业务或提速,一计之长
3783,2018-10-27,市场震荡调整 三季报机构潜伏个股TOP50曝光(名单),投资者报
3784,2018-10-26,港股通(沪)净流入9.32亿 港股通(深)净流入3.47亿,新浪
3785,2018-10-26,【平安】广联达*002410*预收款项持续增长，造价业务云化转型持续深入推进*强烈推荐,平安研究
3786,2018-10-26,【数据揭秘】10月25日 融资客最看好的前20只个股,每日经济新闻
3787,2018-10-26,"广联达:收入增速超预期,Q3现金流明显改善",安信证券
3788,2018-10-25,广联达：前三季度净利润同比增2.10%,Wind
3789,2018-10-24,【数据揭秘】10月23日 融资客最看好的前20只个股,每日经济新闻
3790,2018-10-23,"计算机行业周报:利润增长加速,估值下降,板块又迎长期布局良机",光大证券
3791,2018-10-22,业绩超预期公司成二级市场资金布局重点,证券日报
3792,2018-10-19,10月19日 50只股票封板 保险板块涨幅最大,每日经济新闻
3793,2018-10-19,10月19日 主力资金近三日都在买这些概念股,每日经济新闻
3794,2018-10-19,10月19日 收盘突破年线个股一览,每日经济新闻
3795,2018-10-19,计算机行业：关注三季度业绩确定性强的公司,金融界
3796,2018-10-19,10月19日 盘中突破年线个股一览,每日经济新闻
3797,2018-10-18,2018计算机三季报前瞻:计算机Q3增速继续较快增长,申万宏源
3798,2018-10-16,看好中国｜制造中国——华为发布AI战略 提高科技驱动力,巨丰财经
3799,2018-10-16,[中性评级]计算机行业周报：华为、谷歌AI齐进展 或将催化细分板块博弈行情,中财网
3800,2018-10-16,信息科技：2018年前三季度我国机器人市场规模同比增18.2%,川财证券
3801,2018-10-16,计算机行业周报：华为发布AI战略 打造全场景解决方案,中财网
3802,2018-10-16,软件及服务、技术硬件及设备行业业绩预览：计算机板块1~3Q18业绩：净利润增速将略有改善,中财网
3803,2018-10-16,58只个股被机构集中看好 逾30亿元大单抢筹6只龙头股,证券日报
3804,2018-10-15,信息科技：建议优选基本面进行布局 荐4股,渤海证券
3805,2018-10-15,一机构席位卖出美晨生态近1700万元,经济导报
3806,2018-10-15,[强于大市评级]信息技术行业周报：华为重磅发布人工智能战略,中财网
3807,2018-10-15,[推荐评级]计算机行业周报：业绩为王 个股选择以三季报为指引,中财网
3808,2018-10-15,[优于大市评级]计算机行业跟踪周报：从华为看云和AI,中财网
3809,2018-10-15,计算机行业周报：海外市场波动剧烈 关注板块内优质个股,中财网
3810,2018-10-15,[强于大市评级]计算机行业研究周报：AI再获重要进展 三季报预告整体符合预期,中财网
3811,2018-10-15,软件及服务、技术硬件及设备行业周报：优质龙头公司估值回落 可能提供较好买点,中财网
3812,2018-10-15,智慧城市产业链成投资热点 近2亿大单资金青睐10股,证券日报
3813,2018-10-14,信息科技：东方财富能否成为中国版嘉信理财 荐17股,国盛证券
3814,2018-10-14,【太平洋计算机王文龙团队-三季报现积极信号，把握风险排除后的个股机会20181014】,蚊子搞科研
3815,2018-10-13,涨未介入跌亦无惧 机构淡定应对“熔断底”失守,大众证券报
3816,2018-10-12,广联达：股权激励出台 绑定核心团队激发经营活力,红周刊
3817,2018-10-12,52股获券商买入评级，拓斯达目标涨幅达147.17%,Wind
3818,2018-10-12,浙商早班车2018.10.12,浙商证券研究所
3819,2018-10-12,"广联达:股权激励计划出炉,重点面向公司新一代“顶梁柱”",安信证券
3820,2018-10-11,"广联达:推出股权激励计划,彰显公司长期发展信心",东北证券
3821,2018-10-11,"广联达:激励计划发布,业绩考核目标彰显公司信心",信达证券
3822,2018-10-10,"广联达:新一期股权激励落地,看好长期成长空间",中证网
3823,2018-10-10,10月10日 收盘突破年线个股一览,每日经济新闻
3824,2018-10-10,广联达：股权激励计划落地 助力云转型与施工业务拓展,中金公司
3825,2018-10-09,10月09日A股龙虎榜揭秘：机构净买入4股,Wind
3826,2018-10-09,龙虎榜：温水煮青蛙的阴跌最伤人，四机构怒甩金圆股份2558万！,云掌财经
3827,2018-10-09,广联达龙虎榜数据（10月9日）,Wind
3828,2018-10-09,广联达大跌逾9%，机构集体抛售,Wind
3829,2018-10-09,12股获券商买入评级 信维通信目标涨幅达103.35%,Wind
3830,2018-10-09,【计算机】预计Q3业绩符合预期，腾讯组织架构调整验证TO B时代到来,天风研究
3831,2018-10-08,深度 | 广联达：离SaaS转型成功还有多远？,一计之长
3832,2018-10-08,【数据揭秘】09月28日 融资客最看好的前20只个股,每日经济新闻
3833,2018-09-28,【数据揭秘】09月27日 融资客最看好的前20只个股,每日经济新闻
3834,2018-09-28,"计算机行业周报:政策暖风继续吹,对板块相对乐观",光大证券
3835,2018-09-27,信息科技：国务院印发双创升级版 荐30股,国盛证券
3836,2018-09-27,【行业周报】计算机钱劲宇 研发费用加计扣除，利好高研发科技前沿板块,中国银河证券研究
3837,2018-09-27,【数据揭秘】09月26日 融资客最看好的前20只个股,每日经济新闻
3838,2018-09-27,平安资管“大震荡”引发市场质疑,投资快报
3839,2018-09-27,大涨10%！上证50创下最牛阶段表现，股债大轮动？,Wind
3840,2018-09-26,9月26日有64家公司获重要股东增减持 保税科技已被连续增持58次 减持股份,Wind
3841,2018-09-26,【太平洋计算机王文龙团队-政策引导估值消化、板块长逻辑不变，“买入”20180925】,蚊子搞科研
3842,2018-09-26,A股已成香饽饽！6张图看外资在股、债之间大轮动,Wind
3843,2018-09-26,“驮得住”的刁志中,证券时报
3844,2018-09-26,广联达：建筑业信息化沙漠中的“隐形冠军”,证券时报网
3845,2018-09-26,广联达：战略转型提速 打造生态型平台,证券时报
3846,2018-09-26,"计算机行业2018年第39周周报:研发费用加计扣除比例提升,利好高研发投入龙头",信达证券
3847,2018-09-25,近五年累计研发投入超20亿!除了研发，这家公司还有这些核心竞争力,国际金融报
3848,2018-09-25,看好中国｜制造中国——科技创新减税利好高研发投入科技股,巨丰财经
3849,2018-09-25,广联达：希望未来成为建筑领域的平台型公司,e公司
3850,2018-09-25,广联达：公司近5年研发投入累计超22亿元,e公司
3851,2018-09-25,【高管面对面直播】广联达：让数字建筑再来一个大跨步,e公司
3852,2018-09-25,【计算机】谢春生：研发费用加计扣除：定性与定量分析-20180924,中泰证券研究所
3853,2018-09-20,28亿净资金微弱流出 主力机构看空五类股,证券之星
3854,2018-09-20,发展迅猛势不可挡 云计算概念倍受机构青睐,天天基金网
3855,2018-09-20,平安资管 “转型门”真相调查：不止仅为平滑业绩,阿尔法工场
3856,2018-09-19,信息科技：中国移动在雄安新区试点部署超级智能系统,川财证券
3857,2018-09-19,269亿资金入场抄底,金融投资报
3858,2018-09-19,放量反弹大单动向成焦点 三因素筛出131只潜力股,证券日报
3859,2018-09-18,期指集体反弹翻红 IH主力涨幅超2%,证券之星
3860,2018-09-18,【数据揭秘】09月17日 融资客最看好的前20只个股,每日经济新闻
3861,2018-09-18,计算机行业2018年半年报总结:两极分化下优选高景气度领域标的,国联证券
3862,2018-09-17,深港通十大成交活跃股排名（9月17日）,Wind
3863,2018-09-17,【数据揭秘】09月14日 融资客最看好的前20只个股,每日经济新闻
3864,2018-09-16,机构调研瞄准蓝筹价值标的 6只个股被机构联袂推荐,证券日报
3865,2018-09-14,国产软件板块再度跳水，美亚柏科、广联达跌超8%,Wind
3866,2018-09-13,行业性增长更具关注价值,红周刊
3867,2018-09-13,杠杆资金大幅加仓强势补跌股，释放一明显信号,Wind
3868,2018-09-12,A股共发生40宗大宗交易成交9.07亿元（9月12日）,Wind
3869,2018-09-12,广联达今日大宗交易成交300万股，成交价26.03元折价7.66%,Wind资讯
3870,2018-09-11,【晨会纪要】策略丁文 银河证券晨会纪要—20180911,中国银河证券研究
3871,2018-09-11,【数据揭秘】09月10日 融资客最看好的前20只个股,每日经济新闻
3872,2018-09-11,海外机构调研75家公司 三季报业绩预喜是主要特征,证券日报
3873,2018-09-10,一线龙头股净利润增速抢眼 12只股三季度业绩有望大增,证券时报
3874,2018-09-10,【数据揭秘】09月07日 融资客最看好的前20只个股,每日经济新闻
3875,2018-09-10,【东吴晨报0910】【中报总结】电新、计算机、保险【行业】月饼行业深度【个股】中青旅、先导智能、旭辉控股集团,东吴研究所
3876,2018-09-10,【计算机*郝彪】2018年中报综述： 两极分化明显，云计算和智能制造领跑行业,东吴研究所
3877,2018-09-08,行业性增长更具关注价值,红周刊
3878,2018-09-07,东吴计算机【计算机行业18年中报综述：两极分化明显，云计算和智能制造领跑行业】,吴声计事
3879,2018-09-07,【数据揭秘】09月06日 融资客最看好的前20只个股,每日经济新闻
3880,2018-09-07,【前瞻研究】海外云公司启示：SaaS公司如何估值？,中信证券研究
3881,2018-09-06,【中报总结】计算机行业2018年中报总结：行业分化继续、关注高增长细分行业,东兴研究圈
3882,2018-09-06,乐视网和中弘股份停牌核查;两只养老目标基金下周一发行;金力永磁、丰山集团今日申购|9月6日,恒泰头派账户
3883,2018-09-06,9月6日早间行业热点聚焦,中证网
3884,2018-09-06,三季度以来机构“摸底”609股偏爱电子化工生物医药三行业,顶尖财经网
3885,2018-09-06,【朝闻国盛】政策加码利好计算机，军工订单向好行情继续,国盛证券研究所
3886,2018-09-06,周四最新重磅公司传闻集锦(9月6日),证券之星
3887,2018-09-05,A股头条之上市公司公告精选（9.6）,金融界
3888,2018-09-05,上市公司晚间利空公告：先锋新材终止重大资产重组,金融界
3889,2018-09-05,广联达：陈晓红拟减持公司不超1.05%股权,e公司
3890,2018-09-05,广联达：股东拟减持不超1.0512%股份,Wind
3891,2018-09-05,【华金证券晚间资讯（20180905）】,华金研究
3892,2018-09-04,海底捞300家门店点名的数字化精装， AI＋大数据如何颠覆传统装修行业？,和讯
3893,2018-09-04,机构投资路径揭秘:证金、社保、QFII连续3季度加仓这些股(名单),证券时报
3894,2018-09-04,【计算机-胡又文】板块中报总结：稳健增长，分化加剧,安信证券研究
3895,2018-09-04,164家公司前三季净利有望翻倍,大众证券报
3896,2018-09-03,机构8月密集调研科技类公司,中证报
3897,2018-09-02,【光大计算机】云计算板块高景气度，质押比例呈下降趋势——计算机板块2018年中报分析,计算机国平
3898,2018-09-01,【民生策略】周期支撑A股上半年业绩，中小创业绩回落——A股2018年半年报分析,策略研究猿
3899,2018-08-31,云计算政策支持不断加码 机构建议布局三细分领域,证券时报网
3900,2018-08-31,【朝闻国盛】云计算：全球进入甜蜜点,国盛证券研究所
