,2021-12-31,【东吴电新】11月装机电量点评：装机量同环比高增，铁锂份额相对稳定,新兴产业汇
4165,2019-09-16,亿纬锂能：4.1亿元转让麦克韦尔35.67%股权 资产异常,Wind
4166,2019-09-16,北上资金连续11日净流入 6股连续11日获加仓,证券时报
4167,2019-09-15,【东吴电新曾朵红团队】周策略：光伏中上游开始涨价，锂电龙头景气度提升,新兴产业汇
4168,2019-09-13,动力电池装车量前8月增长近66%，宁德时代居首,Wind
4169,2019-09-12,一则大消息:400亿牛股亿纬锂能闪崩跌停到底咋回事 连续下跌,中国基金报
4170,2019-09-12,9月12日A股龙虎榜揭秘，机构抛售4股,Wind
4171,2019-09-12,数据复盘｜25股主力资金净流入超亿元 逾11亿资金加仓中国平安,证券时报网
4172,2019-09-12,跌停板解密：两类个股遭资金大幅卖出！（9月12日）,Wind
4173,2019-09-12,A股面馆：亿纬锂能跌停吃大面，工业大麻龙头一度地天板吃大肉,腾讯网
4174,2019-09-12,亿纬锂能闪崩跌停，机构、游资集体抛货,Wind
4175,2019-09-12,亿纬锂能：美国禁售非烟草口味电子烟长期影响不大,中证网
4176,2019-09-12,亿纬锂能跌停：回应“美政府计划禁止销售香味电子烟” 盈利能力下降,e公司
4177,2019-09-12,亿纬锂能：美政府禁售可调味电子烟对麦克韦尔影响不大,第一财经
4178,2019-09-12,电子烟遭遇多事之秋 这只锂电白马跌停 还有哪些上市公司要当心了？,和讯
4179,2019-09-12,【异动股】电子烟板块下挫，亿纬锂能(300014-CN)跌停,财华社
4180,2019-09-12,亿纬锂能快速跌停,e公司
4181,2019-09-12,快讯：电子烟板块急跌 亿纬锂能一度跌停,新浪
4182,2019-09-12,亿纬锂能闪崩触及跌停，成交量迅速放大,Wind
4183,2019-09-12,【电新-亿纬锂能(300014)】苏晨、邹玲玲：聚焦“锂电池”，雾化“芯”增量-20190911,中泰证券研究所
4184,2019-09-11,亿纬锂能(300014.SZ)回购注销约133.53万股限制性股票,格隆汇
4185,2019-09-10,锂电市场需求明显好转，产业链这些公司将受益,第一财经
4186,2019-09-10,亿纬锂能(300014.SZ)拟放弃对麦克韦尔的增资优先认购权 持股降至35.672275% 减持股份,格隆汇
4187,2019-09-10,亿纬锂能(300014.SZ)完成注销约1185.69万份股票期权,格隆汇
4188,2019-09-10,亿纬锂能：拟为子公司申请8000万元的综合授信额度提供连带责任担保 大额借贷担保,Wind
4189,2019-09-10,“赚钱效应”大爆发！最牛已飙升90%，更有300多只涨幅超50%！久违的偏股基金“大年”真的来了,中国基金报
4190,2019-09-10,"新能源汽车产业链行业价格周报第26期:钴价再度上涨,铁锂需求再回高峰",浙商证券
4191,2019-09-09,电力：三元前驱体价格反弹累计超30% 荐6股,东兴证券
4192,2019-09-09,亿纬锂能1200人从事研发 上市10年营收股价涨超20倍,新浪
4193,2019-09-07,"电力设备与新能源行业2019年中报总结:中游盈利聚焦,龙头凸显本色",长城证券
4194,2019-09-05,【华泰电新黄斌团队】行业分化，或跃在渊——电力设备新能源行业 19 年半年报总结,华泰电新价值研究
4195,2019-09-05,“结构牛”风向标都有这些……,红周刊
4196,2019-09-05,【东兴电新】亿纬锂能（300014）：前三季盈利大幅预增 ——公告点评,东兴研究圈
4197,2019-09-05,【东吴晨报0905】【策略】周评【行业】电新【个股】正泰电器,东吴研究所
4198,2019-09-05,【电新行业*曾朵红】深度：电动车板块整体稳健增长，板块分化明显,东吴研究所
4199,2019-09-05,"新能源汽车产业链价格周报第25期:动力电池复产较好,正极价格小幅上调",浙商证券
4200,2019-09-04,【东吴电新】电动车中报总结：中游业绩好于上游，各环节龙头优势凸显,新兴产业汇
4201,2019-09-04,83只超级牛股最新评级 这些公司目标涨幅空间还有30%以上（名单）,证券时报网
4202,2019-09-03,472股披露前9月业绩预告 四成公司三季报业绩预喜,大众证券报
4203,2019-09-03,后端锂电设备龙头，有望持续受益下游产能扩张--杭可科技(688006)深度报告,机械盛宴
4204,2019-09-03,【国金研究】动力电池产业链2019中期总结：产业链高增延续，优质标的全解析,国金证券研究所
4205,2019-09-02,三季报行情来了？注意，业绩预喜率公司仅占四成！,重庆商报
4206,2019-09-02,涨停板解密：软件股纷纷火爆上攻！（9月2日）,Wind
4207,2019-09-02,金股回顾：金股预测推荐个股亿纬锂能等3股强势封涨停！,巨丰财经
4208,2019-09-02,亿纬锂能：短期逻辑看电子烟等 中长期逻辑在动力电池,证券时报网
4209,2019-09-02,【东吴电新】亿纬锂能三季报预告点评：锂原ETC量价齐升，电子烟持续超预期,新兴产业汇
4210,2019-09-02,亿纬锂能：锂电与电子烟业务共振，业绩超预期高增——19Q3业绩预告点评【中泰电新】,中泰电新研究
4211,2019-09-02,A股异动 | 亿纬锂能涨停 股价再创新高,格隆汇
4212,2019-09-02,亿纬锂能高开逾5%，应用于ETC的电池实现规模交付,Wind
4213,2019-09-02,A股早报2019年9月2日星期一,Wind
4214,2019-09-02,【电新】行业2019年中报综述:板块业绩略有下滑，经营现金流大幅改善*强于大市 盈利能力下降,中银国际证券研究
4215,2019-09-01,亿纬锂能三季度继续高增长 电子烟、ETC“燃点”不断,e公司
4216,2019-09-01,亿纬锂能：2019年前三季度业绩报告预告,深交所
4217,2019-09-01,公告精选：亿纬锂能规模交付用于ETC的电池；*ST步森称爱投资平台未收到立案调查通知,e公司
4218,2019-09-01,公告点题｜今晚这些公告有看头（更新中）,第一财经
4219,2019-09-01,亿纬锂能：前三季净利同比预增超133%,Wind
4220,2019-09-01,亿纬锂能(300014.SZ)：前三季净利预增133.79%-151.21%,格隆汇
4221,2019-09-01,亿纬锂能：应用于ETC的电池实现规模交付 前三季净利同比预增超133%,e公司
4222,2019-08-30,电力设备与新能源行业周报:招标开启迎来光伏旺季政策助推公交出租电动化,长城证券
4223,2019-08-27,"新能源汽车产业链价格周报第24期:数码需求回暖,动力需求仍淡",浙商证券
4224,2019-08-26,社保基金新入63股，重点布局电子和医药股,Wind
4225,2019-08-23,新型烟草盛放在即 寻找产业链投资机会 四股热,证券时报网
4226,2019-08-22,8月22日有40家公司获重要股东增减持 延安必康已被连续减持99次 减持股份,Wind
4227,2019-08-22,亿纬锂能：各板块齐发力，电子烟超预期,证券时报网
4228,2019-08-22,"亿纬锂能:麦克韦尔贡献大额投资收益,动力电池产能加速投放",申万宏源
4229,2019-08-21,亿纬锂能(300014.SZ)第五期员工持股计划完成股票购买,格隆汇
4230,2019-08-21,亿纬锂能：上半年净利润同比增超2倍 实控人高位减持 减持股份,新浪
4231,2019-08-21,101股获社保基金加仓 7股持仓市值超10亿,证券时报
4232,2019-08-21,"新能源汽车行业产业链价格周报第23期:锂价跌势放缓,中游暗潮流动",浙商证券
4233,2019-08-20,亿纬锂能(300014.SZ)：艾新平已减持1.2万股 减持股份,格隆汇
4234,2019-08-20,亿纬锂能：董事艾新平累计减持1.2万股，减持数量过半 减持股份,Wind
4235,2019-08-20,A股异动 | 亿纬锂能跌5% 实控人骆锦红拟减持不超900万股 拟减持股份,格隆汇
4236,2019-08-20,"上海证券：将亿纬锂能评级调高为""增持""",Wind
4237,2019-08-20,亿纬锂能:各业务板块均有亮点,西南证券
4238,2019-08-20,"亿纬锂能:锂电主营高速增长,投资收益助力业绩超预期",上海证券
4239,2019-08-19,亿纬锂能(300014.SZ)实控人骆锦红拟减持不超900万股 拟减持股份,格隆汇
4240,2019-08-19,亿纬锂能：实控人拟减持不超0.93% 减持股份,Wind
4241,2019-08-19,亿纬锂能：仍在强成长阶段，动力板块有望在明后年开始收获,证券时报网
4242,2019-08-19,融资客青睐26股，华远地产买入占比高达56.55%,Wind
4243,2019-08-19,【电新-亿纬锂能(300014)】苏晨、邹玲玲：软包三元持续扩产，麦克韦尔爆发式增长-20190816,中泰证券研究所
4244,2019-08-19,323批公告：比亚迪配套长安 腾势新车型换装三元,高工锂电
4245,2019-08-19,电力设备行业周报:首部海上风电场国家标准将于10月1日起实施,渤海证券
4246,2019-08-19,"亿纬锂能中报点评:电子烟业绩超预期,期待动力电池接力",国海证券
4247,2019-08-18,机构评级榜：16股最受关注 机构集体推荐,证券时报
4248,2019-08-17,【中原新能源牟国洪】亿纬锂能(300014)中报点评*麦克韦尔业绩超预期，锂离子电池持续高增长,中原证券研究所
4249,2019-08-17,增持明显 基金淘金绩优中小股,金融投资报
4250,2019-08-16,【中信建投电新】亿纬锂能：锂原电池稳健成长，动力电池爆发力值得期待,新能源沙龙
4251,2019-08-16,亿纬锂能：业绩持续高增长 买入评级,财通证券
4252,2019-08-16,【中银电新 沈成团队】亿纬锂能（300014）2019年半年报业绩点评：半年报业绩略超预告上限,老成之见
4253,2019-08-16,【东吴电新】亿纬锂能中报点评：电子烟再创新高，三元动力蓄势待发,新兴产业汇
4254,2019-08-16,A股异动 | 亿纬锂能股价创历史新高 半年度净利润升215.23%,格隆汇
4255,2019-08-16,亿纬锂能：软包三元持续扩产，麦克韦尔爆发式增长【中泰电新】,中泰电新研究
4256,2019-08-16,亿纬锂能2019年上半年盈利5亿 动力电池业务产能释放,挖贝网
4257,2019-08-16,亿纬锂能：麦克韦尔增长超预期，锂电池业务放量,证券时报网
4258,2019-08-16,"亿纬锂能:动力稳步前行,电子烟持续高增",国金证券
4259,2019-08-15,工信部第323批新车公示现多款燃料电池汽车，部分绩优标的即将起飞,第一财经
4260,2019-08-15,亿纬锂能：上半年净利润同比增215.23%,Wind
4261,2019-08-15,亿纬锂能：上半年净利5.01亿元 同比增215%,e公司
4262,2019-08-15,亿纬锂能：上半年实现净利润5亿元 同比增长215.23%,金融界
4263,2019-08-15,亿纬锂能(300014.SZ)半年度净利润升215.23% 锂离子电池业务营收增长47.64%,格隆汇
4264,2019-08-15,亿纬锂能披露半年报：净利润5亿元 同比增长215.23%,新浪
4265,2019-08-15,亿纬锂能：上半年净利同比增215.23%,第一财经
4266,2019-08-15,亿纬锂能高级管理人员刘建华、李沐芬拟减持股份 预计减持不超总股本0.11% 拟减持股份,挖贝网
4267,2019-08-15,"电气设备行业2019年7月新能源汽车销量点评:7月新能车产销符合预期,对全年销量保持乐观",申万宏源
4268,2019-08-15,"电力设备与新能源行业2019年7月动力电池装机数据点评:装机环比下滑,龙头高度集中,二线竞争加剧",上海证券
4269,2019-08-14,[快讯]亿纬锂能:关于公司董事、高级管理人员减持股份计划的预披露 拟减持股份,中财网
4270,2019-08-14,亿纬锂能：高管李沐芬拟减持不超10万股 减持股份,Wind
4271,2019-08-14,"电气设备和新能源行业:嘉能可钴矿计划年底停产,锂电市场边际改善 经营问题",上海证券
4272,2019-08-14,"电力设备与新能源行业周报:电动车筑底待旺季,光伏降价见底等旺季",东吴证券
4273,2019-08-13,"电力设备行业动态分析:装机量符合预期,单晶有望触底反弹",安信证券
4274,2019-08-09,电力设备与新能源行业动态点评:钴价触底将反弹电池厂商加快集中化,长城证券
4275,2019-08-09,"电力设备与新能源行业动态点评:7月电动车产量装机下滑,公交车抢装拉动磷酸铁锂高增长",长城证券
4276,2019-08-09,"电气设备与新能源行业:7月装机4.70gwh,龙头占比大幅提升",东吴证券
4277,2019-08-08,亿纬锂能将配套100艘水产养殖工船,高工锂电
4278,2019-08-08,第7批目录：CATL/亿纬锂能/BYD动力电池配套前三 磷酸铁锂占比65.9%,北极星电力
4279,2019-08-08,"电气设备与新能源行业:钴价止跌反弹,电池排产有所复苏",上海证券
4280,2019-08-07,智能手表二季度出货量飙升　产业链公司有望受益,东海通财富
4281,2019-08-07,亿纬锂能跌1.82%，创近1个月新低，报29.15元 连续下跌,腾讯网
4282,2019-08-06,"中小市值组新能源汽车行业周报第30期:2019H1特斯拉销量夺魁,车企新车型发布积极",东北证券
4283,2019-08-05,"电力设备与新能源行业周报:电池排产逐步恢复迎旺季,光伏降价临尾声等旺季",东吴证券
4284,2019-08-02,锂化工产品价格低迷，产能过剩仍有企业开疆扩土,长江有色
4285,2019-08-02,电力设备行业周报:上半年全国可再生能源发电量同比增14%,渤海证券
4286,2019-08-01,"电气设备和新能源行业:特斯拉Q2销量超预期,PERC电池降价持续",上海证券
4287,2019-07-31,两月内增资子公司超20亿扩产能 亿纬锂能大手笔布局动力电池产业链,华夏时报
4288,2019-07-30,亿纬锂能(300014.SZ)大涨近6% 参股公司麦克韦尔计划港交所上市,格隆汇
4289,2019-07-30,"电新行业6月深度跟踪:新能源汽车抢装明显,风电景气度大幅提升",证券之星
4290,2019-07-30,"中小市值组新能源汽车周报第29期:基金仓位续创新低,产业链排产逐步回升",东北证券
4291,2019-07-30,"化工行业周报:油价持续低位震荡,醋酸、MDI领涨",上海证券
4292,2019-07-29,亿纬锂能再扩张：5亿增资子公司 近1年投资额达22亿,新京报
4293,2019-07-29,"电力设备新能源行业电动车2019年专题深度3:政策面超预期,基本面筑底回升,明年均是大年",东吴证券
4294,2019-07-26,[快讯]亿纬锂能:关于公司董事减持股份计划的预披露 拟减持股份,中财网
4295,2019-07-26,亿纬锂能(300014.SZ)董事艾新平拟减持不超2.4万股 拟减持股份,格隆汇
4296,2019-07-26,亿纬锂能：取消前期部分担保事项并对子公司提供担保3.3亿元,Wind
4297,2019-07-26,亿纬锂能：董事拟减持不超过0.003%股份 减持股份,Wind
4298,2019-07-26,电力设备行业周报:工信部印发工业领域电力需求侧管理工作指南,渤海证券
4299,2019-07-26,"电子行业电子烟销售专题分析报告:热力再袭,电子烟销售哪家强",国金证券
4300,2019-07-25,【锂电G20】星源材质斩获欣旺达10亿平米隔膜订单,高工锂电
4301,2019-07-25,"新能源汽车行业动态点评:行业筑底,拐点可期",证券之星
4302,2019-07-24,"电气设备行业周报:新能源车底部布局正当时,光伏国内需求启动在即",国海证券
4303,2019-07-24,"电力设备与新能源行业周报:6月风电装机高增长,北京奖励出租车电动化",长城证券
