,2021-12-31,2022年景气度有望回升，医药零售行业2022年度投资策略,国泰君安证券研究
2557,2018-09-05,"医药生物行业周报:板块业绩高增长,短期关注超跌与绩优股",华安证券
2558,2018-09-04,处方药压力渐显，非药景气依旧｜【光大医药·2018H1总结】,医心医意要健康
2559,2018-09-04,益丰药房股价大跌-5.14% 股价创5个月以来新低,中金在线
2560,2018-09-04,【山证医药】医药生物行业周报（20180827-20180902）：行业整体业绩表现优异，关注细分领域,山西证券研究所
2561,2018-09-03,医疗保健：聚焦创新和消费主线 荐16股,西南证券
2562,2018-09-03,【天风医药】9月月报：中报季收官，震荡中寻找高防御性标的,思医辨药
2563,2018-09-02,入摩效应显现！北上资金单月净买入355亿，这个板块最受青睐,e公司
2564,2018-09-02,医疗保健：拥抱龙头 荐8股,中泰证券
2565,2018-08-31,【益丰药房】中报点评：内生强劲，外延提速,医心医意要健康
2566,2018-08-31,【山证医药】益丰药房(603939)2018年半年报点评-业绩延续高增长，门店扩张加速推进,山西证券研究所
2567,2018-08-30,8月30日券商晨会研报汇编,证券日报
2568,2018-08-30,【川财研究所*常规报告】分级诊疗有序推进，全民医保制度加快完善,川财研究
2569,2018-08-30,医药行业周报:国家药监局就药品信息化追溯体系建设征求意见,渤海证券
2570,2018-08-30,"益丰药房:业绩持续高速增长,门店建设速度加快",华安证券
2571,2018-08-29,兴证销售每日AH推荐-20180830,兴证销售每日精选
2572,2018-08-29,“新建+并购”持续扩张零售版图 益丰药房上半年净利增近五成,证券日报
2573,2018-08-29,"益丰药房:业绩超出预期,加快外延并购",国信证券
2574,2018-08-28,A股四大医药零售企业中报全线飘红 店面扩张不是“买买买”就是“开开开”,e公司
2575,2018-08-28,[增持评级]益丰药房(603939)半年报点评：区域龙头跑马圈地加速 业绩持续高增长,中财网
2576,2018-08-28,[推荐评级]医药行业周报：理性看待药监人事变化 积极布局估值切换行情,中财网
2577,2018-08-28,【益丰药房2018半年报点评，图文超详细】【方正医药周小刚团队】扩张节奏加快，业绩符合预期,小刚看医药
2578,2018-08-28,[买入评级]益丰药房(603939)简评：收购市民大药房 进一步加深江苏省门店密度,中财网
2579,2018-08-28,晨会聚焦180828：重点关注华东医药、中国海诚、汉得信息、南极电商、科锐国际、宋城演艺,国信研究
2580,2018-08-28,益丰药房：并购速度加快 布局战略清晰,安信证券
2581,2018-08-28,【朝闻国盛】5G频谱预计将于下个月落地，通信板块投资标的梳理,国盛证券研究所
2582,2018-08-28,[推荐评级]益丰药房(603939)中报点评：业绩略超预期 区域扩张不断推进,中财网
2583,2018-08-28,益丰药房收购市民大药房53%股权,北京商报
2584,2018-08-27,益丰药房：上半年净利润同比增45.48%,Wind
2585,2018-08-27,[增持评级]医药生物行业周报：再次强调可适度乐观 择机布局优质公司,中财网
2586,2018-08-27,[增持-A评级]国药一致(000028)中报点评：Q2净利润增速明显提高 盈利水平逐渐上升,中财网
2587,2018-08-27,医药板块盘中走势活跃 华兰生物海正药业等涨停,证券时报网
2588,2018-08-27,【益丰药房】并购点评：华东并购布局加快，有望成为江苏最大药店,医心医意要健康
2589,2018-08-27,浙商早班车2018.08.27,浙商证券研究所
2590,2018-08-26,【申万宏源医药闫天一团队】周报： 业绩为本 20180826,申万投资健康
2591,2018-08-26,又一家连锁药店，益丰买了,赛柏蓝
2592,2018-08-24,【西南医药朱国广团队】国药一致（000028）分销业务保持稳健，零售盈利能力大幅提升,国广有话说
2593,2018-08-24,[买入评级]国药一致(000028)半年报点评：分销业务保持稳健 零售盈利能力大幅提升,中财网
2594,2018-08-23,三大药店巨头掀起并购潮 控股类收购为主,医药网
2595,2018-08-23,四大上市连锁药店疯狂“圈地” 一季度并购数已近700家,中国网
2596,2018-08-21,[同步大市-B评级]医药行业周报：上海第三批带量采购落地 进一步促行业升级,中财网
2597,2018-08-21,[推荐评级]医药生物行业周报：11城市试点带量采购 阿里健康再参股药店,中财网
2598,2018-08-21,医药、白酒等大消费板块集体反弹，益丰药房大涨6%,国际金融报
2599,2018-08-21,华东医药高开高走拉升5.01%报41.90元成交1.85亿元振幅5.04%,腾讯网
2600,2018-08-21,股市快讯：医药电商板块早盘走高 昌红科技涨停,新浪
2601,2018-08-21,[优于大市评级]医药与健康护理行业深度报告：震荡格局下 如何看待医药板块未来,中财网
2602,2018-08-20,[推荐评级]医药行业周报：调整后 自下而上的机会已愈发显著,中财网
2603,2018-08-20,益丰药房股价大跌5.07%,中金在线
2604,2018-08-20,医药生物行业周报：医保基金收入首次负增长?,中财网
2605,2018-08-20,8月20日券商晨会研报汇编,证券日报
2606,2018-08-20,医药周论||风险释放充分！（18.08.13-18.08.19）||【太平洋医药】,医药佐料
2607,2018-08-20,"医药生物行业周报:中报密集披露阶段,把握绩优主线",浙商证券
2608,2018-08-17,[快讯]益丰药房:收到《中国证监会行政许可项目审查一次反馈意见通知书》,中财网
2609,2018-08-16,"医药行业周报:国家医保局,14种抗癌药将迎新一波降价",渤海证券
2610,2018-08-15,医疗保健：14种抗癌药将迎新一波降价 荐12股,渤海证券
2611,2018-08-14,[推荐评级]医药行业周报：论带量采购的影响与投资策略,中财网
2612,2018-08-14,[同步大市-B评级]医药行业周报：境外临床急需药品上市加速 看好未来创新药发展,中财网
2613,2018-08-14,国盛证券：净流入再超百亿 消费股重获增配,国盛证券
2614,2018-08-14,两因素叠加零售行业景气度提升7只中报预喜股凸显较高成长性,顶尖财经网
2615,2018-08-14,两因素叠加零售行业景气度提升 六股受关注,证券日报
2616,2018-08-14,"医药生物行业周报:政策波动加剧,医改持续推进",浙商证券
2617,2018-08-14,"医药生物行业周报:板块性价比回升,持续推荐绩优龙头",华安证券
2618,2018-08-12,【申万宏源医药闫天一】20180812 周观点：企稳，市场情绪自我修复,申万投资健康
2619,2018-08-10,历经“镇痛”后医药股被治愈？医疗产业链个股全面爆发,顶尖财经网
2620,2018-08-10,国家基本药物制度面临调整 优先调入通过一致性评价仿制药(附股),证券时报网
2621,2018-08-09,益丰药房今日大宗交易成交31万股，成交价46.31元折价14.15%,Wind资讯
2622,2018-08-09,益丰药房：收购新兴药房股权通过反垄断审查,Wind
2623,2018-08-09,1569只股短线走稳 站上五日均线,证券时报网
2624,2018-08-09,今日1669只个股突破五日均线,证券时报
2625,2018-08-09,渤海证券医药行业周报：牢牢把握业绩主线,证券时报网
2626,2018-08-08,医药股集体大跌 上半年走强的医药生物板块受较大影响回调达到6.10%,化工网
2627,2018-08-08,医药行业周报：国家医保局：新一轮抗癌药医保准入谈判下月完成,中财网
2628,2018-08-08,【益丰药房】点评：拟收购上虹药房，深化上海布局,医心医意要健康
2629,2018-08-08,沪指强势反弹2.74% 多维度详解77只机构扎堆推荐股,中财网
2630,2018-08-07,看好中国｜健康中国——中报季关注业绩优良的错杀标的,巨丰财经
2631,2018-08-07,65股获券商买入评级 万科A目标涨幅达168.94%,Wind
2632,2018-08-07,"医药生物行业:弱市下关注绩优龙头,低估值商业",华安证券
2633,2018-08-07,医药生物行业周报:中报季关注绩优创新标的,浙商证券
2634,2018-08-07,"益丰药房:控股上虹药房,增强上海市场竞争力",华安证券
2635,2018-08-06,益丰大药房1.4亿收购上虹大药房51%股权,医药网
2636,2018-08-06,【医药徐佳熹】板块性价比提升，布局细分龙头||医药行业2018年8月份投资月报,兴证研究
2637,2018-08-04,74只个股获10家以上机构扎堆看好 六股值得期待,证券日报
2638,2018-08-04,又一家连锁药店卖了,赛柏蓝
2639,2018-08-03,公告精选：15乐视01余额到期不能按时兑付；阿里巴巴认购华泰证券35亿元定增股份 未按时兑付本息,e公司
2640,2018-08-03,益丰药房关于控股子公司收购上海上虹大药房连锁有限公司51%股权的公告,亿邦动力
2641,2018-08-03,益丰药房关于实际控制人进行股票质押式回购交易的公告,亿邦动力
2642,2018-08-03,益丰药房：拟1.43亿元收购上虹药房51%股权,e公司
2643,2018-07-31,[推荐评级]医药行业周报：论医药回调后的投资机会,中财网
2644,2018-07-31,中金医药月度7+5组合：8月组合,中财网
2645,2018-07-31,快讯：生物医药板块止跌回升 汤臣倍健涨停,新浪
2646,2018-07-31,快讯：医疗电商板块持续走高 汤臣倍健快速封涨停,新浪
2647,2018-07-30,[看好评级]医药生物行业周报：阶段性调整中关注绩优主线,中财网
2648,2018-07-30,[增持评级]医药生物周报：建议关注中报表现 短期防御配置低估值流通,中财网
2649,2018-07-26,【国信医药|2018年中报业绩前瞻】分化加剧，寻找确定性增长,GuosenHealthcare
2650,2018-07-25,中证数据：两市资金净流入前20股（7月25日）,中证网
2651,2018-07-25,主力资金最青睐个股揭秘,证券时报
2652,2018-07-25,[看好评级]医药行业周报：把握业绩主线 精选符合行业发展趋势个股,中财网
2653,2018-07-25,[买入评级]医药生物行业简评：处方外流加速 连锁药店板块确定性强,中财网
2654,2018-07-24,连锁药店行业事件点评：北京公布医保定点零售药店实时结算外配处方政策 处方外流加速落地,中财网
2655,2018-07-24,益丰药房：进军华北 规模效应更强,财通证券
2656,2018-07-24,医药生物行业周报:持续推荐优质龙头、低估值商业,华安证券
2657,2018-07-23,[中性评级]深度*行业*医药行业周报：MAH生产流通环节权责细化 全面推行在即,中财网
2658,2018-07-23,[推荐评级]医药行业周报：看好泛消费升级+医药商业 选择政策避风港中的细分龙头,中财网
2659,2018-07-23,"益丰药房:发布股权激励计划,长效激励机制保障公司业绩维持高增长",正点财经
2660,2018-07-23,[增持评级]医药生物行业周报：建议关注低估值、预期改善的医药流通板块,中财网
2661,2018-07-23,[强于大市评级]医药生物行业研究周报：震荡行情持续 建议关注中报绩优股,中财网
2662,2018-07-19,[推荐评级]零售连锁药店行业定期报告：如何看益丰收购新兴药房?兼论河北零售药店市场,中财网
2663,2018-07-17,[谨慎增持评级]益丰药房(603939)点评：发布股权激励计划 长效激励机制保障公司业绩维持高增长,中财网
2664,2018-07-17,涨停板复盘:沪指跌0.57%失守2800 石墨烯概念股崛起,新浪
2665,2018-07-17,[增持评级]医药生物行业周报：医药板块景气度有所回升 继续把握中报期结构性行情,中财网
2666,2018-07-17,[增持评级]医药生物行业周报：反弹紧握“创新+升级”主线 继续强调品牌OTC回暖机会,中财网
2667,2018-07-17,精选中报业绩预期向好及符合行业发展趋势个股——医药行业周报,渤海证券
2668,2018-07-17,"益丰药房:收购新兴药房进入华北市场,股权激励稳定核心员工",华安证券
2669,2018-07-17,医药生物行业周报:震荡行情坚守绩优股,华安证券
2670,2018-07-16,A股共发生42宗大宗交易成交6.99亿元（7月16日）,Wind
2671,2018-07-16,7月16日A股全日资金主力净流入、净流出前十大个股,中证网
2672,2018-07-16,小牛奔腾之涨停股揭秘：5G板块掀涨停潮,中国经济网
2673,2018-07-16,资金流:科技5股涨价1股流入居前 两市净流出191亿,金融界
2674,2018-07-16,[审慎增持评级]益丰药房(603939)深度研究：精细化管理突出的药店龙头,中财网
2675,2018-07-16,[强烈推荐-A评级]益丰药房(603939)点评：收购新兴药房进入华北市场 推出股权激励完善内部管理,中财网
2676,2018-07-16,今日上午主力资金流入哪些个股？,证券时报
2677,2018-07-16,[买入评级]益丰药房(603939)点评：股权激励彰显信心 收购河北龙头加速全国布局,中财网
2678,2018-07-16,"益丰药房:股权激励方案发布,“以人为本”稳定发展",正点财经
2679,2018-07-16,7月16日券商晨会研报汇编,证券日报
