,2021-12-31,山西汾酒现1笔大宗交易 共成交884.25万元,新浪
10951,2018-07-11,【招商轻工 - 消费的方向】7月大消费组电话会议行业观点，敬请参考！,微信
10952,2018-07-11,[超配评级]食品饮料行业月度策略观点：H1阿里数据总结：淡季不淡 龙头强势依旧,中财网
10953,2018-07-10,第二届中国高端酒展览会8月8日开幕,e公司
10954,2018-07-10,茅台集团数据点评及名酒企中期策略会反馈,佳酿网
10955,2018-07-10,汾酒打响酒业圈地运动第一枪，酒业将掀起抢地大战,酒业新闻网
10956,2018-07-10,[推荐评级]山西汾酒(600809)调研纪要：清香品类和汾酒品牌价值仍将继续释放,中财网
10957,2018-07-10,"食品饮料行业周报:中期业绩捷报频传,白酒继续快速奔跑",证券之星
10958,2018-07-10,"食品饮料行业周报:市场带动板块补跌,调整带来配置良机",山西证券
10959,2018-07-09,机构解析：周二热点板块及个股探秘（附股）,中证网
10960,2018-07-09,【申万食品饮料-吕昌团队】 周观点（7月第1周）：板块中期业绩确定 当前时点配置价值凸显,申万食品饮料研究
10961,2018-07-09,[推荐评级]食品饮料行业周报：茅台集团数据点评&amp;中期策略会反馈(五粮液、徽酒、汾酒等),中财网
10962,2018-07-09,[看好评级]食品饮料行业周报：板块中期业绩确定 当前时点配置价值凸显,中财网
10963,2018-07-09,[增持评级]食品饮料每周小评：市场情绪仍偏谨慎 6月零食电商龙头继续高速,中财网
10964,2018-07-09,【异动股】白酒板块午后表现活跃 口子窖(603589-CN)涨近6%,财华社
10965,2018-07-09,食品饮料2018中报业绩前瞻：板块中报业绩确定 龙头价值凸显,申万宏源
10966,2018-07-09,山西汾酒1亿设国际子公司 多位股东经完成阶段性减持,新浪
10967,2018-07-09,【食品饮料】6月阿里系线上数据：618世界杯双核驱动6月线上销售热潮,中信证券研究
10968,2018-07-09,"食品饮料行业周报:关注绩优股追随真成长,重视必须消费子行业",国海证券
10969,2018-07-09,"山西汾酒:省内煤炭经济向好,国改红利加速释放,全国化提速",证券之星
10970,2018-07-09,"食品饮料行业2018下半年投资策略:买入白酒时间玫瑰,迎接大众消费之春",申万宏源
10971,2018-07-08,【中泰食品饮料】周观点28：估值回落凸显性价比，重视中报行情,微信
10972,2018-07-06,7月6日晚间上市公司十大重磅公告,巨丰财经
10973,2018-07-06,7月6日上市公司晚间公告速递,新浪
10974,2018-07-06,山西汾酒：1亿元设立子公司 推进汾酒国内外销售,e公司
10975,2018-07-06,午间重磅公告：一公司上半年盈利预降19%-37%,新浪
10976,2018-07-06,白酒板块高景气度有望延续 机构集体看好6股,证券时报网
10977,2018-07-06,[买入评级]食品饮料行业周报：白酒景气周期持续 继续看好白酒和食品龙头,中财网
10978,2018-07-06,白酒板块高景气度有望延续 机构扎堆看好6只潜力股,证券日报
10979,2018-07-05,[超配评级]食品饮料行业2018年下半年投资策略：穿越周期优中选优 享受稳定增长的长牛溢价,中财网
10980,2018-07-05,第二届中国高端酒展览会将在济南开幕 展览面积提升50%,中新网
10981,2018-07-05,白酒淡季掀一轮涨价潮 白酒股走强,佳酿网
10982,2018-07-05,白酒板块震荡上扬 贵州茅台涨逾2%,证券时报网
10983,2018-07-05,快讯：白酒股早盘走强，洋河股份等均涨逾3%,新浪
10984,2018-07-05,茅台股价三周跌掉百元 白酒股见顶了？,中新网
10985,2018-07-04,中国高端酒展览会8月8日在济南开幕,证券时报网
10986,2018-07-04,[推荐评级]食品饮料行业周报：咬定业绩不放松 板块回调名优标的再现买入良机,中财网
10987,2018-07-04,[推荐评级]食品饮料行业周报：调整或至底部 食品乐观展望,中财网
10988,2018-07-04,创业板再度走弱失守1600点 回踩5日均线,证券之星
10989,2018-07-04,[推荐评级]食品饮料行业周报：坚持守正 顺势而为,中财网
10990,2018-07-04,[推荐评级]食品饮料行业周报：白酒进入调整期?分化集中是核心-附古井/水井/舍得/汾酒/达利/啤酒调研反馈,中财网
10991,2018-07-03,[维持评级]食品饮料行业周报：名优酒企优势显著 当下唯稳则优,中财网
10992,2018-07-03,沪指现V型反转收涨0.41%，国产软件板块领涨,搜狐
10993,2018-07-03,白酒板块持续走软 舍得酒业逼近跌停,佳酿网
10994,2018-07-03,山西汾酒大跌7.77%，报59.69元,腾讯网
10995,2018-07-03,快讯：白酒板块持续重挫 贵州茅台跌破700元关口,新浪
10996,2018-07-03,山西汾酒大跌5.32%，报61.28元,腾讯网
10997,2018-07-03,山西汾酒：主力产品高增长 全国化进程持续推进,中证网
10998,2018-07-03,[看好评级]食品饮料行业周报：Q2超额收益20%回调正常 继续买入板块确定性,中财网
10999,2018-07-03,快讯：白酒板块遭遇重挫 山西汾酒领跌,新浪
11000,2018-07-03,[推荐评级]食品饮料行业周报：洋河提价、普五预定超全年目标 白酒景气度仍高,中财网
11001,2018-07-03,25股获券商买入评级，跨境通目标涨幅达93.04%,Wind
11002,2018-07-03,日常消费行业动态：5月多数品类商超渠道销售额增速不及4月,中财网
11003,2018-07-03,[看好评级]食品饮料行业周报：白酒行业景气度持续 建议关注中报超预期个股,中财网
11004,2018-07-02,【申万食品饮料-吕昌团队】 周观点（6月第5周）：Q2超额收益20%回调正常 继续买入板块确定性,申万食品饮料研究
11005,2018-07-02,长江食品：食品饮料行业2018年中报前瞻,长江食品饮料研究
11006,2018-07-02,研报精选 6股值得关注（07.02）,中金在线
11007,2018-07-02,"7月迎来开门绿 ""七翻身""还有戏吗？",证券之星
11008,2018-07-02,[领先大市-A评级]食品饮料行业周报：水井坊两次要约的异同和借鉴,中财网
11009,2018-07-02,安信证券：成长风格和创业板将引领7月市场反弹(附股),金融界
11010,2018-07-02,[强于大市评级]食品饮料行业周报：海外资金持续涌入 食品饮料投资价值正凸显,中财网
11011,2018-07-02,[推荐评级]食品饮料行业周报：古井贡酒超预期 强化区域次高端龙头主线逻辑,中财网
11012,2018-07-02,[强于大市评级]深度*行业*食品饮料行业周报：复苏传导和确定增长两条主线寻找下半年机会,中财网
11013,2018-07-02,"2018白酒""牛熊""股年中盘点:皇台坎坷 今世缘飙涨5成",新浪
11014,2018-07-02,两市指数分化 反弹再度夭折 大洋彼岸又出大事,证券之星
11015,2018-07-02,[优于大市评级]食品行业周报：震荡难免 中报季将再次胜出,中财网
11016,2018-07-02,白酒板块早盘全线上涨 古井贡酒上涨超过5%,中国经济网
11017,2018-07-02,【盘中动态】海南、白酒板块走强,每日经济新闻
11018,2018-07-02,【异动股】白酒板块迅速走强 古井贡酒(000596-CN)涨超8%,财华社
11019,2018-07-02,白酒板块大幅走高 古井贡酒涨逾8%,证券时报网
11020,2018-07-02,快讯：白酒板块异动拉升 古井贡酒涨逾5%,新浪
11021,2018-07-02,45股获券商买入评级 双环传动目标涨幅达75.03%,Wind
11022,2018-07-02,【古井贡酒超预期，强化区域次高端龙头主线逻辑—方正食品饮料180701】,虎哥的研究
11023,2018-07-02,古井贡酒发布2018半年度业绩预告 净利同比增长增50%～70%,佳酿网
11024,2018-07-02,"食品饮料行业周报:迎接中报行情,建议关注超预期个股",国海证券
11025,2018-06-30,舍得酒业：资本层面动作频频 中高端化承压,中国经营报
11026,2018-06-29,华创鑫睿成为山西汾酒第二大股东 股权转让过户完成,新浪
11027,2018-06-29,[买入评级]山西汾酒(600809)点评：青花持续高增 渠道反馈良性高质量增长 坚定看好汾酒中长期改善空间,中财网
11028,2018-06-29,[强于大市评级]深度*行业*食品饮料2018年中期策略：白酒继续看好 食品精选个股,中财网
11029,2018-06-29,[买入评级]深度*公司*顺鑫农业(000860)点评：2季度白酒延续高增长态势,中财网
11030,2018-06-29,山西汾酒：改革持续推进 看好来年空间,佳酿网
11031,2018-06-29,茅台盘中跌破700元，喝酒行情真的要没了？,中财网
11032,2018-06-29,山西汾酒四项经济指标要翻一番 李秋喜展示“汾老大”复兴雄心,证券日报
11033,2018-06-29,"食品饮料行业双周报:板块分化,食饮行业防御属性凸显",中航证券
11034,2018-06-28,汾酒召开2017年度股东大会：1-5月营收超40亿,佳酿网
11035,2018-06-27,[买入评级]食品饮料行业周报：618、世界杯期间酒类表现亮眼 关注酒类、食品龙头,中财网
11036,2018-06-27,[强烈推荐评级]古井贡酒(000596)十五年复盘暨展望：回归与振兴的徽酒龙头,中财网
11037,2018-06-27,券商评级:沪指收盘跌逾1% 九股兼具攻防价值,证券之星
11038,2018-06-27,西凤酒再启IPO，有哪些疑问应该讲清楚？,阿尔法工场
11039,2018-06-27,[推荐评级]食品饮料行业周报：五泸淡季政策显底气 酒鬼渠道反馈积极,中财网
11040,2018-06-27,2018Q1全面总结：把价值交给时间,佳酿网
11041,2018-06-27,古井贡酒：盈利能力还有较大提升空间,红周刊
11042,2018-06-26,山西汾酒股东大会:2020年市值过千亿 整体上市造典范,新浪
11043,2018-06-26,[领先大市-A评级]食品饮料行业周报：抗跌明显 地产酒中报值得期待,中财网
11044,2018-06-26,[买入评级]食品饮料行业投资策略：第三轮白酒牛市继续 食品龙头受益消费升级,中财网
11045,2018-06-26,[增持评级]食品饮料行业每周小评：618休闲食品翻倍增长 三大龙头持续收割流量,中财网
11046,2018-06-26,陆股通大幅增持白酒股 白酒板块中期投资价值显现,大众证券报
11047,2018-06-26,【异动股】白酒板块逆市飘红 水井坊(600779-CN)涨停,财华社
11048,2018-06-26,快讯：白酒股盘初大幅拉升 水井坊涨停,新浪
11049,2018-06-26,巨丰热点：避险情绪推升酿酒板块活跃 水井坊强势涨停,巨丰财经
11050,2018-06-26,白酒股逆势拉涨，水井坊受利好提振涨停,Wind
11051,2018-06-25,A股头条之上市公司公告精选（6.26）,金融界
11052,2018-06-25,利空公告：罗平锌电收到环保部门《行政处罚决定书》,金融界
11053,2018-06-25,山西汾酒：晋泉涌累计减持5.09万股,金融界
11054,2018-06-25,看好中国|消费升级——白酒股新高不断,巨丰财经
11055,2018-06-25,快讯：酿酒板块早盘走强 古井贡酒涨5.5%,证券时报
11056,2018-06-25,"食品饮料行业周报:行业确定性高,龙头企业尤佳",证券之星
11057,2018-06-25,"食品饮料行业周报:避险情绪主导市场,防御属性受到青睐",开源证券
11058,2018-06-25,"食品饮料行业周报:白酒控货挺价,建议关注中高端白酒和食品龙头",国海证券
11059,2018-06-24,白酒区域研究之东北市场：量大但价低，地产酒在百元以下价位强势,长江食品饮料研究
11060,2018-06-22,投资周报：白酒股投资策略分析,佳酿网
11061,2018-06-22,9000亿茅台、3000亿五粮液……白酒股集体大涨的背后,佳酿网
11062,2018-06-21,行业高景气度持续 关注白酒龙头股行情,中证网
11063,2018-06-21,[推荐评级]食品饮料行业周报：“五泸”控价、茅台系列酒发力 乳业振兴剑指规模化,中财网
11064,2018-06-21,6月21日创业板高活跃度个股一览,中证网
11065,2018-06-21,白酒板块强势反弹 北上资金重点布局4只龙头股,证券日报
11066,2018-06-21,"食品饮料行业周报:系统回调凸显板块配置价值,优选白酒及大众品龙头",申万宏源
11067,2018-06-20,巨丰投顾：关注两类股,巨丰财经
11068,2018-06-20,缩量反弹或有反复 黎明前最黑暗时刻是否已过？,证券之星
11069,2018-06-20,市场探底回升 抄底就选这类股,证券之星
11070,2018-06-20,巨丰投顾：两大重磅利好促大盘反弹 抄底要紧盯流动性,巨丰财经
11071,2018-06-20,6月20日午间策略：技术面超跌反弹可期 关注流动性充沛的超跌品种,中证网
11072,2018-06-20,酿酒行业表现强势 金种子酒率先涨停,金融界
11073,2018-06-20,巨丰投顾：关注流动性充沛的超跌品种,巨丰财经
11074,2018-06-20,市场低位震荡 两大因素决定调整何时结束,证券之星
11075,2018-06-20,巨丰投顾：筑底漫长而复杂 关注有流动性的股,巨丰财经
11076,2018-06-20,白酒股早盘快速走强 金种子酒涨逾5%,中国经济网
11077,2018-06-20,酿酒板块逆势大涨,证券之星
11078,2018-06-20,白酒板块逆势回暖,证券之星
11079,2018-06-20,快讯：早盘白酒股迅速崛起 龙头金种子酒大涨6%,新浪
11080,2018-06-20,沪指低开低走震荡下跌 酿酒板块防御性凸显,腾讯网
11081,2018-06-20,申万宏源晨会纪要-180620,申万宏源
11082,2018-06-19,【数据揭秘】融资客最看好个股一览,证券时报
11083,2018-06-19,白酒停货挺价潮思考及近期跟踪,佳酿网
11084,2018-06-19,国信证券--6月食品饮料行业策略观点,国信证券
11085,2018-06-16,汾酒高层集体站台 白酒国际化还有多远?,中国经营网
11086,2018-06-15,【申万食品饮料-吕昌团队】价格波动区间收窄 把价值交给时间：白酒终端（线上&线下）系列调查之九,申万食品饮料研究
