,2021-12-31,通策医疗股价半年腰斩 中泰证券国元证券8月份喊买入,中国经济网
1623,2018-10-15,[看好评级]医药生物行业2018年三季报业绩前瞻：医药需求刚性 预计增长保持稳健,中财网
1624,2018-10-15,【申万宏源医药闫天一团队】20181012周观点：医药需求刚性，预计增长保持稳健——医药生物行业2018年三季报业绩前瞻,申万投资健康
1625,2018-10-15,"医药行业周报:估值吸引力强,期待三季报行情",西南证券
1626,2018-10-10,医药生物行业:上海药品挂网公开议价第三款pd1上市,国联证券
1627,2018-10-08,医疗保健：医药很可能迎来结构性艳阳天 荐14股,西南证券
1628,2018-09-27,医药行业向来是一片创新研发“沃土” 医药板块未来可期,证券日报
1629,2018-09-23,医疗保健：持续看好创新药产业链 荐8股,中泰证券
1630,2018-09-06,医疗保健：短期事件拖累表现 荐3股,广发证券
1631,2018-08-30,医药生物：《2018年医改重点任务》发布，医保局引领三医联动,国金证券
1632,2018-08-24,"海底捞IPO在即,冲击上游公司股价",红周刊
1633,2018-08-21,"生物医药行业周报:疫苗事件处理结果引发市场担忧,继续推荐细分领域龙头",平安证券
1634,2018-08-19,多重政策利好接踵而至 刺激一类股逆市显赚钱机会,巨丰财经
1635,2018-08-17,二季度券商持有52只个股 逾八成公司中报净利润同比增长,南方财富网
1636,2018-08-15,母婴消费领域迎来高速发展期社保与QFII同时重仓5只个股,顶尖财经网
1637,2018-08-14,中兴通讯等5只A股加入MSCI中国A股在岸指数,Wind
1638,2018-08-13,巨丰热点：各地鼓励人口生育政策出台 婴童概念呈现活跃,巨丰财经
1639,2018-08-11,两类以上机构共同持有34只个股 6公司被密集调研藏玄机,证券日报
1640,2018-08-09,24只券商重仓股浮出水面 下半年以来超七成跑赢大盘,中财网
1641,2018-08-09,基金二季度增持14只医药股 开立医疗遭清仓式减持,金融投资报
1642,2018-08-08,财融汇·个股研报精选,财通证券融资融券部
1643,2018-08-08,"通策医疗2018年中报点评:“总院+分院”模式稳步推进,量价齐升带动业绩持续高增长",东莞证券
1644,2018-08-07,通策医疗：半年报现金流高于利润是正常现象，预计下半年增长保持稳定,Wind
1645,2018-08-03,"通策医疗2018年半年报点评:区域医疗集团成效初显,高增长有望延续",正点财经
1646,2018-08-03,通策医疗:业绩符合预期大专科平台稳步推进,国联证券
1647,2018-08-03,"通策医疗:新院兑现进入收获期,医院经营周期分布优化",国金证券
1648,2018-08-02,中报眼|通策医疗股价与业绩齐飞 托管模式背后藏同业竞争隐忧,第一财经
1649,2018-08-02,央行定调下半年工作重点 未来投资方向揭晓,巨丰财经
1650,2018-08-02,【医药-崔文亮】通策医疗：半年度业绩超预期，口腔门诊量价双升带动公司收入高质量增长,安信证券研究
1651,2018-08-02,"通策医疗:h1净利增速53%维持高增长,省内推进蒲公英计划",证券之星
1652,2018-08-01,通策医疗：2018年半年度主要财务指标,上交所
1653,2018-08-01,8月1日晚间上市公司十大重磅公告,巨丰财经
1654,2018-08-01,[中报]通策医疗上半年净利润1.35亿元 同比增53%,全景网
1655,2018-08-01,通策医疗：上半年净利1.35亿元 同比增53%,e公司
1656,2018-08-01,通策医疗：上半年净利润同比增52.68%,Wind
1657,2018-08-01,医疗保健：加快推进289基药品种一致性评价工作 荐5股,川财证券
1658,2018-07-31,"医药生物行业周报:药物临床试验审评审批实施到期默认制,政策东风持续鼓励新药研发",上海证券
1659,2018-07-27,[买入评级]通策医疗(600763)公司跟踪报告：设立湖南怀化口腔医院 省外布局再下一城,中财网
1660,2018-07-25,明日最具投资机会六大牛股一览（2018年7月25日）,中财网
1661,2018-07-25,[增持评级]通策医疗(600763)更新报告：携手湖南医药学院 省外扩张进一步提速,中财网
1662,2018-07-24,医药生物行业点评：2018Q2公募基金医药持仓比重和集中度提升,中财网
1663,2018-07-24,通策医疗股票行情：携手湖南医药学院共建口腔医院，省外再下一城,招商证券
1664,2018-07-24,通策医疗：医疗资源优势再现 全国扩张进一步推进,国金证券
1665,2018-07-23,[推荐评级]医药行业周报：看好泛消费升级+医药商业 选择政策避风港中的细分龙头,中财网
1666,2018-07-16,[推荐评级]口腔种植牙行业深度报告：不可“豁”缺的千亿市场,中财网
1667,2018-07-13,[强于大市评级]医药行业2018中报前瞻：行业景气度底部回升 结构性行情有望延续,中财网
1668,2018-07-10,[看好评级]医药生物行业2018年中报业绩前瞻：医疗需求刚性 重点关注稳健成长和“流量入口”型公司,中财网
1669,2018-07-10,[推荐评级]医药生物行业2018年中报业绩前瞻：重点覆盖公司中报业绩前瞻：关注2季度增速加快个股,中财网
1670,2018-07-09,涨停板解密：医药股全面爆发，成反攻先锋！（7月9日）,Wind
1671,2018-07-04,[优于大市评级]医药与健康护理行业月报：弱市之下 寻找中报确定性,中财网
1672,2018-07-02,[强于大市评级]生物医药行业月报：板块调整到位机会重现 新增天士力纳入组合,中财网
1673,2018-06-27,[推荐评级]医药行业周报：什么是股市波动中的避风港-安全性+确定性板块,中财网
1674,2018-06-22,6月22日有97家公司获重要股东增减持 欧亚集团已被连续增持175次,Wind
1675,2018-06-22,"2018年生物医药行业半年度策略报告:行业触底回升,紧握医药产业升级结构性机会",平安证券
1676,2018-06-13,通策医疗股票分析：口腔业务进入收获期，大专科平台逐渐成型,招商证券
1677,2018-06-12,[推荐评级]医药行业周报：谈龙头的持续上涨与二线品种的机会,中财网
1678,2018-06-12,大盘震荡筑底产业资本现增持热 六股将受益,证券日报
1679,2018-06-11,"生物医药行业周报:板块上行过程中内部分化或将加大,重点配置前期滞涨细分龙头",平安证券
1680,2018-06-04,[增持评级]医药与健康护理行业月报：分化加剧中寻找确定性支撑,中财网
1681,2018-06-04,儿童药发展获政策扶持 五股有望借势腾飞,证券时报
1682,2018-05-29,医药行业周报2018第20期:一致性评价、创新政策驱动医药长期向上,长城证券
1683,2018-05-28,"生物医药行业周报:继续看好医药板块,持续推荐相应细分领域龙头",平安证券
1684,2018-05-22,[强于大市评级]生物医药行业周报：继续深挖低估值滞涨细分领域龙头,中财网
1685,2018-05-21,"医药行业每周观点:从三个方向继续深挖医药投资机会,重点推荐万孚生物、葵花药业等优质标的",安信证券
1686,2018-05-20,医疗保健：知识产权保护有望加强 荐8股,广发证券
1687,2018-05-20,医疗保健：从三个方向继续深挖医药投资机会 荐7股,安信证券
1688,2018-05-14,[买入评级]通策医疗(600763)公告点评：一季度业绩同比增长44% 经营景气度有望继续提升,中财网
1689,2018-05-14,[强于大市评级]医药行业周报：医药行情基础牢固 短期调整不改长期向上趋势,中财网
1690,2018-05-09,[推荐评级]医药生物行业2018年一季报和2017年业绩回顾：板块增速回升 关注优质白马及高成长个股,中财网
1691,2018-05-09,[推荐评级]医药行业周报：继续看好 建议加配二线细分龙头,中财网
1692,2018-05-08,[增持评级]通策医疗(600763)一季报点评：业绩符合预期 培育医院步入盈利期,中财网
1693,2018-05-08,[增持评级]医药与健康护理行业月报：积极拥抱医药 业绩、估值与政策叠加共振,中财网
1694,2018-05-04,巨丰收评：防御性板块启动,巨丰财经
1695,2018-05-02,私募大佬最新重仓股大曝光！王亚伟、成泉资本都在这,中国基金报
1696,2018-04-26,[增持评级]通策医疗(600763)季报点评：Q1净利增长44%超预期 省内外医院建设同步推进,中财网
1697,2018-04-26,巨丰早评：市场短期窄幅震荡为主,巨丰财经
1698,2018-04-25,通策医疗：一季度净利润同比增43.98%,Wind
1699,2018-04-19,看好中国 |健康中国 ——创新药机会依旧,巨丰财经
1700,2018-04-19,基金提前布局享收益 加仓多只医药股,金融投资报
1701,2018-04-17,[看好评级]医药生物行业2018年一季报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
1702,2018-04-11,[买入评级]通策医疗(600763)年报点评：口腔业务重回快速增长轨道 涉足眼科谋发展,中财网
1703,2018-04-11,4月11日午间行业热点聚焦,中证网
1704,2018-04-11,[审慎增持评级]通策医疗(600763)年报点评：业绩快速增长 省外扩张逐步推进,中财网
1705,2018-04-09,专科连锁领域竞争格局与策略全面分析：医疗服务行业品牌化集团化质变前夜,中财网
1706,2018-04-08,医药生物行业周报：国办出台政策 优质仿制药企长期趋势向好,中财网
1707,2018-04-08,[增持评级]通策医疗(600763)年报点评：口腔医疗稳定扩展 特色医疗服务加快布局 业绩持续高速增长,中财网
1708,2018-04-08,[买入-A评级]通策医疗(600763)年报点评：全年业绩略超预期 省内口腔业务扩张顺利收入和利润快速增长,中财网
1709,2018-04-05,年报透露医药股的三大投资机会,中财网
1710,2018-04-04,[买入评级]通策医疗(600763)年报点评：2017年归母净利润增长59% 口腔龙头业绩提速,中财网
1711,2018-04-04,[增持评级]通策医疗(600763)年报点评：业绩超市场预期 高增长有望延续,中财网
1712,2018-04-04,【港股解码】通策医疗年报净利增长60%，当下是否值得投资？,财华社
1713,2018-04-04,[强于大市评级]生物医药行业月报：中小创优先!医药板块发动春季攻势,中财网
1714,2018-04-04,112股获券商买入评级 世联行目标涨幅达117.16%,Wind
1715,2018-04-03,[增持评级]通策医疗(600763)年报点评：扣非实现61%高增长 推进“区域总院+分院”模式,中财网
1716,2018-04-03,通策医疗将多路径跑马圈地 机构去年四季度增仓明显,e公司
1717,2018-04-03,通策医疗2017年净利润同比增长59.05%,顶尖财经网
1718,2018-04-03,医药生物行业日报：国药旗下医疗器械业务或寻求合并上市,中财网
1719,2018-04-02,晚间重要公告2018年4月2日星期一,--
1720,2018-04-02,通策医疗：2017年净利润同比增近六成，社保基金减持,Wind
1721,2018-03-13,平安证券-策略周报:成长共识已成,平安证券
1722,2018-03-08,[中性评级]医药生物行业3月月报：聚焦两会 关注产业发展大趋势,中财网
1723,2018-03-07,巨丰早评：市场拉锯战难以打破,巨丰财经
1724,2018-03-06,口腔业务独撑业绩 通策医疗培育新盈利点,时代周报
1725,2018-03-02,[领先大市-B评级]医药行业2017年业绩前瞻：整体增长稳健 重点把握业绩优质龙头股,中财网
1726,2018-03-02,平安研报20180302,平安研究
1727,2018-02-27,通策医疗到底是不是一家好公司？遭质疑隐瞒关联交易,面包财经
1728,2018-02-26,[领先大市-A评级]医药行业每周观点：关注业绩超预期及估值增速具备高性价比的投资机会 首推葵花药业和济川药业,中财网
1729,2018-02-26,医药生物行业周报：医药分销板块有望迎来戴维斯双击,中财网
1730,2018-02-24,隐瞒关联、财务违规 伪白马通策医疗撑起一上市公司,新浪
1731,2018-02-09,[看好评级]医药生物行业2017年年报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
1732,2018-02-08,2月8日有106家公司获重要股东增减持 汉钟精机已被连续增持77次,Wind
1733,2018-02-01,[买入-A评级]通策医疗(600763)公司快报：全年业绩预告符合预期 公司收入和净利润快速增长经营情况持续向好,中财网
1734,2018-01-31,【平安】策略月报*成长风渐起,平安研究
1735,2018-01-31,[买入评级]通策医疗(600763)公告点评：2017年业绩预增50%-60% 成长确定性显著提升,中财网
1736,2018-01-30,医疗保健：医保支付结构优化带来行业分化 荐8股,安信证券
1737,2018-01-30,[买入评级]医药生物行业投资策略：口腔医疗消费需求快速提升 大型口腔连锁将成未来整合方向,中财网
1738,2018-01-30,[推荐评级]医药行业周报：白马回调后 医药股如何配臵?,中财网
1739,2018-01-29,通策医疗：预计2017年净利润同比增长50%-60%,Wind
1740,2018-01-29,平安证券：上调通策医疗评级至强烈推荐,Wind
1741,2018-01-29,生物医药行业周报:关注药品流通板块反弹机会,平安证券
1742,2018-01-18,"医药生物行业研究简报:卫计委发布流感诊疗方案,认可器械境外临床数据",国联证券
1743,2018-01-17,通策医疗：第七届董事会第四十六次会议决议公告,顶尖财经网
1744,2018-01-15,大参考：网络安全上升为国家战略 3概念股或强势崛起,巨丰财经
