,2021-12-31,2021年的光伏业：产能扩展引供需矛盾，产业链上下游失衡,第一财经
6693,2018-08-15,半导体行业报告简版：信息消费升级、硅含量提升,中财网
6694,2018-08-14,8月14日券商晨会研报汇编,证券日报
6695,2018-08-10,巨丰热点：全球首个7纳米芯片量产 芯片概念股活跃,巨丰财经
6696,2018-08-09,1569只股短线走稳 站上五日均线,证券时报网
6697,2018-08-09,今日1669只个股突破五日均线,证券时报
6698,2018-08-08,沪深两市遭空头主力打压的50只股,证券之星
6699,2018-08-08,【华创电子 耿琛团队】每日资讯/观点（2018-08-08）,王火的科技酒馆
6700,2018-08-07,上海电气、保利协鑫终止股权并购 或与光伏新规有关 并购重组异常,证券日报
6701,2018-08-06,中环股份：收到标的资产过渡期亏损补偿5417万元 投资失误,金融界
6702,2018-08-06,沪指冲高回落半日跌0.8％ 猪肉概念、医药股大跌,经济通
6703,2018-08-06,光伏龙头隆基股份触及跌停,Wind
6704,2018-08-03,隆基股份产能扩展势头不减 拟配股募资39亿投10GW单晶电池项目,每日经济新闻
6705,2018-08-02,今年以来十家公司定增被否 从严监管 降速提质,大众证券报
6706,2018-08-02,"晶盛机电:百尺竿头更进一步,打造长晶王者品牌",联讯证券
6707,2018-08-01,[看好评级]新能源行业点评：新能源发展趋势不变 风电光伏消纳持续改善,中财网
6708,2018-08-01,通威股份50亿可转债通过证监会审核 系“5·31新政”后光伏首单获准发行融资案,e公司
6709,2018-08-01,微利时代 光伏行业需要复仇者联盟,Ofweek
6710,2018-08-01,通威股份将发50亿可转债提升多晶硅产能,证券时报
6711,2018-07-31,光伏行业正式“断奶”，海外市场或成“避风港”,财经网
6712,2018-07-31,巨丰午评：大盘探底回升 短线操作需多重保险,巨丰财经
6713,2018-07-31,2018年全球半导体销售额有望超5000亿美金 多股有望受益,证券时报网
6714,2018-07-31,31日早间上市公司最新动态梳理,证券时报网
6715,2018-07-31,【电子】郑震湘、佘凌星（联系人）：海外巨头半年报，我们发现什么？半导体深度周观点20180730,中泰证券研究所
6716,2018-07-30,沪深上市公司18年7月30日晚间上市公司重要公告,全景网
6717,2018-07-30,中环股份：集成电路用半导体硅材料产业基地项目成功签约,e公司
6718,2018-07-30,[增持评级]联讯电新周报：配额制年内或将出台 风光板块长期发展向好,中财网
6719,2018-07-30,[推荐评级]机械设备行业月报：中铁总未来三年货运列车采购超千亿 中环股份12英寸单晶硅开始试制,中财网
6720,2018-07-26,五大券商周五看好6板块46股,证券之星
6721,2018-07-26,[看好评级]半导体设备产业链系列深度报告(一)：下游产业加速转移 设备自主可控势在必得,中财网
6722,2018-07-24,[领先大市-A评级]新能源设备行业周报：310批次目录公示 申报数量增长有助下半年产销放量,中财网
6723,2018-07-23,近日我司公司债券推介,中信建投固定收益部
6724,2018-07-23,[增持评级]电气设备行业周报：风电反转逻辑持续验证 海上风电将有优异表现,中财网
6725,2018-07-22,电气设备：半年报逾八成公司业绩环比预增,投资快报
6726,2018-07-20,半导体行业研究周报：AI芯片资源抢夺战升级 半导体设备投资成焦点,中财网
6727,2018-07-19,浙商·电气新能源环保 | 一周重要公告（2018.7.14-20）,分析师
6728,2018-07-18,7月18日晚间利好消息汇总,证券时报网
6729,2018-07-18,中环股份：8英寸抛光片产能预计10月将达到30万片/月,中证网
6730,2018-07-18,创业板指八连阳 成长股引关注,证券时报
6731,2018-07-17,融资客青睐19股，亚泰集团买入占比高达57.79%,Wind
6732,2018-07-16,A股共发生42宗大宗交易成交6.99亿元（7月16日）,Wind
6733,2018-07-16,中环股份今日大宗交易成交499.99万股，成交价8.57元折价0.0%,Wind资讯
6734,2018-07-16,期指午后分化加剧 IH主力收跌近1%,证券之星
6735,2018-07-16,A股缩量震荡：金融和地产股疲软，沪指力保2800点关口,澎湃新闻
6736,2018-07-16,[强于大市评级]深度*行业*电力设备与新能源行业周报：6月新能源汽车产销与用电量持续高增长,中财网
6737,2018-07-16,[强于大市评级]一周半导体动向：核心技术是国之重器/产业趋势和政策方向双重拉动的乘数效应蓄力板块向上动能/三大维度确定明年半导体设备高增逻辑,中财网
6738,2018-07-16,7月15日晚间上市公司重要公告汇总,财界网
6739,2018-07-16,安信证券：硅片下游需求旺盛 晶圆缺货或将持续到2020年以后,证券时报网
6740,2018-07-16,周末重要增减持,中证网
6741,2018-07-15,晚间重要公告2018年7月15日星期日,Wind
6742,2018-07-15,中环股份：渤海信息产业基金减持计划到期 未减持股份,e公司
6743,2018-07-13,中环股份技术中心获评国家企业技术中心,e公司
6744,2018-07-12,[买入评级]晶盛机电(300316)：再中大单 半导体设备开始发力,中财网
6745,2018-07-12,[看好评级]半导体行业点评：半导体大硅片国产化提速 先进制造推动大国崛起,中财网
6746,2018-07-12,[买入评级]晶盛机电(300316)：4亿半导体订单落地!半导体业绩开始兑现,中财网
6747,2018-07-12,申万宏源：龙头公司强强联合 半导体大硅片国产化提速,金融界
6748,2018-07-12,[增持评级]晶盛机电(300316)：半导体设备订单获重大突破 国产化迎来爆发期,中财网
6749,2018-07-12,[买入评级]晶盛机电(300316)：中标高端客户大单 强强联合大势所趋,中财网
6750,2018-07-12,并购市场“降速提质” 监管从严力度不减,第一财经
6751,2018-07-11,中科院微电子所天津分所落地，天津滨海打造产业新高地,元器件交易网
6752,2018-07-11,【SMM专题】2018上半年小金属市场大事记,上海有色
6753,2018-07-11,天津上市公司员工均薪竟然赢了北上广深,投资时报
6754,2018-07-10,[领先大市-A评级]新能源设备行业周报：原材料价格下滑 产销量底部已现,中财网
6755,2018-07-07,光伏巨头避谈新政扩产能否“突围”？,中国经营网
6756,2018-07-05,光伏电站交易活跃 全产业链降价潮涌,中证报
6757,2018-07-04,光伏电站市场交易活跃 企业各取所需 4股受欢迎,证券之星
6758,2018-07-04,电子行业专题：硅片市场开启七年景气周期,国信研究
6759,2018-07-04,早知道：百度人工智能开发者大会将开；史上最强暑期档来袭,e公司
6760,2018-07-03,加码光伏产业布局 正泰电器拟7.03亿收购隆基股份17个项目,每日经济新闻
6761,2018-07-03,抛60亿融资计划卖17个光伏项目 隆基股份下怎样一盘棋？,每日经济新闻
6762,2018-07-02,上半年IPO不足五成 并购重组过会率却高达85%,新浪
6763,2018-07-02,[强大于市评级]深度*行业*电力设备与新能源行业周报：三代核电机组正式并网,中财网
6764,2018-06-29,[强于大市评级]电子行业周报：功率半导体价格上涨 关注细分领域龙头企业,中财网
6765,2018-06-28,从比亚迪谈起 说说光伏产业的垂直整合,世纪新能源
6766,2018-06-26,中环、隆基联合降价 惨烈的产能淘汰正加速到来,维库电子市场
6767,2018-06-26,董秘解码：星普医科曝光收购真实意图,巨丰财经
6768,2018-06-25,【安信电子孙远峰团队每日观点&资讯】（2018-06-26）,远峰电子
6769,2018-06-25,中环股份再降价：常规单晶价格每片3.18-3.32元人民币,世纪新能源
6770,2018-06-24,【安信电子-走进“芯”时代系列之十三-半导体封装前瞻深度】先进封装大势所趋，国家战略助推成长,远峰电子
6771,2018-06-24,【安信电子孙远峰团队每日观点&资讯】（2018-06-25）,远峰电子
6772,2018-06-23,并购志|国望高科借壳东方市场二度闯关，关联交易仍为关注重点,国际金融报
6773,2018-06-22,中环股份发行股份购买资产等事项获证监会核准批复,金融界
6774,2018-06-22,[买入-A评级]扬杰科技(300373)公司快报：携手中环 IDM 龙头延伸布局IC 器件封装,中财网
6775,2018-06-21,中兴通讯A股连续六日跌停，小米启动香港IPO募资480亿港元,元器件交易网
6776,2018-06-21,太平洋电子|每日公告20180621,刘翔电子研究
6777,2018-06-21,A股头条之上市公司公告精选（6.22）,金融界
6778,2018-06-21,【安信电子孙远峰团队-持续推荐扬杰科技】携手中环，IDM龙头延伸布局IC器件封装,远峰电子
6779,2018-06-21,中环股份：投资建设封装基地 强化半导体器件业务,中证网
6780,2018-06-21,关于核准天津中环半导体股份有限公司向国电科技环保集团股份有限公司发行股份购买资产并募集,证监会
6781,2018-06-21,扬杰科技签订战略合作框架协议 拟投建集成电路器件封装基地,中证网
6782,2018-06-21,6月21日上市公司晚间公告速递,新浪
6783,2018-06-21,中环股份：拟与扬杰科技投资10亿元建设封装基地,e公司
6784,2018-06-20,中环股份：6月19日融资余额为17.92亿元，较前一日骤降5.28%,Wind资讯
6785,2018-06-15,【热点】总投资75亿!华胜天成拟参与集成电路股权投资中心,元器件交易网
6786,2018-06-14,冠城大通拟1.4亿合作设立项目公司 涉房地产开发、物业管理等业务,观点地产网
6787,2018-06-14,扬杰科技已小批量生产IGBT，中兴通讯董事候选人名单出炉,元器件交易网
6788,2018-06-13,周四两市重要公告抢先看！,金融界
6789,2018-06-13,中环股份投资组建天津中科环海产业园有限公司,中证网
6790,2018-06-13,中环股份：拟2.6亿元投资组建产业园,e公司
6791,2018-06-13,[推荐评级]电子行业简评研究：大基金加速投资及布局 我国集成电路发展取得一定成绩,中财网
6792,2018-06-12,[看好评级]电力设备新能源行业周报：推进全额消纳 落实限电改善,中财网
6793,2018-06-12,【异动股】光伏板块个股反弹 晶盛机电(300316-CN)涨近5%。,财华社
6794,2018-06-12,市场利空将接踵而来 一类资金却放量抄底(附股),证券日报
6795,2018-06-12,大盘震荡筑底产业资本现增持热 六股将受益,证券日报
6796,2018-06-12,大盘筑底产业资本增持热 三维度筛出7只超跌白马股,证券日报
6797,2018-06-11,起底光伏暴利真相：真的是全行业补贴拿到手软？,上海有色
6798,2018-06-11,多晶硅料概念股通威股份：品质受单晶龙头认可,南方财富网
6799,2018-06-08,保利协鑫出售中能硅业51%股权 上海电气借势补齐光伏资产,21世纪经济报道
6800,2018-06-07,政策调整引光伏板块震荡 下跌中港资悄然“抄底”龙头,每日经济新闻
6801,2018-06-07,中环股份：光伏新政将加速淘汰落后产能,e公司
6802,2018-06-06,531光伏新政挤扩张泡沫 行业大佬称“天要塌下来”联名上书,华夏时报
6803,2018-06-06,光伏新政“吓跑”机构 私募：反应过激、过于悲观,每日经济新闻
6804,2018-06-05,“最严光伏新政”背后：龙头股连续两日跌停，QFII、社保、知名私募、老牌公募齐踩雷,每日经济新闻
6805,2018-06-05,创业板放量反转 反弹目标位已现 市场迎来突破关键期,证券之星
6806,2018-06-05,创业板涨逾1% 外援资金火速入场 能否大涨紧盯这一点,证券之星
6807,2018-06-05,【异动股】光伏板块持续低迷 阳光能源(300274-CN)等2股跌停,财华社
6808,2018-06-05,光伏板块再度大跌 阳光电源等个股连续两日跌停,金融界
6809,2018-06-05,史上最严厉新政打“退烧针” 光伏行业拐点即将到来,证券时报网
6810,2018-06-04,光伏板块今天跌的比传媒股惨 行业洗牌或将持续半年,中证网
6811,2018-06-04,降补贴？跌给你看！最严光伏新政搅动股市，光伏板块一日蒸发147亿,和讯
6812,2018-06-04,这个板块今天最受伤！近两成股票都跌停，行业龙头一字跌停,中财网
6813,2018-06-04,今天，有个板块比影视股跌得更惨！——道达投资手记,每日经济新闻
6814,2018-06-04,6月4日A股龙虎榜揭秘，机构最青睐5股,--
6815,2018-06-04,6月4日中小板高活跃度个股一览,中证网
6816,2018-06-04,4日中小板指跌0.12%,新华网
6817,2018-06-04,机构买入这7股，卖出华谊兄弟8320万元,第一财经
6818,2018-06-04,[强于大市评级]深度*行业*电力设备与新能源行业周报：国内光伏新政严厉 欧盟双反即将到期,中财网
6819,2018-06-04,跌停板解密：光伏板块利空现跌停潮！（6月4日）,Wind
6820,2018-06-04,光伏股批量跌停，机构大规模卖出,Wind
6821,2018-06-04,中环股份龙虎榜数据（6月4日）,Wind
6822,2018-06-04,收评：上证50收涨1.79% 创业板1700点失而复得,腾讯网
6823,2018-06-04,[增持评级]电气设备行业周报：光伏标杆电价下调5分钱 新能源车即将进入新旧补贴换挡期,中财网
