,2021-12-31,2021年最后一天，碧桂园“归零”,华尔街见闻
14820,2019-05-14,房企业绩小阳春之忧：头部房企销售放缓,时代周报
14821,2019-05-13,【华泰地产】2019年中期策略：激活新红利，适应新常态,新浪
14822,2019-05-13,地产：4月房企销售业绩亮眼 荐7股,财信证券
14823,2019-05-13,万科A：下半年拿地有望增加 全年销售额或突破6600亿元,证券时报网
14824,2019-05-13,【光大地产】土地市场结构性回暖，苏州局部限售调控趋严,缅怀南方
14825,2019-05-13,房地产行业2018年房地产行业年报综述:龙头房企盈利质量具有显著优势,申万宏源
14826,2019-05-11,掉队的中海地产：昔日地产盈利王的“是”与“非”,新浪
14827,2019-05-10,2018年上市房企成长潜力榜单TOP50,36氪
14828,2019-05-10,【地产】000002*万科Ａ:销售回升投资谨慎，未来业绩保障性强*买入,中银国际证券研究
14829,2019-05-10,王石：年轻人别急着买房子 买了等于把自己限定住了,新浪
14830,2019-05-10,"物业服务行业系列报告(1):服务提费利润限制突破在即,资本助力物业龙头优势尽显",光大证券
14831,2019-05-10,"房地产行业周刊:营收稳增利润波动,关注房企盈利水平变化",证券之星
14832,2019-05-09,联商头条：苏宁居中国连锁百强首位 家乐福中国否认出售,联商网
14833,2019-05-09,绿地控股净负债率5倍于万科 一半地区毛利率下滑东北区域为负 盈利能力下降,投资时报
14834,2019-05-09,杭州：5月近70盘将入市，刚需房源不少,钱江晚报
14835,2019-05-09,75股获券商买入评级 建发股份目标涨幅达95.92%,Wind
14836,2019-05-09,民生加银夺4月份权益基金跌幅冠军 2只混基跌超9%,中国经济网
14837,2019-05-08,万科印力：离2000万管理面积有多远？｜乐商拆解②,乐居财经
14838,2019-05-08,合肥庐阳区推介3宗商住地块 万科、招商等众房企参加,观点地产网
14839,2019-05-08,张纪文下一线 孙嘉上一线 万科为何下这步棋？,中国网
14840,2019-05-08,万科A：单月销售复苏 维持“推荐”评级,证券时报网
14841,2019-05-08,“诸侯”孙嘉杀回一线 能否助万科南方区扭转乾坤？,新京报
14842,2019-05-08,万科A：销售稳步增长 推荐评级,银河证券
14843,2019-05-08,房企前4月成绩单：龙头房企增长乏力，中小房企“力争上游”,21世纪经济报道
14844,2019-05-08,万科：任命孙嘉为集团高级副总裁,中国网
14845,2019-05-08,财税部门已起草土地增值税法初稿 正在内部征求意见,中财网
14846,2019-05-08,万科企业股份有限公司第十八届董事会第二十次会议决议公告,中证报
14847,2019-05-08,张纪文5月1日晒了个光头照 7日卸任万科南方区域CEO 董监高成员变化,第一财经
14848,2019-05-08,股东会见闻录 | 小股东要快VS管理层望稳的保利,观点地产网
14849,2019-05-07,万科CFO换人：从集团到区域 孙嘉重回前线,21世纪经济报道
14850,2019-05-07,恒大碧桂园万科 前4个月销售哪家强？,新京报
14851,2019-05-07,万科：王文金任财务负责人，孙嘉调任南方区域首席执行官,澎湃新闻
14852,2019-05-07,消息人士：孙嘉仍为万科集团高级副总裁,中国网
14853,2019-05-07,【招商证券·房地产】万科A——业绩稳健增长，预收锁定性提高,降噪房地产
14854,2019-05-07,万科拟发行、配发不超过公司H股20%的新增股份,新浪
14855,2019-05-07,“万村计划”掌舵人张纪文离任万科南方区域事业集团首席执行官 孙嘉继任,经济观察网
14856,2019-05-07,孙嘉卸任万科执行副总裁、首席财务官 王文金接任,新浪
14857,2019-05-07,王文金接替孙嘉出任万科财务负责人,观点地产网
14858,2019-05-07,万科A：董事会聘任王文金为财务负责人,金融界
14859,2019-05-07,孙嘉做“区首”，为什么执行副总裁一职被摘？,乐居财经
14860,2019-05-07,万科A：6月28日召开2018年度股东大会,e公司
14861,2019-05-07,万科A：孙嘉不在担任公司执行副总裁、首席财务官,中国网
14862,2019-05-07,万科A：拟发行、配发不超过公司H股20%新增股份,Wind
14863,2019-05-07,万科A：公司财务负责人变更 董监高成员变化,Wind
14864,2019-05-07,万科A：首席风险官王文金接任财务负责人岗位，孙嘉不再兼任执行副总裁,Wind
14865,2019-05-07,万科回应孙嘉接管南方大本营：不影响其CFO任职,Wind
14866,2019-05-07,万科南方区域换帅 张纪文奔赴教育业务孙嘉接棒,第一财经
14867,2019-05-07,张纪文不再兼任万科南方区域CEO 孙嘉接任,证券时报
14868,2019-05-07,快讯：孙嘉接管万科南方区域 张纪文转到教育事业部,乐居财经
14869,2019-05-07,万科高级副总裁张纪文不再兼任南方区域事业集团CEO,新浪
14870,2019-05-07,万科：孙嘉出任南方区域事业集团首席执行官,中国网
14871,2019-05-07,中国奥园(3883.HK)领内房股普涨 前4月房企销售井喷,格隆汇
14872,2019-05-07,港股公告精选：万科企业4月合同销售金额601.7亿元，同比增43.6%,Wind
14873,2019-05-07,30家房企融资成本PK：中海的4.3% 泰禾的8.5%,新浪
14874,2019-05-07,房二代接班操盘“夕阳战略”：内房股市值演化观察点,阿尔法工场
14875,2019-05-07,万科企业股份有限公司二○一九年四月份销售及近期新增项目情况简报,中证报
14876,2019-05-07,万科前4月销售超两千亿 单月600亿、重游旧地与资本掠影,观点地产网
14877,2019-05-06,格隆汇港股聚焦(5.6)︱澳优一季度经调整纯利预增81.8%-89.5% 万科4月合同销售增逾4成,格隆汇
14878,2019-05-06,万科前4个月合同销售额超2096亿 新增8个项目,新京报
14879,2019-05-06,[公司]万科A：前4月累计合同销售金额2096.1亿元,全景网
14880,2019-05-06,公告精选：伊利耗资4600万回购股份；三一重工宣布回购计划；万科前四月合同销售金额2096亿元，同比增7%,每日经济新闻
14881,2019-05-06,万科A：4月份实现合同销售金额601.7亿元,第一财经
14882,2019-05-06,10余房企同日晒前4月业绩：销售金额同比均增长,每日经济新闻
14883,2019-05-06,公告精选：多家公司披露回购进展；万科前四月合同销售金额2096.1亿元,e公司
14884,2019-05-06,万科前4月合同销售额2096亿 4月份82亿新增8地产项目,观点地产网
14885,2019-05-06,[快讯]万科Ａ:2019年四月份销售及近期新增项目情况简报,中财网
14886,2019-05-06,万科A：2019前4月合同销售2096.1亿元 销售面积1294.8万平,乐居财经
14887,2019-05-06,万科A：1-4月合同销售金额2096亿元，同比增长6.86%,Wind
14888,2019-05-06,业绩快报 | 世房前4月销售558.6亿 金茂、中南超400亿,观点地产网
14889,2019-05-06,[路演]德尔未来：与万科、保利等地产公司建立良好合作关系,全景网
14890,2019-05-06,500股获券商买入评级 凯乐科技目标涨幅达99.43%,Wind
14891,2019-05-06,万科Ａ一季度净利11.2亿元同比增长25% 现金流量净额为267.1亿元,挖贝网
14892,2019-05-06,上市粤企董事长平均年薪125万,信息时报
14893,2019-05-05,【深度专题】海螺VS万科，盈利模式之辩与估值重塑 ——“比较发现价值”系列之五,鲍大侠之建材
14894,2019-05-05,【华创地产?袁豪团队】房地产周报：4月房企销售靓丽，土地市场升温，政策有紧有松,地产豪声音
14895,2019-05-05,【东吴地产|公司点评】万科A：一季度竣工结转加速，利润稳健释放,小齐论地产
14896,2019-05-05,保利发展|4000亿后的负债与土拓隐忧 偿债能力下降,中国网
14897,2019-05-05,2019年1-4月全国房地产企业拿地排行TOP100 土拍市场有所回暖,中国网
14898,2019-05-05,保卫学区房！深圳2019秋招“全面执行积分制”将深化落地,经济观察报
14899,2019-05-05,万科贵阳项目发生起重伤害事故 死亡1人 项目问题,新浪
14900,2019-05-05,“招保万金”金字不再，金地集团险资股东吞掉过半分红,斑马消费
14901,2019-05-05,万科A:竣工大增、业绩确定性达历史高点,申万宏源
14902,2019-05-01,万科或有债务隐忧？现金流净增3年来首次下降 运营能力下降,虎嗅网
14903,2019-05-01,【天风地产】万科A：聚焦基本盘，经营持续稳健,新浪
14904,2019-04-30,万科企业股份有限公司2019年第一季度报告正文,证券日报
14905,2019-04-30,金地集团2018营收507亿；万科一季度归母净利11.2亿；万通地产收问询函 | 公告晚参 问询,乐居财经
14906,2019-04-30,“碧万恒”一季度销售额齐下滑 龙头房企触及业绩天花板？ 盈利能力下降,每日经济新闻
14907,2019-04-30,【华泰地产】万科A 2019年一季报点评：结转大幅增长，销售稳步修复,华泰地产真心话
14908,2019-04-30,万科企业股份有限公司,中证报
14909,2019-04-30,万科首季报营收利润增长，销售增速却落后于行业,第一财经
14910,2019-04-30,万科2019年一季营收增长56.9%至483.7亿元,经济网
14911,2019-04-30,公告点题｜4月29日这些公告有看头,第一财经
14912,2019-04-30,大型房企“去库存”进行时 二线城市项目计提跌价准备,21世纪经济报道
14913,2019-04-29,“坚持理性”的万科 首季营收484亿与锐减30项目的土地投资,观点地产网
14914,2019-04-29,万科一季度净利同比增25% 手握现金超1400亿,每日经济新闻
14915,2019-04-29,万科(02202-HK)一季度营业收入增长59.4%至483.7亿人民币,财华社
14916,2019-04-29,今年前三月万科花305亿元拿地，同比增长30%,澎湃新闻
14917,2019-04-29,万科一季度营收483.7亿元 同比增长56.9%,中新网
14918,2019-04-29,万科一季度净利增25%至11.21亿 期末未结转合同销售5864亿,观点地产网
14919,2019-04-29,泰禾集团副总经理张晋元离职，分管人力副总陈波也有意离开 董监高成员变化,澎湃新闻
14920,2019-04-29,泰禾集团副总经理张晋元辞职，公司华夏幸福系高管仅剩一人 董监高成员变化,澎湃新闻
14921,2019-04-29,万科A：2019年一季度归属股东净利润11.2亿元 同比增25.2%,中国网
14922,2019-04-29,万科一季度归母净利11.2亿元 同比增长25.2%,乐居财经
14923,2019-04-29,万科A：一季度净利润同比增25.23%,Wind
14924,2019-04-29,万科A：一季度净利同比增长25.23%,e公司
14925,2019-04-29,万科A：一季度净利润11.2亿元，同比增长25.23%,Wind
14926,2019-04-29,万科底价12.26亿元竞得广州增城沙滘村一宗宅地,中国网
14927,2019-04-29,万科12.26亿底价摘广州增城宅地 单价10114元/平,观点地产网
14928,2019-04-29,内房股普涨 中海外发展及碧桂园万科均升约1%,新浪
14929,2019-04-29,回归常识，理性看待房企高负债,乐居财经
14930,2019-04-29,融资客青睐17股，神州泰岳买入占比高达35.36%,Wind
14931,2019-04-28,效益与规模并重，非典型房企跑赢大市,中国网
14932,2019-04-28,地产：基金持仓环比下滑 荐3股,和讯
14933,2019-04-26,房企长租公寓TOP3“攻防战”丨年报对比④,乐居财经
14934,2019-04-26,10年仍在试错！房企多元化深陷“两难”,每日经济新闻
14935,2019-04-26,"房地产行业最新观点及1~3月数据深度解读:复工和施工速度回升对房地产投资的提振边际在转弱,房地产投资高点或已出现",正点财经
14936,2019-04-26,"房地产行业1~3月统计局房地产数据简评:投资高位销售回暖,推荐行业龙头",正点财经
14937,2019-04-26,8家房企土地储备货值超万亿元 宝能等房企存在去化风险,南方网
14938,2019-04-26,地产：未来或将缓步下行 荐3股,银河证券
14939,2019-04-25,住总万科：2018年营业收入0.97亿元净利润同比下降67% 盈利能力下降,中国网
14940,2019-04-25,郭施亮：举牌为何变为股价大涨助推器,中财网
14941,2019-04-25,绿地控股失约4000亿目标 回款率下滑至77%,中金在线
14942,2019-04-25,2018中国上市房企归母净利润排行榜TOP100| 年报总榜③,乐居财经
14943,2019-04-25,【建投金工丁鲁明团队】偏股基金仓位创新高，消费板块重获关注——2019年基金一季报分析,鲁明量化全视角
14944,2019-04-24,万科23.12亿元夺温州7万平宅地 楼面价1.18万元/平米,观点地产网
14945,2019-04-24,北向资金净流出逾35亿元，格力电器遭净卖出8.36亿元,Wind
14946,2019-04-24,探访优客工场：毛大庆的桌子经济学,21世纪经济报道
14947,2019-04-24,土地市场回暖 房企争夺武汉杭州厦门等多个二线城市,第一财经
14948,2019-04-24,再提“房住不炒” 地产股站上火山口,金陵晚报
14949,2019-04-23,楼观察 | 深圳半岛城邦四期开盘收61亿 万科拍得香港何文田重建楼,观点地产网
14950,2019-04-23,绿地控股：净负债率172% 创上市以来新高,乐居财经
14951,2019-04-23,万科底价2.49亿港元获香港何文田重建项目 或将发展商住,观点地产网
14952,2019-04-23,【北上资金跟踪周报】陆股通再度净卖出，银行股被集体青睐,联讯金融
14953,2019-04-23,【华泰地产】2019Q1基金地产持仓点评：优质二线获增持，陆股通持续增配,华泰地产真心话
14954,2019-04-23,公募连续三个季度超配地产股,和讯
14955,2019-04-22,【广发策略】仓位进攻，加配景气确定性—主动偏股型基金19年Q1配置分析,戴康的策略世界
