,2021-12-31,农业银行：董事离任 董监高成员变化,Wind
6980,2018-08-29,中农建三大行上半年净赚3719亿净息差持续改善,证券时报
6981,2018-08-29,农行中期盈利1157.89亿元人币 升6.6％,经济通
6982,2018-08-29,中国银行、农业银行中期净利同比增逾5%,证券日报
6983,2018-08-28,农行上半年净利润1157.89亿元，同比增长6.63%,国际金融报
6984,2018-08-28,农业银行上半年净利润超1159亿 同比增长6.7%,每日经济新闻
6985,2018-08-28,农行上半年净利润近1158亿元同比增长6.6% 不良双降,澎湃新闻
6986,2018-08-28,农业银行：上半年净利润1158亿元 同比增长6.7%,e公司
6987,2018-08-28,农业银行上半年净利增6.7% 房贷、个人消费贷增速较快,中国网
6988,2018-08-28,农业银行：上半年净利同比增6.7%,腾讯网
6989,2018-08-28,“财智私行·领袖峰会”首站落幕杭州 纵论投资新格局 财富新传承,21经济网
6990,2018-08-28,农业银行上半年净利润1158亿元，同比增6.6%,Wind
6991,2018-08-28,农业银行在线营销体系建设初见成效,中国经济网
6992,2018-08-28,[快讯]预期收益率4.90% 青岛农行08月28日开售294天理财产品,中财网
6993,2018-08-28,[快讯]预期收益率4.75% 青岛农行08月30日开售112天理财产品,中财网
6994,2018-08-28,[快讯]预期收益率4.95% 青岛农行08月28日开售196天理财产品,中财网
6995,2018-08-28,[快讯]预期收益率4.95% 青岛农行08月30日开售378天理财产品,中财网
6996,2018-08-27,进出口银行与农业银行签署战略合作协议,中国经济网
6997,2018-08-27,神开股份独董面向全体股东公开征集投票权,证券日报
6998,2018-08-27,[快讯]预期收益率7.10% 农业银行08月29日开售90天理财产品,中财网
6999,2018-08-27,长沙：智慧物业来了 物业费可用微信交,长沙晚报
7000,2018-08-24,沪港通十大成交活跃股排名（8月24日）,Wind
7001,2018-08-24,苏宁支付携手银行立减让利再度来袭 将省钱进行到底,南方财富网
7002,2018-08-23,[快讯]预期收益率4.75% 农业银行08月24日开售90天理财产品,中财网
7003,2018-08-23,[快讯]预期收益率5.00% 青岛农行08月23日开售182天理财产品,中财网
7004,2018-08-23,[快讯]预期收益率4.95% 青岛农行08月23日开售189天理财产品,中财网
7005,2018-08-23,农业银行崇左分行因违法转嫁贷款抵押登记费被罚30万元 其他违规处罚,千龙网
7006,2018-08-23,农行超级柜台加持新功能开通对公回单查询打印,证券导报
7007,2018-08-23,南下资金出逃科技股 金融蓝筹获追捧,中证报
7008,2018-08-22,银保监会开出批量罚单：部分因贷款违规流入股市楼市 其他违规处罚,新浪
7009,2018-08-22,山东金融机构助力企业拓展“一带一路”沿线市场,中新网
7010,2018-08-21,31公司推中期分红方案 三种视角挖掘现金奶牛,投资快报
7011,2018-08-20,【中金固收·资产证券化】ABS一周市场回顾,中金固定收益研究
7012,2018-08-20,腾讯携手湖南宁乡打造微信支付智慧城市,飞象网
7013,2018-08-20,深圳房贷调查:楼市调控持续收紧 国有行利率不降反升,投资者报
7014,2018-08-19,ABS无异议函有效期延长,固收彬法
7015,2018-08-18,上交所明确绿色ABS业务规则——资产证券化周报（2018.8.18）,--
7016,2018-08-16,房贷利率下调落空 年内几无放松空间,北京商报
7017,2018-08-15,农行精准扶贫贷款已突破3000亿元,中证网
7018,2018-08-15,6月末农行精准扶贫贷款余额3197亿元 较年初增长11.1%,中国网
7019,2018-08-15,农行辽宁省分行创新金融服务模式 支持“三农”发展,新华网
7020,2018-08-15,[推荐评级]国元传媒与互联网行业周报：三大平台六大影视公司联合抵制天价片酬 江苏有线携手农行上线“有线宝”,中财网
7021,2018-08-15,农行“财智私行”系列活动再起航：2018 预见未来,21经济网
7022,2018-08-15,融资客青睐21股，贵航股份买入占比高达52.59%,Wind
7023,2018-08-15,广东农行：创新普惠金融产品解企业融资难,经济日报
7024,2018-08-14,7月上海房贷增量和增速环比均下降，单月增加68.96亿元,澎湃新闻
7025,2018-08-14,【海通银行团队】建设银行：零售优势进一步巩固，核心指标具备比较优势,HaitongBKResearch
7026,2018-08-14,农行广元利州支行倾情助力贫困户脱贫致富,金融时报
7027,2018-08-13,农行小微企业融资产品“微捷贷”试点上线,中证网
7028,2018-08-13,地产：房企融资成本下移 荐9股,中银国际
7029,2018-08-13,高收益理财产品(银行理财)排行榜(2018年7月10日),银河证券
7030,2018-08-13,[推荐评级]房地产行业周报：融资成本下行、房企资金改善 土地流拍增多、约束政策并改善利润率,中财网
7031,2018-08-11,工行、农行否认下调上海首套房贷利率,新华网
7032,2018-08-11,工行农行否认下调上海房贷利率 房企业绩靓丽难掩资金压力,广州日报
7033,2018-08-11,上半年上海个人房贷降幅超七成 两大行否认首套房贷9折优惠,华夏时报
7034,2018-08-11,首套房贷利率调整一日神转折 工行、农行浇冷水降温,中财网
7035,2018-08-11,房地产从严调控未松动 房贷利率仍处于收紧状态,21世纪经济报道
7036,2018-08-11,“上海房贷利率下调”被辟谣 北京各银行无变化,新浪
7037,2018-08-10,上海首套房贷利率下调至9折？工行农行紧急回应！,中国基金报
7038,2018-08-10,95折变9折泡汤 农行工行上海分行否认调整房贷政策,新浪
7039,2018-08-10,”辟谣“啦：九折房贷利率！乌龙事件与隐秘信号！,杨红旭楼市研究
7040,2018-08-10,涨停板解密：医药股重启火爆上涨！（8月10日）,Wind
7041,2018-08-10,恒指高开低走止步五连升，本周涨逾2%,Wind
7042,2018-08-10,释放利好 上海首套房利率降至9折,华夏时报
7043,2018-08-10,工行、农行调整上海首套房利率折扣 万科A大涨6%,金融界
7044,2018-08-10,上海打响第一枪，工行农行首套房贷利率95折降至9折,Wind
7045,2018-08-09,回归9折！工行、农行同日调整上海首套房利率折扣,21世纪经济报道
7046,2018-08-09,浙江搭建首个银商数据交换平台 “信用”成融资资本,中新网
7047,2018-08-09,江苏有线携手农行江苏分行推出“有线宝”金融服务,中证网
7048,2018-08-07,金银花漫致富路 农行隆回县支行支持金银花产业发展,金融时报
7049,2018-08-07,四大行旗下寿险公司上半年净利大增158% 借力打力母行代销保费合计580亿元,证券日报
7050,2018-08-07,"银行专题报告:拯救信用,下半年政策、投资、社融、货币展望",国信证券
7051,2018-08-06,农行建阳支行因地制宜普及金融知识,上海金融报
7052,2018-08-06,农行松溪支行开展“惠农e贷”回头看,上海金融报
7053,2018-08-06,全力支持渔民增产增收农行舟山分行助推美丽海岛建设,上海金融报
7054,2018-08-06,农行诸暨市支行开展反假币宣传,上海金融报
7055,2018-08-06,农行广安支行“绿色通道”助秋收,上海金融报
7056,2018-08-06,你的省钱秘笈来了！就在苏宁金融818大促超级支付日,南方财富网
7057,2018-08-06,四川银监报告：房地产贷款占银行总贷款近50%,经济观察网
7058,2018-08-06,银行股稳健攀升，成都银行、吴江银行领涨近4%,Wind
7059,2018-08-03,农业银行：重点围绕“四大领域”支持普惠金融信贷业务发展,中证网
7060,2018-08-03,中国农业银行通过区块链技术完成一笔30万美元贷款,驱动之家
7061,2018-08-03,目送：中国银行业最后的 手工营业网点退场,21世纪经济报道
7062,2018-08-02,农行顺昌支行支持特色农业发展,上海金融报
7063,2018-08-02,农行上海奉贤四团支行为客户清点兑换14万余枚硬币,上海金融报
7064,2018-08-02,中国农业银行合肥蜀山区支行被罚3万元 其他违规处罚,凤凰网
7065,2018-08-02,农行合肥蜀山区支行违反固定资产支付与管理规定被罚30万元,财经网
7066,2018-08-02,上半年股权融资缩水 定增融资规模下降最多,证券日报
7067,2018-08-01,农行维西县支行因违规发放流动资金贷款等被罚25万 其他违规处罚,千龙网
7068,2018-07-31,未落实贷款“三查” 中国农业银行一支行被罚25万,凤凰网
7069,2018-07-31,银行行业绩预览：不良认定更为严格 预计2Q净利润增速平稳,中财网
7070,2018-07-31,金融机构加大“绿色”信贷投放力度 助力山东新能源产业发展,中新网
7071,2018-07-31,西藏银行业营业网点全面实现电子化,新华网
7072,2018-07-31,海澜之家关于控股股东股份解质及质押的公告,亿邦动力
7073,2018-07-31,中国农业银行申请开展存托凭证试点存托业务 证监会已接收材料,中财网
7074,2018-07-31,农业银行申请开展CDR试点，证监会已接收材料,Wind
7075,2018-07-31,章源钨业：将质押农行1500万股股份 占公司总股本1.62%,上海有色
7076,2018-07-31,农行贵州省分行发放首笔区块链农地抵押贷款,Bianews
7077,2018-07-30,农行上海市分行首个长租房贷款项目落地,上海金融报
7078,2018-07-30,农行1000亿定增完成后，南京银行140亿定增意外遭否,澎湃新闻
7079,2018-07-30,农业银行创新推出“无感停车”产品着力提升智能金融服务水平,中国金融新闻网
7080,2018-07-27,中国银行业告别最后一批手工记账网点，全面迈入电子化时代,21世纪经济报道
7081,2018-07-27,西藏金融业开启电子化新时代 农行西藏分行营业网点全面实现电子化联网,财经网
7082,2018-07-27,7月27日农业银行（601288）股票行情观点：可高抛低吸,南方财富网
7083,2018-07-27,农业银行进一步深化小微企业金融服务,金融时报
7084,2018-07-26,农行发布金融科技创新三年行动计划,中国经济网
7085,2018-07-26,又一家互联网电话卡，中国农业银行推“金翼卡”,IT之家
7086,2018-07-26,中国农业银行辽宁省分行积极推进精准扶贫,新华网
7087,2018-07-26,农业银行（舟分）虚假背景汇票案 涉嫌关联交易,财经网
7088,2018-07-26,银行概念股龙头股一览 2018银行龙头股票有哪些,证券日报
7089,2018-07-26,工行、农行、中行分别拟向国家融资担保基金出资30亿元,每日经济新闻
7090,2018-07-26,无需领卡、扫码，万科农行共推停车无感支付,21商评网
7091,2018-07-25,农行：重点支持单户授信1000万元以下的小微企业,中证网
7092,2018-07-25,7月25日晚间上市公司十大重磅公告,巨丰财经
7093,2018-07-25,晚间重要公告2018年7月25日星期三,Wind
7094,2018-07-25,工商银行、农业银行：均拟30亿参投国家融资担保基金公司,Wind
7095,2018-07-25,中国银行、农业银行分别出资30亿投资国家融资担保基金,e公司
7096,2018-07-25,中国银行和农业银行：各拟向“国家融担基金”出资30亿元,Wind
7097,2018-07-25,转账不用“动手” 语音操作3秒就能搞定,搜狐
7098,2018-07-25,4天372亿元资金涌入近千只个股 钢铁等三行业最受青睐,金融界
7099,2018-07-24,五大保险集团老大多出自银行，保险被银行控股了？,和讯
7100,2018-07-24,恒指收涨逾1.4%，基建股全线爆发,Wind
7101,2018-07-24,【大行报告】大华继显：农业银行(01288-HK)上行目标为4港元及4.2港元,财华社
7102,2018-07-23,【关注】天灾面前 农行这样应对,和讯
7103,2018-07-23,【不良资产】不良资产处置必备的四种思维,和讯
7104,2018-07-23,巨丰收评：权重股轮动推升指数,巨丰财经
7105,2018-07-23,疫苗or金融？不要试图开辟新战场坚守主线不动摇,巨丰财经
7106,2018-07-23,巨丰午评：金融军工联袂上攻,巨丰财经
7107,2018-07-23,银行股再度发力，成都银行两连板,Wind
7108,2018-07-20,山东金融机构为乡村振兴注入资本“活水”,中新网
7109,2018-07-20,从一季报看新金融工具准则对上市银行的影响,证券市场周刊
7110,2018-07-20,恒指探底回升收涨0.8%，内资金融股发力,Wind
7111,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
7112,2018-07-20,农业银行：未来3年将进一步加大科技创新力度,中证报
7113,2018-07-19,农行掌上银行客户数达2.23亿户，交易金额达22.62万亿元,国际金融报
7114,2018-07-19,206亿县域贷款：这家银行前五个月做了什么,金融时报
7115,2018-07-19,大公司区块链布局：工行建行农行跻身前五,Bianews
7116,2018-07-19,农行北京崇文支行营业室：坚持用心 展现大行服务理念,北京商报
7117,2018-07-18,海航集团董事长陈峰拜会中国农业银行总行党委书记、董事长周慕冰,e公司
7118,2018-07-18,股东、高管出招难改颓势，17家银行破净,21世纪经济报道
