,2021-12-31,A股资金流向：市场完美红盘收官，指数波澜不惊,Wind
23479,2020-02-17,大摩：降中芯(0981.HK)评级至“减持” 目标价升至14.5港元 投资评级恶化,格隆汇
23480,2020-02-17,中金：上调中芯(0981.HK)目标价至18港元 对公司今年收入增长乐观,格隆汇
23481,2020-02-17,硬桥硬马 中芯(00981)华虹(01347)晶圆双雄“武功”如何？,智通财经
23482,2020-02-17,广发证券：华虹半导体目标价14.3港元 维持持有评级,新浪
23483,2020-02-17,交银国际：升中芯国际(00981)目标价至15港元 维持“中性”评级,智通财经
23484,2020-02-17,摩根大通：降中芯国际评级至减持 投资评级恶化,Wind
23485,2020-02-17,中芯绩后遭大行降至减持 现价反弹近3%重上10天线 减持股份,新浪
23486,2020-02-17,大摩：中芯国际目标价升至14.5港元 降至减持评级 投资评级恶化,新浪
23487,2020-02-17,广发：予华虹半导体(01347)目标价14.3港元 维持“持有”评级,智通财经
23488,2020-02-17,港股异动 | 19Q4纯利同比增超两倍 绩后获多家大行看好 中芯国际(00981)现涨逾4%,智通财经
23489,2020-02-17,华虹半导体(1347.HK)：新厂折旧压力仍在初步反应阶段，维持“持有”评级，目标价14.3港元,广发证券
23490,2020-02-17,英皇证券：内地稳经济措施增加 中资金融股炒作未完,新浪
23491,2020-02-17,开盘：恒指低开0.18%退守27700点海底捞陆续恢复营业涨3.07%,金融界
23492,2020-02-17,大摩：升中芯国际(00981)目标价至14.5港元 降至“减持”评级 投资评级恶化,智通财经
23493,2020-02-17,39只港股获南向资金大比例持有,证券时报网
23494,2020-02-17,智通港股通占比异动统计|2月17日,智通财经
23495,2020-02-17,港股盘前必读：港交所总裁李小加表示希望新经济公司纳入港股通,Wind
23496,2020-02-17,港股板块轮动 短线波幅或收窄,中证网
23497,2020-02-17,中美科技实力对比：决战新一代信息技术,泽平宏观
23498,2020-02-17,【国盛郑震湘团队】晶圆代工系列（一）：制造业的桂冠，制程追赶者的黎明,湘评科技
23499,2020-02-16,财闻点金：A股再融资正式松绑 三方面调整创业板最受益,巨丰财经
23500,2020-02-16,周末要闻2020年2月16日星期日,Wind
23501,2020-02-16,股价回调难掩价值，技术进步抬升中芯国际(00981)估值,智通财经
23502,2020-02-16,Q4净利下滑近五成，股价跌超一成的华虹半导体（01347）值博率如何？ 盈利能力下降,智通财经
23503,2020-02-16,格隆汇沽空预警榜|2月14日,格隆汇
23504,2020-02-15,防疫生产两不误，半导体企业积极应对供应链难题｜众志成城，战胜疫情,电子信息产业网
23505,2020-02-15,【光大海外TMT】中芯国际（0981.HK）2019年Q4业绩点评：收入端成长机会确定，1H20扩产谨慎致全年增长弹性削弱,EBoversea
23506,2020-02-15,本周重点报告精选（2020.02.10—2020.02.14）,平安研究
23507,2020-02-15,芯片龙头股价创新高背后：疫情下24小时正常生产,猎云网
23508,2020-02-15,半导体企业逐渐复工 产能恢复而原材料供应仍承受压力,TechWeb
23509,2020-02-15,关键产线不“打烊”，半导体产业开春很忙,Wind
23510,2020-02-15,股讯 | 纳指上涨0.2% 蔚来宣布通过发行可转债再融资1亿美元,凤凰网
23511,2020-02-15,关键产线不“打烊” 半导体产业开春很忙,上证报
23512,2020-02-15,恒指收涨0.31%报27815点 内房股物管股近全线上涨,腾讯网
23513,2020-02-14,【安信电子|每日观点】博通全球首发Wi-Fi 6E移动端芯片，手机进入“5G+Wi-Fi 6”双雄时代,晓说电子
23514,2020-02-14,智通港股公告精选︱(2.14)舜宇光学科技1月手机镜头出货量上升33.2%至1.09亿件,智通财经
23515,2020-02-14,金融机构火爆调研6只半导体与科技龙头股 4只已被融资客近百亿元买入,腾讯网
23516,2020-02-14,华虹半导体近一个月首次现身港股通成交活跃榜净买入0.95亿港元,证券时报网
23517,2020-02-14,港股复盘：物业股继续疯涨,YY港股圈
23518,2020-02-14,中芯国际(00981)根据永久次级可换股证券的条款及条件发行普通股91.6万股,智通财经
23519,2020-02-14,智通港股通活跃成交|2月14日,智通财经
23520,2020-02-14,A股喜迎“情人节红” 三大板块功不可没 它成意外惊喜！下周继续一飞冲天？,金融界
23521,2020-02-14,北水动向(2.14)|北水净流入29.21亿 新品旗舰正式发售 小米集团-W(01810)获2.75亿加仓,智通财经
23522,2020-02-14,中芯国际最新财报出炉！产能持续满载，扩大资本开支,21IC中国电子网
23523,2020-02-14,智通每日大行研报汇总︱2月14日,智通财经
23524,2020-02-14,港股一周累计涨411点內房股最亮丽普涨逾3%,财华社
23525,2020-02-14,港股收盘(2.14)|恒指收涨0.31%物管股持续走强 佳兆业美好(02168)涨近10%破顶,智通财经
23526,2020-02-14,智通港股52周新高、新低统计|2月14日,智通财经
23527,2020-02-14,最被看好十大港股：高盛升美团点评目标价至121港元,新浪
23528,2020-02-14,港股反弹 阿里巴巴业绩好于预期丨港股收市,第一财经
23529,2020-02-14,国产7nm有信了中芯国际不用EUV光刻机也能搞定,快科技
23530,2020-02-14,恒指收涨0.31% 家居装修零售商板块领涨,中新经纬
23531,2020-02-14,国信证券：维持中芯国际（0981.HK）买入评级,Wind
23532,2020-02-14,中芯国际（0981.HK）：Q3纯利环比降逾2成股价跌逾6%，国产替代化之下能否重现增长？ 盈利能力下降,格隆汇
23533,2020-02-14,富瑞：中芯国际(00981)首季业绩指引表现强劲 予“持有”评级,智通财经
23534,2020-02-14,中芯国际14nm真正商业化了：1%的营收带来燎原希望,快科技
23535,2020-02-14,中芯国际(0981.HK)绩后高开低走 跌幅扩大至7%,格隆汇
23536,2020-02-14,港股资讯科技板块午后跌幅加深 华虹半导体跌逾14%,中证网
23537,2020-02-14,富瑞：中芯(0981.HK)季绩胜预期首季预测亦强劲 给予9.5港元目标价,格隆汇
23538,2020-02-14,高盛：上调中芯国际(00981)目标价至20.8港元 维持“买入”评级,智通财经
23539,2020-02-14,国信证券：2020Q1指引超预期 予中芯国际(00981)“买入”评级,智通财经
23540,2020-02-14,港股低开高走！恒指涨0.8% 物业股走强,腾讯网
23541,2020-02-14,中芯国际第四季纯利按季倒退近23% 股价倒跌逾4%,新浪
23542,2020-02-14,四季度净利同比暴增2.3倍，14纳米芯片成中芯国际新星,财华社
23543,2020-02-14,政策密集出台行业景气度不断提升A股半导体板块持续大涨,财华社
23544,2020-02-14,午市前瞻：港股短期料难上28000点 长线看好阿里巴巴,新浪
23545,2020-02-14,港股午评|恒指早间一路走高，新股澳达控股上市首日大涨,富途证券
23546,2020-02-14,高盛：中芯国际业绩展望佳，升目标价至20.8港元,Wind
23547,2020-02-14,中芯国际：去年Q4第一代FinFET 14nm贡献1%营收,TechWeb
23548,2020-02-14,半导体产业链日益完善 芯片设计是重要一环,慧聪电子网
23549,2020-02-14,招财日报2020.02.14｜恒指获利回吐压力渐现,招银国际
23550,2020-02-14,安信国际晨报：大市或迎调整，关注绩优板块,安信国际
23551,2020-02-14,港股低开高走！恒指拉升翻红 中生制药涨3%领涨蓝筹,腾讯网
23552,2020-02-14,半导体板块持续强势，关注行业景气复苏下的投资机会,证券时报网
23553,2020-02-14,中芯国际（00981.HK）财报点评：14nm贡献收入，一季度淡季不淡,国信研究
23554,2020-02-14,港股异动︱四季度纯利同比增234.6% 中芯国际(00981)高开低走倒跌逾4%,智通财经
23555,2020-02-14,恒指低开0.11%建筑材料板块领跌,中新经纬
23556,2020-02-14,中芯国际跌逾5% 创52周新高,新浪
23557,2020-02-14,【异动股】中芯国际(00981-HK)绩后高位回落3.9%,财华社
23558,2020-02-14,华虹半导体跌近10% 主动卖盘32%,新浪
23559,2020-02-14,港股异动 | 2019Q4纯利同比大增234.6% 中芯国际(00981)高开逾3%刷新15年新高,智通财经
23560,2020-02-14,1、生意红火，20Q1「淡季不淡」,富途证券
23561,2020-02-14,港股开盘(2.14)︱恒指跌0.11%报27698点 中芯国际(00981)季报超预期高开逾3%,智通财经
23562,2020-02-14,港股异动 | 中芯国际高开3.13% 2019年Q4净利润8870万美元 高于市场预估,格隆汇
23563,2020-02-14,港股早评：恒指低开0.11%应用软件、特斯拉概念走强阿里巴巴跌1.29%,格隆汇
23564,2020-02-14,Q4净利润同比大增234%，中芯国际高开3%,富途证券
23565,2020-02-14,恒指收跌0.34%报27730点 物业管理股逆市创新高,腾讯网
23566,2020-02-14,智通港股通占比异动统计|2月14日,智通财经
23567,2020-02-14,【电子】复工逐步展开，把握长期逻辑——电子行业周报——看好（联系人：徐勇、邓果一）,渤海证券研究
23568,2020-02-14,科创板早报|2020年首批科创基金获批阿里巴巴财报多项数据超预期,科创板日报
23569,2020-02-14,趋势巡航：调整有望很快结束,金融界
23570,2020-02-14,股讯 | 纳指微跌0.14% 特斯拉披露增发计划股价低开高走,凤凰网
23571,2020-02-14,智通港股通资金流向统计(T+2)|2月14日,智通财经
23572,2020-02-14,芯成科技(00365-HK)减持中芯(00981-HK)套现7760万 减持股份,财华社
23573,2020-02-14,格隆汇沽空预警榜|2月12日,格隆汇
23574,2020-02-14,全球晶圆产能被三星台积电等垄断国产CPU/内存太难了,快科技
23575,2020-02-13,智通港股公告精选︱(2.13)阿里巴巴第三财季收入同比增38%至1614.56亿,智通财经
23576,2020-02-13,侃财丨炒作芯片股有多疯狂？看看深康佳就知道了,证券时报网
23577,2020-02-13,新一轮半导体景气拉开帷幕，相关产业链本土厂商受益明显丨牛熊眼,第一财经
23578,2020-02-13,阿里巴巴2020财年第三财季营收1614亿元，同比增长38%；小米发布5G手机小米10，起售价3999元丨【每日播报】,阿特列斯如是说
23579,2020-02-13,中芯国际2019年四季度销售额8.39亿美元,资本邦
23580,2020-02-13,智通港股解盘(02.13) | 数据出现扰动恒指调整有限 三类品种走势偏强,智通财经
23581,2020-02-13,技术创新每年投10亿，广东发力加快半导体及集成电路产业,21世纪经济报道
23582,2020-02-13,芯成科技(00365)出售452万股中芯国际(00981)股份 套现7760.52万港元 资产异常,智通财经
23583,2020-02-13,中芯国际：第一代FinFET 14nm顺利量产 贡献2019年第四季度1%营收,中证网
23584,2020-02-13,芯成科技(00365.HK)减持452万股中芯国际(00981.HK)股份 减持股份,格隆汇
23585,2020-02-13,中芯国际(00981-HK)2019年第四季股东应占溢利同比增长234.6%,财华社
23586,2020-02-13,中芯国际2019年Q4营收8.394亿美元：第一代FinFET 14nm顺利量产,IT之家
23587,2020-02-13,中芯国际14nm量产2019年已贡献768万美元营收,快科技
23588,2020-02-13,智通港股通活跃成交|2月13日,智通财经
23589,2020-02-13,中芯国际发布2019年四季度财报：毛利同比增长17.4% 14nm贡献1%营收,电子信息产业网
23590,2020-02-13,中芯国际二零一九年第四季度业绩公布,美通社
23591,2020-02-13,北水动向(2.13)|北水净流入28.68亿 中芯国际(00981)绩前再获3亿增持,智通财经
23592,2020-02-13,中芯国际(00981)第四季销售额为8.39亿美元 同比增长6.6%,智通财经
23593,2020-02-13,中芯国际：2019年Q4营收8.394亿美元 同比增长6.6%,新浪
23594,2020-02-13,中芯国际(00981.HK)第四季纯利增长234.6%至8873.5万美元,格隆汇
23595,2020-02-13,中芯国际：2019年第四季度营收8.394亿美元,第一财经
23596,2020-02-13,中芯国际：公司第四季度营收为8.39亿美元 增长6.6%,新浪
23597,2020-02-13,A股午间特供：两市震荡走弱，半导体和农药股逆势走强,腾讯网
23598,2020-02-13,港股收盘(2.13)|恒指收跌0.34% 发布新机小米(01810)收涨3.56%,智通财经
23599,2020-02-13,假期后沪深港通交投畅旺 16个交易日交易额超12月,新浪
23600,2020-02-13,市场综述：市场担忧疫情发展，港A全日表现低迷,老虎证券
23601,2020-02-13,恒指收跌0.34% 软件开发板块领跌,中新经纬
23602,2020-02-13,恒指低位震荡 半导体板块强势中芯国际涨7%,腾讯网
23603,2020-02-13,恒指走势反复半日跌0.14% 赣锋锂业涨超3%盘中创新高,腾讯网
23604,2020-02-13,港股午评|恒指跌0.14%，赣锋锂业早盘冲高回落,富途证券
23605,2020-02-13,恒指跳水翻绿 中芯国际逆势上涨,腾讯网
23606,2020-02-13,【异动股】中芯国际(00981-HK)连跌3天后见反弹曾扬2.6% 连续下跌,财华社
23607,2020-02-13,晨会聚焦200213重点关注半导体、食品饮料、锂电,国信研究
23608,2020-02-13,股价抢跑业绩，中芯国际大涨5%，今日将发财报,富途证券
23609,2020-02-13,港股异动 | 绩前获高盛予“买入”评级 中芯国际(00981)涨7% 华虹半导体(01347)涨4%,智通财经
23610,2020-02-13,高盛：对内地半导体企业前景看法正面 呼吁买入中芯国际(00981)及华虹半导体(01347),智通财经
23611,2020-02-13,高盛：予中芯(0981.HK)、华虹半导体(1347.HK)等股“买入”评级,格隆汇
23612,2020-02-13,午市前瞻：港股估值便宜见资金流入 或挑战28000点,新浪
23613,2020-02-13,港股午评：恒指高开低走跌0.14% 内房股集体反弹,金融界
23614,2020-02-13,港股午评：恒指高开低走跌0.14% 半导体股走强中芯国际涨超7%,格隆汇
23615,2020-02-13,海能投顾DK 趋势：半导体机会在哪里？,中国网
23616,2020-02-13,特斯拉概念股再度爆发 赣锋锂业大涨11%中芯国际涨7%,新浪
23617,2020-02-13,晶片股向上 中芯国际今日放榜飙近5%华虹半导体扬2%,新浪
23618,2020-02-13,港股异动︱今日披露四季度业绩 中芯国际(00981)早盘放量急升4.8%,智通财经
23619,2020-02-13,港股异动 | 中芯国际涨逾4% 今日将发财报 机构看好,格隆汇
23620,2020-02-13,港股市场投资交易备忘（2月13日）,Wind
