,2021-12-31,福耀玻璃董事长曹德旺呼吁企业家们把钱拿出来分享,阿尔法工场
3786,2019-03-05,福耀玻璃今日大宗交易成交72万股，成交价27.3元折价-9.68%,Wind资讯
3787,2019-03-04,招商策略:MSCI扩容有望为A股带来约4550亿元增量资金,新浪
3788,2019-03-04,【增减持】福耀玻璃(03606.HK)获Royal Bank of Canada增持26.96万股H股,格隆汇
3789,2019-03-04,2019《财富》中国500强出炉！汽车业增加两个新面孔，共22家企业上榜！| 中国汽车报,中国汽车报
3790,2019-03-04,汽车：静待下游需求复苏 荐4股,和讯
3791,2019-03-02,福耀玻璃短期融资券发行 总额为5亿元,挖贝网
3792,2019-03-01,格隆汇港股聚焦(3.1)︱华兴资本预计2018年度总收入及经营利润均大幅增长,格隆汇
3793,2019-03-01,福耀玻璃(03606.HK)拟3月15日举行董事局会议 审核年度业绩,格隆汇
3794,2019-03-01,福耀玻璃(03606.HK)完成发行5亿元超短期融资券,格隆汇
3795,2019-03-01,汽车：零售去库存进行中 荐4股,和讯
3796,2019-03-01,券商首次关注7股并给予买入评级（3月1日）,Wind
3797,2019-02-28,格隆汇港股聚焦(2.28)︱中国铁塔下周一公布业绩 澳博控股2018年度纯利升45.2%至28.5亿港元,格隆汇
3798,2019-02-28,福耀玻璃(03606.HK)全资子公司购买SAM资产获德国反垄断批准并已完成资产交割,格隆汇
3799,2019-02-27,为什么几百万中国年轻人愿意送外卖不想去工厂？,吴晓波频道
3800,2019-02-27,促汽车消费政策频出 汽车行业拐点或将到来,证券时报网
3801,2019-02-25,上海证券市场大宗交易公开信息(2019-02-25),上交所
3802,2019-02-22,外卖在抢制造业的人？越来越多的年轻人宁愿送外卖也不去工厂,21世纪经济报道
3803,2019-02-21,02月21日 64只股票封板 贵金属板块涨幅最大,每日经济新闻
3804,2019-02-21,【汽车丨于特】福耀玻璃（600660）：精益制造，征战全球,方正证券研究
3805,2019-02-21,【晨观方正】量的扩张到结构优化仍有距离,方正证券研究
3806,2019-02-21,"汽车和汽车零部件行业2019年1月汽车销量跟踪报告:销量持续下滑,厂商主动去库,新能源汽车迎来开门红 盈利能力下降",光大证券
3807,2019-02-20,报告| 2019年1月福建省上市公司市值TOP50,挖贝网
3808,2019-02-19,今年上市公司会掀起分红小高潮吗？,市场导报
3809,2019-02-19,汽车行业2月投资策略：去库存增速探底，行业拐点将至,国信研究
3810,2019-02-19,"汽车和汽车零部件行业周报:2019年1月销量数据陆续公布,有喜有忧",光大证券
3811,2019-02-18,福莱特玻璃现急升近8% A股涨停板,新浪
3812,2019-02-16,茅台今年涨两成 这轮反弹走多远,浙江在线
3813,2019-02-14,今年上市公司会掀起分红小高潮吗？,新华网
3814,2019-02-12,02月12日 收盘突破年线个股一览,每日经济新闻
3815,2019-02-12,02月12日 盘中突破年线个股一览,每日经济新闻
3816,2019-02-12,"汽车及新能源行业周报:十部委联合推动促消费增长,天津国六进展提前",西南证券
3817,2019-02-11,汽车类个股走势活跃 十部委联合推动促消费增长,证券时报网
3818,2019-02-11,【权益变动】福耀玻璃(03606-HK)获Matthews International Mgt增持100万股,财华社
3819,2019-02-11,报告 | 2018年福建省上市公司市值TOP50,挖贝网
3820,2019-02-10,格隆汇港股聚焦(2.10)︱康哲药业获Mondrian Investment 增持1175万股 持股升至5.15%,格隆汇
3821,2019-02-10,【增减持】福耀玻璃(03606.HK)获Matthews International Capital场内增持100万股H股,格隆汇
3822,2019-02-05,庞大预亏损60亿元，汽车行业之前的玩法不灵了,亿欧网
3823,2019-02-01,资本市场重回长期主义,红周刊
3824,2019-01-31,三行业将领衔业绩浪基金超前布局连续四季度持仓48只个股,证券日报
3825,2019-01-31,出人意料！北上资金1月流入创历史纪录 持续加仓+扎堆调研,券商中国
3826,2019-01-31,【每日晨报】策略丁文 银河证券晨会纪要—20190131,中国银河证券研究
3827,2019-01-31,"2018Q4汽车行业基金持仓分析:持仓仍处历史最低水平,机构偏好确定性高的龙头,短期博弈类进入视野",申万宏源
3828,2019-01-30,"汽车行业四季度基金持仓分析:配置比例持续下行,刺激政策有望加速拐点",中证网
3829,2019-01-30,"汽车行业主动型基金持仓分析:Q4汽车行业略有加仓,仍保持低配",正点财经
3830,2019-01-30,银河证券：零售车市持续回暖 看好行业龙头表现,证券时报网
3831,2019-01-29,01月29日 38只个股已连涨5天,每日经济新闻
3832,2019-01-29,汽车板块高开下探 行业龙头仍然为基金首选,中证网
3833,2019-01-29,特斯拉在中国点燃的战火与篝火,阿尔法工场
3834,2019-01-29,"汽车及新能源周报:乘用车燃料消耗量限值国标拟发布,海南省将实施国六",西南证券
3835,2019-01-28,建材：弱周期更受青睐 荐4股,和讯
3836,2019-01-28,福建：高质量增长稳中有进 技改投资“四两拨千斤”,新华网
3837,2019-01-26,行业“小”趋势明显 聚焦赢家,红周刊
3838,2019-01-25,"建材行业2018q4板块基金持仓分析:弱周期更受青睐,水泥股表现分化",正点财经
3839,2019-01-24,汽车：公募基金18Q4汽车行业持仓分析 荐5股,和讯
3840,2019-01-24,"汽车及新能源行业周报:动力电池装机量保持增长,发改委拟出台消费刺激政策",西南证券
3841,2019-01-23,汽车：零售端呈回暖趋势 荐3股,和讯
3842,2019-01-23,券商评级:三大指数缩量震荡 九股迎掘金良机,证券之星
3843,2019-01-23,福耀玻璃：主业协同扩宽 全球培育新的增长点,光大证券
3844,2019-01-22,战略配售基金在二级市场买了这些股票,中金在线
3845,2019-01-22,汽车类个股震荡上扬 发改委拟出台消费刺激政策,证券时报网
3846,2019-01-21,汽车类个股走势活跃 发改委拟出台消费刺激政策,证券时报网
3847,2019-01-21,比速科技大涨报3.000港元 成交9.37万港元,腾讯网
3848,2019-01-21,比速科技暴涨报4.950港元 成交4.97万港元,腾讯网
3849,2019-01-20,长江策略联合大消费行业 | 是外资的力量还是行业的力量？,长江策略
3850,2019-01-18,汽车：新能源车保有量达261万 荐8股,和讯
3851,2019-01-17,福耀玻璃：产品+客户高端化协同 增持评级,和讯
3852,2019-01-17,福耀玻璃拟5882.76万欧元购德国SAM资产,网易
3853,2019-01-17,【港股异动丨敏实集团跌近7% 遭野村看低至24.8港元】,格隆汇
3854,2019-01-17,盘前参考:道指霸气9连阳 A股跟不跟又看港股脸色？,中财网
3855,2019-01-17,A股头条:监管聚焦金融乱象背后的利益勾结 万科董事会席位悬念陡生,金融界
3856,2019-01-16,"汽车行业2019年年度策略报告:传统车企谋转型,造车新势力进场",中证网
3857,2019-01-16,【招商汽车|年度销量点评】18年销量同比-4.0%，预计19年车市“先抑后扬”,招商汽车研究
3858,2019-01-16,【中金汽车】公司动态：拟购买SAM公司资产；培育新的增长点,金车研究
3859,2019-01-16,雷军“99亿”股票捐赠之谜：慈善、提振股价还是避税？,财经网
3860,2019-01-16,福耀玻璃快评：收购德国铝饰条公司，产品+客户高端化协同,国信研究
3861,2019-01-16,2019年1月16日股市消息早知道：今日大盘预测及个股分析,南方财富网
3862,2019-01-16,晨会0116｜12月社融趋稳，结构仍忧； 英脱欧议案被否,中信证券研究
3863,2019-01-16,A股情报：“躺赚”机会！有10万可顶格申购一新股,凤凰网
3864,2019-01-16,【近期视点】银河研究 1月15日,中国银河证券研究
3865,2019-01-16,【中证盘前】*ST长生今日复牌；华海药业两原料药出口欧洲被停；贾跃亭或将被动减持乐视网3338万股；顶固集创拟高送转 减持股份,中证报
3866,2019-01-16,早知道：美股集体收涨 英国议会否决脱欧协议,网易
3867,2019-01-16,A股头条:券商交易接口将对量化私募放开 12月金融数据出炉,金融界
3868,2019-01-15,15日晚公告精选丨顶固集创拟10转8派2.2元,21世纪经济报道
3869,2019-01-15,周二上市公司晚间重要公告,金融界
3870,2019-01-15,A股头条之上市公司公告精选（1.16）,金融界
3871,2019-01-15,公告精选：顶固集创拟10转8派2.2元 康得新称无未披露的重大事项,e公司
3872,2019-01-15,福耀玻璃：拟5882.76万欧元收购德国SAM公司资产,e公司
3873,2019-01-15,汽车：静待19年复苏 荐12股,国信证券
3874,2019-01-15,汽车行业1月月报：18年汽车销量2808.1万辆(2.8%)静待19复苏,国信证券
3875,2019-01-15,德昌电机获瑞信升评级至跑赢大市 现飙逾一成,新浪
3876,2019-01-15,"2018年12月汽车销量跟踪报告:2018年汽车销量市场,整体与新能源汽车景气各异",光大证券
3877,2019-01-14,扩大消费措施将出台 家电汽车板块行情看涨,投资快报
3878,2019-01-11,发改委表态出台刺激汽车消费的措施，2019汽车市场或将迎来新机遇,第一电动网
3879,2019-01-10,建投晨会0110 | 汽车板块反弹机遇可期,中信建投证券研究
3880,2019-01-10,抢购家电汽车，北上资金净买入创今年新高,证券时报
3881,2019-01-10,发改委促消费措施激活人气 逾31亿元大单抢筹三板块,证券日报
3882,2019-01-09,久违的涨停潮家电汽车遭北上资金疯抢大消费回来了?,新浪
3883,2019-01-09,今日204股突破五日均线 1月9日突破五日均线个股乖离率排名,金投网
3884,2019-01-09,港股异动︱受汽车板块带动 耐世特(01316)领涨汽车零件股 涨超8%,智通财经
3885,2019-01-09,港股异动 | 汽车零部件板块走强 耐世特(01316.HK)涨6.16%,格隆汇
3886,2019-01-09,"汽车及新能源行业周报:北京推车联网4年规划,国Ⅵ油品开始全面供应",西南证券
3887,2019-01-08,【汽车】黄旭良、戴仕远：黎明之前，静待破晓——汽车行业2019年投资策略20190107,中泰证券研究所
3888,2019-01-07,【中金汽车】一周点评：央行降准释放流动性；车企陆续披露12月销量,金车研究
3889,2018-12-29,雷军“奋斗体”成2018年最有影响力企业家言论,杭州网
3890,2018-12-28,致敬时代：资本市场30年创业群像,21世纪经济报道
3891,2018-12-27,【每日晨报】策略丁文 银河证券晨报—20181227,中国银河证券研究
3892,2018-12-27,"汽车及新能源行业周报:明确“两个公路体系”,利好道路交通及汽车产业",西南证券
3893,2018-12-26,"汽车行业:12月销量低位回升,坚定看好行业龙头",正点财经
3894,2018-12-26,【近期视点】银河研究 12月25日,中国银河证券研究
3895,2018-12-25,这些“重要时刻”还记得吗？——盘点2018年上市公司新变化,新华网
3896,2018-12-25,如果你有1000亿，你会用它来买一条铁路吗？,阿尔法工场
3897,2018-12-20,格隆汇港股聚焦(12.20)︱吉利汽车携手宁德时代从事新能源汽车电池方面的研发,格隆汇
3898,2018-12-20,五大券商周五看好6板块30股,证券之星
3899,2018-12-20,【每日晨报】策略丁文 银河证券晨报—20181220,中国银河证券研究
3900,2018-12-18,【中金汽车】全球变局下的中国产业趋势：汽车篇,金车研究
3901,2018-12-18,"汽车汽配2019年投资策略:春耕秋收,静候下半年复苏",国信证券
3902,2018-12-17,2018年港资遭遇“滑铁卢”？数据告诉你他们的真正实力,每日经济新闻
3903,2018-12-13,【晨会纪要】策略丁文 银河证券晨会纪要—20181213,中国银河证券研究
3904,2018-12-12,冷！冷！冷！车市寒意扩散，零部件行业如何“苦熬”过冬？| 中国汽车报,中国汽车报
3905,2018-12-12,中信建投：2019年汽车行业格局生变 三主线值得关注,新浪
3906,2018-12-12,【头条研报】汽车零部件出口创新高 3机构研究这几只,新浪
3907,2018-12-11,"汽车及新能源行业周报:新车企准入管理办法颁布,年底经销商库存压力持续攀升",西南证券
3908,2018-12-10,皇庭国际资产置换加强主业 积极转型聚焦新战略,和讯
3909,2018-12-04,汽车零部件产业发展不断加快 逾六成公司年报业绩预喜,证券日报
3910,2018-12-04,"汽车及新能源行业周报:四部委发文保障充电设施建设,新能源龙头产品高歌猛进",西南证券
3911,2018-12-03,汽车：11月销量走势略微改善 荐5股,银河证券
3912,2018-12-03,过去4年，满足“优秀企业财报特征”的A股上市公司只有这84家,阿尔法工场
3913,2018-12-03,汽车基础研究系列（二）：转型升级背景下汽车零部件研究框架探讨与投资机会,国信研究
3914,2018-11-30,【中金海外策略】全球资金流向监测：回流美股但流出美债；港股资金面趋弱,Kevin策略研究
3915,2018-11-29,【晨会纪要】策略丁文 银河证券晨会纪要—20181129,中国银河证券研究
3916,2018-11-28,左手经营业绩，右手精准扶贫 美盈森连续七个季度高质量稳步增长,每经网
3917,2018-11-27,上市公司通告摘要一览（5）,经济通
3918,2018-11-22,【晨会纪要】策略丁文 银河证券晨会纪要—20181122,中国银河证券研究
3919,2018-11-21,【建材】周报：各地水泥限产加码，基建补短板效果初显,中银国际证券研究
3920,2018-11-20,新华三与福耀集团达成战略合作,e公司
3921,2018-11-19,曹德旺：他们说我长得很帅 我说是做慈善做的,新浪
3922,2018-11-19,汽车：11月市场起步偏慢 荐2股,银河证券
3923,2018-11-17,三类公司是市场的可选项,红周刊
3924,2018-11-15,沪深300指数成分股公司：42家从未发过社会责任报告 89%未审验,每日经济新闻
3925,2018-11-14,【广证恒生电新】深度报告-天赐材料(002709)-电解液龙头，“整装”再出发,广证恒生
3926,2018-11-13,福耀玻璃曹德旺：不发愁美国市场,证券时报网
3927,2018-11-13,【晨会纪要】策略丁文 银河证券晨会纪要—20181113,中国银河证券研究
3928,2018-11-13,【高管面对面】福耀玻璃：做企业先做人 坚持持续创新,e公司
3929,2018-11-13,11月13日 盘中突破五日均线个股一览,每日经济新闻
3930,2018-11-13,中国上市公司高质量发展在行动：福耀玻璃,证券时报网
3931,2018-11-07,乘用车销量下滑明显 福耀玻璃正遭遇发展瓶颈,我的钢铁
3932,2018-11-06,慈善组织不被允许直接买卖股票 仍有两家基金会持有3股,金融界
3933,2018-11-06,"福耀玻璃:美国工厂爬坡顺利,汇兑收益筑高增长",正点财经
3934,2018-11-02,【广证恒生】-汽车行业-福耀玻璃(600660)季报点评-全球化的公司，海外业务拉动持续增长,广证恒生
3935,2018-11-02,【中金汽车】最新！基金三季报：低估值、细分行业alpha标的获增配,金车研究
