,2021-12-30,大化工专题策划二|能控纠偏煤化龙头有望长期走强 煤氢联动成行业新看点,财联社
1612,2019-08-01,宝丰能源60万吨烯烃项目基本建成 首次带料试车成功,新浪
1613,2019-08-01,下周164家公司披露半年报业绩 机构集中推荐13只预喜股,证券日报
1614,2019-08-01,宝丰能源(600989.SH)：聚丙烯装置挤压造粒机带料一次性试车成功,格隆汇
1615,2019-08-01,宝丰能源二期60万吨/年甲醇制烯烃项目预计将如期投产,和讯
1616,2019-08-01,宝丰能源：现代煤化龙头 腾飞正当时,和讯
1617,2019-08-01,宝丰能源二期烯烃项目聚丙烯压机带料一次试车成功,中证网
1618,2019-08-01,“核电一哥”中国广核来了,北京商报
1619,2019-07-31,中国广核A股上市加速 募资150亿创今年A股IPO纪录,每日经济新闻
1620,2019-07-31,今年最大IPO闪电放行，中国广核预估总市值达1500亿，居中小板第六,经济观察网
1621,2019-07-31,“核电一哥”中广核电力回A募资150亿刷新年内融资记录，“A+H”双平台助力驱动,21世纪经济报道
1622,2019-07-31,“巨无霸”中国广核即将登陆A股，相关产业链有望迎来复苏行情,第一财经
1623,2019-07-31,中国广核回归A股启用“003”开头代码 将登陆中小企业板？,金融界
1624,2019-07-29,宝丰能源：中诚信证评终止公司债券16宝丰01、18宝丰01信用评级,Wind
1625,2019-07-28,最高价科创板新股周一开打，更有“001号”受理企业正式发行,证券时报
1626,2019-07-27,宁夏煤化工高质量发展之路:配齐产业链 拓展高精尖,新华网
1627,2019-07-26,安徽交建过会：今年IPO获批第55家 国元证券过1单,中国经济网
1628,2019-07-26,“核电一哥”中广核电力过会 拟A股募资150亿,证券时报
1629,2019-07-26,“核电一哥”中广核电力过会拟A股募资150亿,证券时报
1630,2019-07-25,金牌保代报告：科创板“最强保代”花落华泰联合 中金5员大将储备项目顶半边天,21世纪经济报道
1631,2019-07-23,晨会0723｜指数增强基金组合优化,中信证券研究
1632,2019-07-22,39公司获得买入评级-更新中,中财网
1633,2019-07-22,【中信证券化工】宝丰能源（600989）投资价值分析报告：现代煤化龙头，腾飞正当时,CITICS化工研究
1634,2019-07-22,《一周研读》科创板开板猜想（2019年7月21日-7月26日）,中信证券研究
1635,2019-07-18,【早间资讯】2019-07-18,大通证券投教基地
1636,2019-07-18,宝丰能源（600989）快评：以量补价，上半年业绩保持靓丽,国信研究
1637,2019-07-18,宝丰能源：公开发行2016年公司债券（第一期）债券本息提前兑付和摘牌公告,上交所
1638,2019-07-17,A股头条之上市公司公告精选（7.18）,金融界
1639,2019-07-17,上市公司数据播报：贵州茅台上半年净利199.51亿元,金融界
1640,2019-07-17,宝丰能源(600989)2018年第一期公司债券7月24日提前兑付本息并摘牌，该券发行金额9亿元，票息6.8%。,中国金融信息网
1641,2019-07-17,17日晚公告精选丨贵州茅台上半年净利润同比增长26%,21世纪经济报道
1642,2019-07-17,宝丰能源：上半年净利润同比增38.19%（快报）,Wind
1643,2019-07-17,宝丰能源：上半年净利同比增38%,e公司
1644,2019-07-13,中信等7家上市券商半年业绩抢先亮相！净利均大幅增加，中小券商弹性大，4家券商股质排雷,券商中国
1645,2019-07-10,宁夏宝丰能源集团：若持有人会议通过相关议案将提前兑付三只债券,Wind
1646,2019-07-08,新华能源日报【2019年7月8日】,中国金融信息网
1647,2019-07-08,科创板迎打新黄金周！21股等你中签 全攻略来了,券商中国
1648,2019-07-07,科创板7月22日“鸣锣”：25家公司首批挂牌，逾300万投资者可参与交易,每日经济新闻
1649,2019-07-06,第二季度中国企业IPO数量和金额环比回升,云掌财经
1650,2019-07-06,第二季度中国企业IPO数量和金额环比回升,中国金融信息网
1651,2019-07-05,中科软过会：今年IPO获批第51家 中泰证券过两单,中国经济网
1652,2019-07-05,南华期货过会：今年IPO获批第52家 中信证券过五单,中国经济网
1653,2019-07-03,240万吨/年煤矿项目获国家能源局核准 宝丰能源继续扩产增量,证券日报
1654,2019-07-03,邮储银行IPO募资额或进前10,南方财经网
1655,2019-07-02,机构预测下半年IPO活跃 科创板有望冲百家,第一财经
1656,2019-07-02,科创板将活跃下半年IPO市场 上市数量有望接近百家,中国经济网
1657,2019-07-02,普华永道：科创板将推动下半年市场活跃,中新网
1658,2019-07-02,普华永道：上半年新股平均募资额减少40% 年内科创板上市企业或接近百家,21世纪经济报道
1659,2019-07-02,报告：预计全年A股IPO超200家 融资规模约1800亿,新浪
1660,2019-07-02,IPO“上半场”：通关率88%,金融投资报
1661,2019-07-02,科创板引领IPO变革 打新收益率创五年新低,证券时报
1662,2019-06-30,邮储银行招股书: 拟发行不超过51.72亿股股份,每日经济新闻
1663,2019-06-29,盘点｜领涨全球！市值暴增11万亿！上半年A股精彩上演八部大片：或激动、或惆怅、或瞠目，让你看过瘾！,重庆商报
1664,2019-06-28,[路演]宝丰能源：煤气化制甲醇装置预计今年底投产,全景网
1665,2019-06-28,6股主力资金净流入超亿元,证券时报
1666,2019-06-28,退出之灾：独角兽上市热情不减 VC/PE本金难回,投中网
1667,2019-06-28,小熊电器过会：今年IPO获批第50家 东莞证券过两单,中国经济网
1668,2019-06-26,51家券商年内打新平均浮盈仅31万元 最低获配数量200股堪比“小散”,证券日报
1669,2019-06-21,宝丰能源(600989.SH)：240万吨/年红四煤矿项目获国家能源局核准,格隆汇
1670,2019-06-21,[快讯]宝丰能源:全资子公司宁夏宝丰集团红四煤业有限公司240万吨/年红四煤矿项目获得国家能源局核准,中财网
1671,2019-06-20,德勤：上半年A股各板块新股融资规模普降,北京商报
1672,2019-06-17,国内烯烃缺口2000万吨 宝丰能源募投74亿投向焦炭气化制烯烃即将投产,经济观察网
1673,2019-06-17,烯烃价格或迎上涨期 宝丰能源继续扩产增量,新浪
1674,2019-06-14,国林环保过会：今年IPO获批第44家 华福证券过首单,中国经济网
1675,2019-06-13,宝丰能源：成本优势渐显煤制烯烃将迎来新机遇,中证网
1676,2019-06-11,IPO观察：烯烃产业向好，宝丰能源成长性可期,时代在线
1677,2019-06-10,烯烃产业大起底 宝丰能源黑金产业白金蝶变,证券日报
1678,2019-06-07,唐源电气过会：今年IPO获批第40家 国金证券过首单,中国经济网
1679,2019-06-07,中信出版过会：今年IPO获批第39家 中信建投过三单,中国经济网
1680,2019-05-31,连续12次新股发审会过会率100%，隐现IPO改革思路,澎湃新闻
1681,2019-05-29,[快讯]宝丰能源:使用募集资金置换前期已投入募投项目自筹资金,中财网
1682,2019-05-28,“数说”IPO蜜月期新变化,金融投资报
1683,2019-05-28,本周打新机会只此一次 因赛集团今日申购,中证报
1684,2019-05-27,IPO连续六周过会率100%！一个涨停就开板，“躺赢”时代渐去,Wind
1685,2019-05-23,险资打新战报：二季度以来浮盈超2000万元,证券日报
1686,2019-05-22,掘金化工新材料宝藏 宝丰能源开启产业新通道,新浪
1687,2019-05-21,2019年最不赚钱新股出炉,扬子晚报
1688,2019-05-21,宝丰能源：用科技改变中国的能源结构,中证网
1689,2019-05-20,A股早报2019年5月20日星期一,Wind
1690,2019-05-20,宝丰能源登陆上交所 多项数值创宁夏资本市场新纪录,证券日报
1691,2019-05-17,又见A股大跌 私募：大概率重回升势，买入节点在这个位置,每日经济新闻
1692,2019-05-17,5月17日A股龙虎榜揭秘，机构净卖出3股,Wind
1693,2019-05-17,宝丰能源龙虎榜数据（5月17日）,Wind
1694,2019-05-17,机构今日买入这2股，抛售金证股份1.01亿元 股票卖空,第一财经
1695,2019-05-17,宝丰能源首次打开一字涨停 累计上涨51.53%,每日经济新闻
1696,2019-05-17,宁夏宝丰能源A股成功首发上市,中国经济网
1697,2019-05-17,今年最惨新股诞生！上市次日即开板，首日一签仅赚不足5000元,中证报
1698,2019-05-17,三只松鼠过会：今年IPO获批第33单 中金公司第四单,中国经济网
1699,2019-05-17,海油发展过会：今年IPO获批第31单 中金公司梅开二度,中国经济网
1700,2019-05-17,快讯：宝丰能源上市第二个交易日开板 一度大跌超5%,新浪
1701,2019-05-17,新股宝丰能源开板，仅收获一个涨停,Wind
1702,2019-05-17,新股提示：宝丰能源开板 仅收获一个涨停板,e公司
1703,2019-05-16,宝丰能源（600989.SH）今日在上交所上市,上交所
1704,2019-05-16,快讯 | 宝丰能源A股成功首发上市 募资规模刷新纪录,投资界
1705,2019-05-16,宝丰能源：2600万元关联交易未披露涉嫌信披违规,新浪
1706,2019-05-16,新股发行与上市一览（5月16日）,Wind
1707,2019-05-15,宝丰能源新股5月16日上市 发行价格11.12元/股,银行信息港
1708,2019-05-15,中简科技、宝丰能源5月16日上市定位分析,金融界
1709,2019-05-15,宝丰能源16日在上交所上市,中证网
1710,2019-05-14,宝丰能源2019年一季度营收31.94亿元 预计5月16日上市,中金在线
1711,2019-05-13,宝丰能源IPO新股90%被散户暴买,中国经营报
1712,2019-05-10,西麦食品过会：今年IPO获批第28家 招商证券中三元,中国经济网
1713,2019-05-09,宝丰能源上交所上市集资74亿投向煤制烯烃,中国煤炭资源网
1714,2019-05-08,宝丰能源IPO发行结果出炉 新股认购率99.68%,挖贝网
1715,2019-05-07,宝丰能源600989中签号公布 宝丰能源730989中签率查询,银行信息港
1716,2019-05-07,宝丰能源中签号码出炉 宝丰能源中签能赚多少？,银行信息港
1717,2019-05-07,宝丰能源上交所上市申购 拟募集资金约80亿元,中证报
1718,2019-05-06,兑奖了！宝丰能源中签号出炉,Wind
1719,2019-05-06,【兑奖啦】宝丰能源网上申购中签号出炉 共660024个,金融界
1720,2019-05-06,宝丰能源中签号出炉 共66万个,e公司
1721,2019-05-06,2019年5月7日新股申购日历 明日新股申购一览表,银行信息港
1722,2019-05-06,宝丰能源公布中签率仅为0.2456% 你能中吗？,银行信息港
1723,2019-05-05,宝丰能源IPO网上中签率0.08184798%,挖贝网
1724,2019-05-05,宝丰能源：网上发行最终中签率为0.24555287%,Wind
1725,2019-05-01,丸美股份过会：今年IPO获批第27家 中信证券连中三元,中国经济网
1726,2019-04-30,今日新股：鸿远电子（732267）、宝丰能源（730989）,渤海证券
1727,2019-04-30,今日新股申购：宝丰能源、鸿远电子,中国经济网
1728,2019-04-30,【新股】：鸿远电子、宝丰能源今日发行,国信证券融资融券部
1729,2019-04-30,50.68亿元净流入，北向资金又回来了！4月最后的两只新股今天申购，不要错过！|0429,恒泰头派账户
1730,2019-04-30,宝丰能源今日开启申购 发行价为11.12元,中证网
1731,2019-04-30,单签获利或超3万！打中这只新股 五一出游的花费就能报销了,中证报
1732,2019-04-30,宝丰能源和鸿远电子今日申购指南,证券之星
1733,2019-04-30,东北证券【新股】鸿远电子、宝丰能源申购，鼎胜转债、现代转债、招路转债上市,东北证券金融世界
1734,2019-04-29,【IPO】近一周共4家企业IPO过会，其中1家为三板企业：松炀资源【安信诸海滨团队】,诸海滨科新先声
1735,2019-04-29,【新股信息】4月30日 宝丰能源(600989)、鸿远电子(603267)申购,银河股票资讯
1736,2019-04-29,宝丰能源拟IPO以11.12元发行股票7.33亿股募资80亿元,中金在线
1737,2019-04-29,明日新股：宝丰能源、鸿远电子,股涨通
1738,2019-04-29,明日新股发行一览表：宝丰能源4月30日申购 顶格申购获配220签,银行信息港
1739,2019-04-29,宝丰能源、鸿远电子4月30日申购宝典,金融界
1740,2019-04-28,4月制造业PMI值下周公布 上市公司年报披露收官,中新经纬
1741,2019-04-28,【民生·中小盘团队|周观点】主题轮动或加快，大盘仍偏震荡,MS EDU研究
1742,2019-04-28,730989宝丰能源怎么样 宝丰能源申购价格多少？,银行信息港
1743,2019-04-28,下周操盘攻略：A股连续下探叠加解禁大降60%，节前反弹动能望强劲！,Wind
1744,2019-04-27,宝丰能源(600989) 申购代码730989 申购日期4.30,红周刊
1745,2019-04-26,新股发行与上市一览（4月26日）,Wind
1746,2019-04-23,宝丰能源申购代码730989 顶格申购需配市值220万元,银行信息港
1747,2019-04-22,【申万宏源新三板】冠盛集团再次申报IPO 德恩精工本周上会——新三板IPO周报（2019/4/15-4/21）,申万宏源S新三板
1748,2019-04-22,4家首发申请被核准新股发行悄然提速,重庆商报
1749,2019-04-19,证监会核发4家公司IPO批文：宝丰能源拟募净额或达80亿,澎湃新闻
1750,2019-04-19,证监会核发4家企业IPO批文，未披露筹资金额,Wind
1751,2019-04-16,安信证券：近一周共4家企业IPO过会 其中1家为三板企业松炀资源,和讯
1752,2019-04-15,【申万宏源新三板】松炀资源过会，帝尔激光过会1周即获IPO批文——新三板IPO周报（2019/4/8-4/14）,申万宏源S新三板
1753,2019-04-15,新一届发审委“过会率”近九成 IPO审核净利润门槛松动包容性提升,金陵晚报
1754,2019-04-15,2019年首家券商冲击IPO！将喜提A股第36家上市券商？（附最新IPO排队名单）,犀牛之星
1755,2019-04-12,昨天5过4，又一家新三板公司IPO通关，今年IPO发审通过率远超去年同期,企业成长智库
1756,2019-04-12,宝丰能源IPO过会今年第19家 中信证券保荐年内过两家,中国经济网
