,2021-12-31,年内最后一次油价调整，汽、柴油价格每吨分别提高140元和135元,Wind
7553,2018-07-26,[买入评级]中国石化(600028)上半年业绩预增公告：公司上半年业绩预增约50% 全年有望保持稳定增长,中财网
7554,2018-07-26,五大券商周五看好6板块46股,证券之星
7555,2018-07-26,[审慎增持评级]中国石化(600028)点评：国际油价上行 助力业绩同比大幅增长,中财网
7556,2018-07-26,中国石化：首家IC卡会员制易捷无人门店开业,e公司
7557,2018-07-26,[看好评级]选股系列思考之一：从资本开支角度掘金成长性周期股,中财网
7558,2018-07-26,[买入评级]中国石化(600028/00386.HK)点评：公司上半年业绩预增50%左右 略超预期,中财网
7559,2018-07-26,加油员反复捏枪有猫腻？中石化：跳枪是防呛油，不会缺斤短两,澎湃新闻
7560,2018-07-25,【港股解码】油价维持高位震荡，中国石化稳坐盈利地位,财华社
7561,2018-07-25,[推荐评级]中国石化(600028/00386.HK)业绩预览：2Q18业绩符合预期;重申推荐,中财网
7562,2018-07-24,中国石化上半年净利预增五成 多家公司公布中报,中证网
7563,2018-07-24,中国石化：预计上半年净利近271亿元，同比增50%左右,澎湃新闻
7564,2018-07-24,晚间重要公告2018年7月24日星期二,Wind
7565,2018-07-24,[增持评级]大炼化聚酯产业链周报：PTA价格大幅提升 地炼开工率持续下滑,中财网
7566,2018-07-24,中国石化半年报预增50%左右 因国际原油价格上涨,网易
7567,2018-07-24,25日中报速递：中国石化上半年净利预增五成(更新中),中证网
7568,2018-07-24,中国石化：2018年上半年业绩预增公告,Wind
7569,2018-07-24,中国石化：国际原油价格上涨 上半年净利预增五成,e公司
7570,2018-07-24,[增持评级]基础化工行业周报：TDI、R22、丁辛醇强势上涨 关注苏北化工园区复产进度,中财网
7571,2018-07-24,中国石化：预计上半年净利润同比增长50%左右,Wind
7572,2018-07-24,[看好评级]基础化工行业周报：萤石制冷剂产业链领涨 醋酸跌幅居前,中财网
7573,2018-07-24,中国石化：2018年半年度业绩报告预告,金融界
7574,2018-07-24,雄安新区成立首家央企资本投资运营平台,一带一路高参
7575,2018-07-24,化工行业日报：TPC明年初将建世界级裂解装置和石化工厂,中财网
7576,2018-07-23,【招商策略】中美专利全方位对比：追赶中的中国专利——中美对比系列报告之二（0723）,和讯
7577,2018-07-23,关于核准中国石油化工集团公司向公众投资者公开发行可交换公司债券的批复,证监会
7578,2018-07-23,[优于大市评级]石化行业周报,中财网
7579,2018-07-23,[推荐评级]石油化工行业周报：油价短期承压 长期中枢70美金趋稳,中财网
7580,2018-07-21,大数据看世界500强变迁：1/3的行业龙头来自中国,21世纪经济报道
7581,2018-07-21,四家深企登两榜前十,深圳商报
7582,2018-07-21,中石化斥资百亿成立资本公司 将设多只投资基金,中国经营报
7583,2018-07-20,戴厚良任中国石化董事长、党委书记,中新网
7584,2018-07-20,中国石化、中国石油成为北京冬奥会官方油气合作伙伴,e公司
7585,2018-07-20,第一百三十三期新闻发布会,上交所
7586,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
7587,2018-07-20,戴厚良出任中石化集团董事长，该职位已空缺10个月,Wind
7588,2018-07-20,化工行业日报：中国首船亚马尔LNG经北极航道运抵江苏,中财网
7589,2018-07-20,中石化资本公司落户雄安新区 布局新兴产业,经济日报
7590,2018-07-19,央企民企发力 雄安新区金融布局初具形态,第一财经
7591,2018-07-19,中国石化《财富》世界500强延续第三,e公司
7592,2018-07-19,中石化85后加油站站长接受监察调查,凤凰网
7593,2018-07-19,中石化开启新一轮改革重组 “卖油郎”向新能源转型,证券日报
7594,2018-07-19,PPI数据标记中报成长股营地 三大行业浮出水面,证券日报
7595,2018-07-19,"石油开采行业7月国际原油价格跟踪点评:沙特大幅增产叠加利比亚出口危机告一段落,国际油价高位回落",申万宏源
7596,2018-07-18,中国石化资本落户雄安 主投战略新兴产业,第一财经
7597,2018-07-18,注册资本100亿 中国石化资本公司落户雄安新区,e公司
7598,2018-07-18,胜利油田“四供一业”移交拟年底前完成资产划转,第一财经
7599,2018-07-17,中商惠民携中国石化易捷便利 构建智慧零售新场景,证券之星
7600,2018-07-17,[看好评级]石油化工2018年中报业绩前瞻：油价上涨带来业绩弹性 资源、LNG及聚酯板块表现亮眼,中财网
7601,2018-07-17,[增持评级]大炼化聚酯产业链周报：涤纶长丝价格回暖 产销率大幅提高,中财网
7602,2018-07-17,化工行业日报：6月我国原油生产同比下降2.3%,中财网
7603,2018-07-17,石油化工行业周报：油价回升但地缘政治风险仍存,中财网
7604,2018-07-17,"基础化工行业周报:制冷剂需求旺季到来行情向好,PA66、涤丝景气高企",安信证券
7605,2018-07-16,[推荐评级]石化行业周报：意外事件扰动油价 区间波动或为常态,中财网
7606,2018-07-15,[优于大市评级]石化行业数据周报20180714,中财网
7607,2018-07-13,化工行业日报：辽宁出台危化品企业搬迁改造方案,中财网
7608,2018-07-12,中国石化今日大宗交易成交80万股，成交价5.74元折价9.61%,Wind资讯
7609,2018-07-11,中国石化H股大跌4.9％,金融界
7610,2018-07-11,化工行业日报：化学原料和制品制造业出厂价格同比上涨8.3%,中财网
7611,2018-07-11,中国石化：拟联合控股股东出资100亿元设合资公司,金融界
7612,2018-07-11,11日公告透露利好 14只个股有望爆发,中证网
7613,2018-07-10,7月11日利好公告大集中（更新中）：中国石化与控股股东出资100亿元设合资公司,中证网
7614,2018-07-10,公告精选：宁德时代回应宝马订单；东方航空拟定增募资不超118亿元，吉祥航空参与,每日经济新闻
7615,2018-07-10,中国石化：出资100亿设合资公司 重点投战略新兴产业,新浪
7616,2018-07-10,中石化100亿注资成立资本公司 重点投资新能源等新兴产业,每日经济新闻
7617,2018-07-10,[买入评级]化工行业周报：化工景气指数转正 关注Q2业绩超预期以及人民币贬值出口受益标的,中财网
7618,2018-07-10,[增持评级]大炼化聚酯产业链周报：PTA价格小幅提升 涤纶盈利维持稳定,中财网
7619,2018-07-10,“地沟油”制生物柴油打开市场要过三道坎,新华网
7620,2018-07-10,[推荐评级]机械设备行业周报：中石化建成50万吨产能阵地;全球工程机械制造商50强出炉,中财网
7621,2018-07-10,[推荐评级]石化行业周报：油价中高位运行 石化产业链景气度高,中财网
7622,2018-07-10,化工行业日报：埃萨石油完成炼油厂扩能改造项目,中财网
7623,2018-07-09,通讯：探访中沙经贸合作典范延布炼厂,新华网
7624,2018-07-09,中国石化驻赣企业首发白皮书,上海有色
7625,2018-07-06,中国石化驻浙企业首次联合发布白皮书：十八年纳税1865亿元,浙江在线
7626,2018-07-05,中国石化跌3.05%，创年度新低，报6.04元,腾讯网
7627,2018-07-04,[看好评级]基础化工行业周报：18年下半年围绕油价、环保和需求三个维度优选周期子行业,中财网
7628,2018-07-04,[优大于市评级]石化行业2018下半年投资策略：油价、天然气与民营炼化,中财网
7629,2018-07-03,7月3日晚间上市公司十大重磅公告,巨丰财经
7630,2018-07-03,正星科技与中国石化签订1年采购协议,中金在线
7631,2018-07-03,中国石化易派客上半年交易额超去年全年,中国石化
7632,2018-07-03,[增持评级]大炼化聚酯产业链周报第二十三期：油价上涨推动产品价格回升 涤纶市场较为稳定,中财网
7633,2018-07-03,【新三板早报】博汇股份撤回IPO五个月后重启上市辅导 维泰股份发生工程安全事故,犀牛之星
7634,2018-07-02,正星科技与中石化签订框架采购协议,犀牛之星
7635,2018-07-02,石油下游环节完全开放 加油站市场将掀新一轮争夺战,证券日报
7636,2018-07-02,[强于大市评级]石油化工行业研究周报：需求放缓与供给缺口赛跑：	80~100美金/桶或成新目标区间,中财网
7637,2018-06-29,[看好评级]化工行业2018半年度策略报告：围绕油价、环保和需求三个维度优选周期子行业,中财网
7638,2018-06-28,巨丰收评：量能制约市场反弹 2800点得而复失,巨丰财经
7639,2018-06-28,中国石化整合国际和资本、金融业务,中新网
7640,2018-06-28,加油站便利店被多方看重 红旗连锁牵手中石化拓宽销售渠道,每日经济新闻
7641,2018-06-28,巨丰午评：无量反复个股机会呈现,巨丰财经
7642,2018-06-28,巨丰热点：国际油价再度大涨刺激油服股全线活跃,巨丰财经
7643,2018-06-27,巨丰收评：蓝筹股杀跌坚决 沪指击穿2800点,巨丰财经
7644,2018-06-27,红旗连锁联手中石化四川 加快抢占加油站便利店市场,e公司
7645,2018-06-27,[推荐评级]石化行业动态报告：增产幅度低于预期 油价应声大涨,中财网
7646,2018-06-26,公众开放日 揭开川西气田神秘面纱,科技日报
7647,2018-06-26,[强于大市评级]石油化工行业研究周报：OPEC会议增产幅度不及预期 2018~2019年原油供需缺口明显,中财网
7648,2018-06-26,"石油化工行业大炼化聚酯产业链周报第二十二期:装置重启提升PTA开工率,涤纶市场景气度回升",光大证券
7649,2018-06-26,"联讯石油化工行业:opec部长会议结束,全球有望重回高油价周期",联讯证券
7650,2018-06-25,[中性评级]寻找化工行业估值之锚：与标普500、恒生指数中化工行业对标,中财网
7651,2018-06-25,泰达宏利基金6月25日财经晨讯,泰达宏利基金
7652,2018-06-20,红旗连锁要把便利店开进加油站 背后生意有多大？,每日经济新闻
7653,2018-06-20,中国石化：6月19日融资余额为18.02亿元，较前一日骤降8.46%,Wind资讯
7654,2018-06-16,中国石化控股股东拟发可交换债 募集金额不超500亿元,中证网
7655,2018-06-16,油气管网独立疑云：国家公司短期难成立,中国经营网
7656,2018-06-15,晚间重要公告2018年6月15日星期五,--
7657,2018-06-15,中国石化：控股股东拟发行可交换公司债，募资不超500亿元,Wind
7658,2018-06-15,化工行业日报：5月份化学原料和制品制造业增加值增长4.3%,中财网
7659,2018-06-14,[增持评级]大炼化聚酯产业链周报第二十期：PTA检修高峰来临 涤纶市场维持景气,中财网
7660,2018-06-14,[推荐评级]石油石化行业投资策略报告：重点关注油价带动盈利大幅改善的板块,中财网
7661,2018-06-14,【川财研究*每日复盘】20180613：QFII、RQFII改革将吸引外资流入,川财研究
7662,2018-06-13,“三桶油”油管业务或复制“铁塔模式”,北京商报
7663,2018-06-12,[看好评级]基础化工行业周报：环保持续强化 染料农药受益明显,中财网
7664,2018-06-11,媒体：中国正推进将三大国有油气公司的管道资产合并为一家公司,Wind
7665,2018-06-11,*ST油服原董事长焦方正或去中石油 中石油原董事喻宝才或往中石化,证券日报
7666,2018-06-10,[增持评级]5月原油成品油进出口数据分析(石油化工行业)：5月原油进口量同比增长5% 维持高位,中财网
7667,2018-06-08,中石油中石化同一天各有一名董事因工作调整辞职,澎湃新闻
7668,2018-06-08,中石化(00386-HK)：焦方正请辞高级副总裁,财华社
7669,2018-06-07,中石油、中石化两名董事相继宣布辞职,凤凰网
7670,2018-06-06,基金重仓概念股近三日最受主力资金青睐,证券时报
7671,2018-06-06,[增持评级]石油化工行业跟踪报告：原油价格对国内炼化盈利性的影响分析,中财网
7672,2018-06-06,基础化工行业:H酸延续上涨 醋酸达到十年高位,光大证券
7673,2018-06-06,"化工行业周报:油价企稳,苯乙烯、醋酸、活性染料等调涨",上海证券
7674,2018-06-05,思柏科技中标中石化华北分公司光缆框架采购项目,犀牛之星
7675,2018-06-04,[强于大市评级]深度*行业*化工行业周报：染料、醋酸价格持续上涨,中财网
7676,2018-06-04,石油化工行业周报：油田产能建设实施 服务价格或上涨,中财网
7677,2018-06-04,牛市赚钱熊市选股：最有投资潜力价值榜TOP50（附名单）,投资者报
7678,2018-06-01,中国石化助力三夏农忙 为江苏农机用油降价15%,中新网
7679,2018-05-29,中国石化发布《2017社会责任报告》,国家煤化工网
7680,2018-05-28,中国石化(00386-HK)6月5日派A股2017年度末期股息每股0.4元,财华社
7681,2018-05-28,中国石化年报推10派4元 股权登记6月4日,金融界
7682,2018-05-28,[增持评级]大炼化聚酯产业链周报：PTA迎来检修高峰 涤纶市场景气回归,中财网
